time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range
6,952,261.0625,6400,200.0,25,5641.3115234375,-2.4293301820755007,0.0003,8814.389617919922,0.027457773685455322,-0.007377302600070834,0.0,240,0.0053766314,0.3
6,954,263.54545454545456,6656,200.0,26,716.0082397460938,-2.350976884365082,0.0003,8539.078729248047,0.03396481275558472,-0.0010639330605044961,0.0,250,0.0018299972,0.3
7,954,268.2647058823529,6912,200.0,27,9364.78515625,-2.3939730167388915,0.0003,17410.664099121095,0.010120928287506104,-0.006957381591200828,0.0,260,0.0020909347,0.3
7,955,269.2,7168,200.0,28,5875.0205078125,-2.385866415500641,0.0003,7120.267455482483,0.04773402214050293,-0.0025735815754160283,0.0,270,0.0019291218,0.3
7,955,265.81081081081084,7424,200.0,29,3335.78125,-2.39402289390564,0.0003,7152.811778259277,0.03267383575439453,-0.0010506369406357407,0.0,280,0.0011541315,0.3
8,955,272.63157894736844,7680,200.0,30,2823.976806640625,-2.3901842713356016,0.0003,16374.477214050294,0.044666290283203125,-0.002727452269755304,0.0,290,0.0007490681,0.3
8,956,262.35897435897436,7936,200.0,31,615.954833984375,-2.3764864206314087,0.0003,1233.2620483398437,-0.12655460834503174,-0.008427632646635175,0.0,300,0.0038026974,0.3
8,956,262.625,8192,200.0,32,3747.27294921875,-2.30760498046875,0.0003,7122.739196777344,0.03228139877319336,-0.004972127359360456,0.0,310,0.003863191,0.3
8,957,271.5238095238095,8448,200.0,33,2184.2587890625,-2.287321925163269,0.0003,8396.898669433594,0.04054290056228638,-0.0015922365477308632,0.0,320,0.0007785724,0.3
9,956,274.2325581395349,8704,200.0,34,8055.357421875,-2.2918064475059508,0.0003,17942.221484375,0.02538973093032837,-0.0013268913375213743,0.0,330,0.0013988665,0.3
9,956,276.8863636363636,8960,200.0,35,4906.0732421875,-2.2642399430274964,0.0003,8069.148934936524,0.06456279754638672,-0.009757424285635353,0.001171875,340,0.0070657963,0.3
9,956,281.54347826086956,9216,200.0,36,2734.104248046875,-2.239707124233246,0.0003,8565.209115600586,0.01804274320602417,-0.0048298504902049896,0.0,350,0.0029601315,0.3
9,956,309.468085106383,9472,200.0,37,61.755001068115234,-2.2026888370513915,0.0003,7156.122106933593,0.038425445556640625,-0.010632700379937887,0.008203125,360,0.013135629,0.3
10,956,312.8125,9728,200.0,38,10512.044921875,-2.0957576036453247,0.0003,21206.543701171875,0.032362520694732666,-3.760675899684429e-05,0.0,370,0.0015319288,0.3
10,954,323.2244897959184,9984,200.0,39,3724.292236328125,-2.0173324167728426,0.0003,7551.759173583984,0.037859559059143066,-0.015849852235987782,0.021484375,380,0.028789286,0.3
