time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/approx_kl,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/clip_range
1,1021,0,200.0,256,-640.0,,,,,,,,,,
2,1045,0,200.0,512,-715.0,537.2745407104492,0.0003,0.0020042686,198.4638671875,-2.5642863273620606,-0.009546264610253274,0.0,-0.0033888816833496094,10,0.3
3,1025,0,200.0,768,-706.6666666666666,682.2118133544922,0.0003,0.001029972,310.16253662109375,-2.560780096054077,-0.003997699916362762,0.0,0.0008546113967895508,20,0.3
4,1017,1,200.0,1024,-568.0,690.552621459961,0.0003,0.004739106,338.9596862792969,-2.5573880314826964,-0.009896855731494725,0.0,0.0013307929039001465,30,0.3
5,981,1,200.0,1280,-581.6666666666666,380.4098754882813,0.0003,0.0017763434,204.6529541015625,-2.5494360446929933,-0.001776048610918224,0.0,0.0015957951545715332,40,0.3
6,990,1,200.0,1536,-554.2857142857143,389.11607666015624,0.0003,0.0007024403,189.2718048095703,-2.5427006483078003,-0.003675547614693642,0.0,-0.005913972854614258,50,0.3
7,996,1,200.0,1792,-498.75,1517.3799102783203,0.0003,0.00074544386,745.64453125,-2.537824046611786,-0.0025748337619006635,0.0,0.002626776695251465,60,0.3
8,989,2,200.0,2048,-472.0,669.3029342651367,0.0003,0.0021023147,241.01820373535156,-2.5351962804794312,-0.006437148037366569,0.0,0.015197038650512695,70,0.3
9,995,2,200.0,2304,-456.3636363636364,321.1462600708008,0.0003,0.0006669322,156.1418914794922,-2.533086061477661,-0.0017704578815028072,0.0,0.004609286785125732,80,0.3
10,1005,2,200.0,2560,-414.1666666666667,575.3238052368164,0.0003,0.0039033103,258.1296081542969,-2.5387081623077394,-0.011142991646192969,0.0,0.022117316722869873,90,0.3
11,1009,2,200.0,2816,-387.85714285714283,1709.81630859375,0.0003,0.0005600513,947.836181640625,-2.548902440071106,3.4772325307130814e-05,0.0,0.08040416240692139,100,0.3
12,1013,3,200.0,3072,-378.0,630.5215057373047,0.0003,0.0002961955,432.2545166015625,-2.547808587551117,-0.0025173170724883676,0.0,0.1235877275466919,110,0.3
13,1017,3,200.0,3328,-388.75,725.3467910766601,0.0003,0.0006110363,374.2441711425781,-2.5439596652984617,-0.0025688808411359785,0.0,0.007955551147460938,120,0.3
14,1020,3,200.0,3584,-401.7647058823529,318.4995712280273,0.0003,0.0009412784,154.3751678466797,-2.536085057258606,-0.004341570963151753,0.0,0.04100435972213745,130,0.3
15,1019,3,200.0,3840,-376.8421052631579,683.2998107910156,0.0003,0.0013802475,360.9344177246094,-2.529981517791748,-0.004224579175934195,0.0,0.04892396926879883,140,0.3
16,1023,4,200.0,4096,-360.5,571.0728363037109,0.0003,0.0006547312,310.3585205078125,-2.5230043530464172,-0.0017623946769163013,0.0,0.0609285831451416,150,0.3
17,1026,4,200.0,4352,-376.6666666666667,818.2655670166016,0.0003,0.00066371076,556.5260620117188,-2.519656944274902,-0.0018106803530827166,0.0,0.07787740230560303,160,0.3
18,1028,4,200.0,4608,-409.5652173913044,963.1567352294921,0.0003,0.0009226673,448.5043640136719,-2.525515818595886,-0.003133985330350697,0.0,-0.00044918060302734375,170,0.3
19,1033,4,200.0,4864,-403.75,492.317333984375,0.0003,0.0070105176,230.5071258544922,-2.5100580215454102,-0.010973349260166288,0.000390625,-6.35385513305664e-05,180,0.3
20,1033,4,200.0,5120,-389.2,499.67444229125977,0.0003,0.0063255546,257.996337890625,-2.4794693112373354,-0.007927610608749091,0.0,0.22842276096343994,190,0.3
21,1039,5,200.0,5376,-394.61538461538464,1015.9439056396484,0.0003,0.003056771,618.0025634765625,-2.477940261363983,-0.006899116653949022,0.0,0.11072278022766113,200,0.3
22,1038,5,200.0,5632,-385.35714285714283,551.4214019775391,0.0003,0.0048169177,158.24549865722656,-2.4802675604820252,-0.006700298935174942,0.0,0.20241767168045044,210,0.3
23,1040,5,200.0,5888,-378.9655172413793,702.4365547180175,0.0003,0.0333495,195.6594696044922,-2.4925033926963804,-0.027167411940172314,0.07890625,0.0009515285491943359,220,0.3
24,1041,5,200.0,6144,-368.3333333333333,732.8037384033203,0.0003,0.009303134,239.50035095214844,-2.4339141249656677,0.00014718149323016404,0.0,0.007729232311248779,230,0.3
