time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/entropy_loss,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/loss,train/approx_kl
256,200.0,0,943,857.0,1,,,,,,,,,,
512,200.0,0,968,627.0,2,-8.177757263183594e-05,-2.5647421717643737,0.3,0.0,10,27381.039794921875,0.0003,-0.00540484394878149,16558.609375,0.0006646742
768,200.0,0,948,303.6666666666667,3,0.002829611301422119,-2.5634908795356752,0.3,0.0,20,741.0846527099609,0.0003,-0.004527528584003448,329.8358459472656,0.0008464297
1024,200.0,1,953,308.0,4,-0.00033223628997802734,-2.561259925365448,0.3,0.0,30,14163.727734375,0.0003,-0.00453500070143491,4933.6064453125,0.0010430627
1280,200.0,1,946,430.0,5,0.0021681785583496094,-2.559045159816742,0.3,0.0,40,13761.659838867188,0.0003,-0.003457321505993605,5317.552734375,0.0007005974
1536,200.0,1,944,416.2857142857143,6,0.0075893402099609375,-2.5538361191749575,0.3,0.0,50,30604.649609375,0.0003,-0.0034725016681477427,16869.716796875,0.0005604231
1792,200.0,1,945,400.5,7,0.005582153797149658,-2.552167510986328,0.3,0.0,60,14058.311853027344,0.0003,-0.004884379799477756,6007.03955078125,0.0008001304
2048,200.0,2,948,402.1,8,0.0047037601470947266,-2.548627185821533,0.3,0.0,70,8929.90322418213,0.0003,-0.003051964147016406,6704.99072265625,0.0010169321
2304,200.0,2,949,397.27272727272725,9,0.011250317096710205,-2.5405317902565003,0.3,0.0,80,27280.447265625,0.0003,-0.0009709076723083854,11129.26171875,0.00035942486
2560,200.0,2,950,426.75,10,0.019923269748687744,-2.5393213748931887,0.3,0.0,90,13787.240625,0.0003,-0.002126162336207926,5567.9423828125,0.0002449497
2816,200.0,2,950,436.0,11,0.0019932985305786133,-2.5399670958518983,0.3,0.0,100,13998.779248046874,0.0003,-0.004690022370778024,7564.42041015625,0.0014935343
3072,200.0,3,951,433.53333333333336,12,0.01040184497833252,-2.5263205766677856,0.3,0.0,110,22249.18798828125,0.0003,-0.004099229583516717,15665.404296875,0.0017958113
3328,200.0,3,951,432.0,13,0.013066709041595459,-2.50717511177063,0.3,0.0,120,13081.172314453124,0.0003,-0.0012476988602429628,6480.7900390625,0.000507409
3584,200.0,3,949,432.6470588235294,14,0.009673058986663818,-2.4959054946899415,0.3,0.0,130,13248.334143066406,0.0003,-0.00126010668464005,7744.4287109375,0.00023473031
3840,200.0,4,950,397.94736842105266,15,0.030327022075653076,-2.510742115974426,0.3,0.0,140,13379.855224609375,0.0003,-0.004478409024886787,6716.65380859375,0.0008776153
4096,200.0,4,949,412.95,16,0.03983885049819946,-2.497441792488098,0.3,0.0,150,8884.717167663573,0.0003,-0.0025913463439792396,4849.9609375,0.0009079443
