time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/value_loss,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance
2,887,2048,1,200.0,-747.4,,,,,,,,,,
5,720,4096,2,200.0,-640.75,-0.007423879917041631,4670.208698272705,10,-2.482188367843628,1895.9730224609375,0.0067569492,0.0003,0.0080078125,0.2,0.0018340349197387695
9,670,6144,3,200.0,-638.8666666666667,-0.008283789156848798,4250.512648773193,20,-2.467221535742283,1793.837646484375,0.009893578,0.0003,0.0189453125,0.2,0.027460336685180664
12,652,8192,4,200.0,-624.875,-0.008752987091429531,3789.1095954895018,30,-2.4398522049188616,2160.58984375,0.008567659,0.0003,0.035888671875,0.2,0.15424597263336182
15,644,10240,5,200.0,-591.9019607843137,-0.009468727248895447,3662.8878410339357,40,-2.408544859290123,1832.9769287109375,0.011434773,0.0003,0.043994140625,0.2,0.22001707553863525
2,915,2048,1,200.0,-557.8,-0.007796942090499215,2898.297986602783,50,-2.3928861297667026,959.2826538085938,0.010208343,0.0003,0.034814453125,0.2,0.25281578302383423
5,714,4096,2,200.0,-523.6,-0.007238234428223222,3748.3169181823732,10,-2.4822279423475266,1545.4449462890625,0.006268366,0.0003,0.01279296875,0.2,0.0011186003684997559
9,651,6144,3,200.0,-514.7666666666667,-0.006544301469693892,3563.339421081543,20,-2.476850510388613,1779.3038330078125,0.005390221,0.0003,0.0072265625,0.2,0.00044167041778564453
13,624,8192,4,200.0,-508.45,-0.009618627237796318,3269.3945793151856,30,-2.470283071696758,1828.36865234375,0.00839914,0.0003,0.04140625,0.2,0.16907787322998047
16,610,10240,5,200.0,-490.45098039215685,-0.010417617979692295,2624.55478553772,40,-2.450483165681362,1464.90869140625,0.011041127,0.0003,0.052197265625,0.2,0.29295575618743896
2,831,2048,1,200.0,-369.5,-0.011139802233083173,2449.6662662506105,50,-2.4356629364192486,1185.0673828125,0.010372525,0.0003,0.0623046875,0.2,0.407462477684021
6,663,4096,2,200.0,-319.05,-0.013366907835006714,2322.3339935302733,60,-2.397406816482544,1065.53173828125,0.0130217755,0.0003,0.083349609375,0.2,0.39435821771621704
9,627,6144,3,200.0,-354.3,-0.005860733315057587,2040.5625457763672,70,-2.3811125718057156,957.2260131835938,0.0069719725,0.0003,0.02353515625,0.2,0.36718982458114624
13,609,8192,4,200.0,-332.1,-0.011568119812000077,1895.5451736450195,80,-2.370146135985851,974.7661743164062,0.012390282,0.0003,0.074658203125,0.2,0.38600486516952515
16,602,10240,5,200.0,-345.01960784313724,-0.006790159776574001,2294.7387722015383,90,-2.382834244519472,893.7479858398438,0.0101146195,0.0003,0.0271484375,0.2,0.3131958842277527
2,864,2048,1,200.0,-415.4,-0.006525591786339646,2148.0814407348635,100,-2.4051342383027077,1166.9144287109375,0.0073567983,0.0003,0.02607421875,0.2,0.21514052152633667
6,674,4096,2,200.0,-350.4,-0.009350738023931627,1966.9526527404785,60,-2.4190807439386846,704.5573120117188,0.01133426,0.0003,0.059716796875,0.2,0.3137615919113159
9,647,6144,3,200.0,-369.03333333333336,-0.009597838867921381,2144.0231895446777,70,-2.4100126147270204,1050.158935546875,0.0087561365,0.0003,0.034814453125,0.2,0.23124682903289795
12,632,8192,4,200.0,-379.625,-0.008699678689299616,1844.559206390381,80,-2.372663439065218,904.6162719726562,0.009662978,0.0003,0.049853515625,0.2,0.28575098514556885
16,621,10240,5,200.0,-356.27450980392155,-0.007391084339178633,1917.9515399932861,90,-2.357178211212158,936.2079467773438,0.0072392714,0.0003,0.040673828125,0.2,0.3267282247543335
2,870,2048,1,200.0,-320.5,-0.008927795774070546,1572.8583997726441,100,-2.3722846277058123,900.5048828125,0.009226681,0.0003,0.0650390625,0.2,0.385842502117157
5,695,4096,2,200.0,-328.35,-0.009054042400384788,1371.2104354858398,110,-2.411377277225256,462.47650146484375,0.010875957,0.0003,0.055908203125,0.2,0.31184476613998413
9,632,6144,3,200.0,-323.9,-0.008825842435180675,1942.6568050384521,120,-2.4047732308506964,840.67431640625,0.008738124,0.0003,0.026318359375,0.2,0.2875656485557556
13,612,8192,4,200.0,-305.125,-0.007562238135142252,1584.2242706298828,130,-2.3790126092731954,769.5569458007812,0.007690198,0.0003,0.04619140625,0.2,0.21991503238677979
17,601,10240,5,200.0,-291.2156862745098,-0.011348262702085776,2100.7921857833862,140,-2.35102473795414,1410.534912109375,0.009451149,0.0003,0.060205078125,0.2,0.2679339051246643
2,837,2048,1,200.0,-304.0,-0.009714319188788068,1595.7182371139527,150,-2.3430003605782987,722.7963256835938,0.008992155,0.0003,0.041650390625,0.2,0.11568963527679443
6,672,4096,2,200.0,-264.45,-0.008811118561425246,1468.6526020050048,110,-2.3512359499931335,604.5521850585938,0.0064379345,0.0003,0.04716796875,0.2,0.2663611173629761
9,626,6144,3,200.0,-222.6,-0.009820801301975735,1664.8271766662597,120,-2.320269265770912,598.8319702148438,0.008445703,0.0003,0.045263671875,0.2,0.3720451593399048
13,604,8192,4,200.0,-224.125,-0.01000357963348506,1971.7255458831787,130,-2.3493898041546344,713.32470703125,0.007881165,0.0003,0.047021484375,0.2,0.3472403287887573
