time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/loss,train/explained_variance
14,36,303.4782608695652,9216,641,200.0,1489.5978210449218,0.0049985936,0.002734375,-2.2794501423835754,0.3,-0.00892278109677136,0.0003,3150,569.087646484375,0.31057965755462646
14,37,290.63829787234044,9472,641,200.0,3039.2736572265626,0.0025222648,0.0,-2.2694444179534914,0.3,-0.0030970060499384998,0.0003,3160,1915.1689453125,0.2675745487213135
15,38,286.25,9728,643,200.0,1580.9785949707032,0.001672212,0.0,-2.269479477405548,0.3,-0.002412468218244612,0.0003,3170,675.9019775390625,0.323253870010376
15,39,288.16326530612247,9984,644,200.0,1624.9993835449218,0.00033801002,0.0,-2.3072378993034364,0.3,-0.001655185385607183,0.0003,3180,776.2335205078125,0.29660123586654663
15,40,300.7843137254902,10240,645,200.0,3364.715283203125,0.00030608475,0.0,-2.28831068277359,0.3,0.00019065828528255224,0.0003,3190,1607.5830078125,0.47936540842056274
0,1,210.0,256,818,200.0,3183.5126953125,0.0008515115,0.0,-2.2800822377204897,0.3,-0.004439162160269916,0.0003,3200,1722.414794921875,0.08419138193130493
0,2,390.0,512,752,200.0,3193.3924194335937,0.00093084807,0.0,-1.8906512022018434,0.3,-0.001091854739934206,0.0003,3210,1625.101318359375,-0.05692481994628906
1,3,473.3333333333333,768,739,200.0,2919.677111816406,0.0024274788,0.0,-1.802537441253662,0.3,-0.0037614084081724285,0.0003,3220,1281.4808349609375,0.4027075171470642
1,4,514.0,1024,722,200.0,3568.3709228515627,0.00048574153,0.0,-1.8049949049949645,0.3,-0.0011000173864886165,0.0003,3230,1747.0032958984375,0.33229517936706543
1,5,461.6666666666667,1280,718,200.0,2365.021594238281,0.00031926297,0.0,-1.9680446624755858,0.3,-0.00046706024440936746,0.0003,3240,1037.530029296875,0.273651659488678
2,6,487.14285714285717,1536,714,200.0,1800.8937744140626,0.00066701416,0.0,-1.9077943742275238,0.3,-0.001914319023489952,0.0003,3250,789.2507934570312,0.38896626234054565
2,7,417.5,1792,712,200.0,2712.5537231445314,0.00049134693,0.0,-1.9644002318382263,0.3,-0.0013053689617663622,0.0003,3260,1336.275634765625,0.004475772380828857
2,8,397.0,2048,711,200.0,1495.478009033203,0.00015300885,0.0,-1.953671532869339,0.3,-0.0003152588615193963,0.0003,3270,742.44189453125,0.3861011862754822
3,9,372.72727272727275,2304,710,200.0,1524.6572875976562,0.0022645753,0.001953125,-1.9520861566066743,0.3,-0.00546127948909998,0.0003,3280,877.5259399414062,0.3979991674423218
3,10,393.3333333333333,2560,711,200.0,2018.237481689453,0.015218199,0.007421875,-1.8169540882110595,0.3,-0.01236790008842945,0.0003,3290,987.77783203125,0.3753649592399597
3,11,414.2857142857143,2816,711,200.0,4318.461157226562,0.004809138,0.0,-1.9604787468910216,0.3,0.0005095639964565635,0.0003,3300,1855.28369140625,0.2912953495979309
4,12,410.0,3072,700,200.0,1668.8689819335937,0.0044297907,0.0,-2.062513732910156,0.3,-0.0055051748640835285,0.0003,3310,729.3428344726562,0.5097087621688843
4,13,438.125,3328,697,200.0,2733.8021606445313,0.011302219,0.02265625,-1.9577050924301147,0.3,-0.011191273760050535,0.0003,3320,1056.0037841796875,0.04903358221054077
5,14,395.88235294117646,3584,691,200.0,2350.963836669922,0.0028835055,0.00234375,-1.9545135617256164,0.3,-0.003959710476920009,0.0003,3330,783.3236694335938,0.3380119800567627
5,15,357.89473684210526,3840,684,200.0,479.724870300293,0.00088226865,0.0,-2.109965777397156,0.3,-0.0027025960851460697,0.0003,3340,110.42662048339844,-0.7672007083892822
6,16,385.0,4096,678,200.0,2692.432940673828,0.018035974,0.029296875,-2.0284894824028017,0.3,-0.0139292161911726,0.0003,3350,1535.181640625,0.25151485204696655
6,17,382.85714285714283,4352,680,200.0,2963.652868652344,0.008478748,0.005078125,-1.909997832775116,0.3,-0.007852647686377168,0.0003,3360,1269.365966796875,0.3452455401420593
6,18,378.69565217391306,4608,681,200.0,2745.6337768554686,0.0040497747,0.00078125,-1.9529895961284638,0.3,-0.00541136086685583,0.0003,3370,1390.31689453125,0.44448429346084595
7,19,356.6666666666667,4864,682,200.0,1518.4379760742188,0.010457417,0.005078125,-1.8546449482440948,0.3,-0.008874668972566724,0.0003,3380,678.741455078125,0.4866318106651306
7,20,348.4,5120,684,200.0,1600.4530212402344,0.016725287,0.019921875,-1.991034632921219,0.3,-0.015459511266089975,0.0003,3390,665.3692626953125,0.06255275011062622
7,21,323.84615384615387,5376,685,200.0,603.5462921142578,0.00021669804,0.0,-2.000811392068863,0.3,-0.0025322302943095567,0.0003,3400,370.9659118652344,0.3266528844833374
8,22,306.7857142857143,5632,685,200.0,798.1508575439453,0.006743348,0.0,-2.0296348214149473,0.3,-0.005347160366363823,0.0003,3410,351.443115234375,0.5339908599853516
8,23,286.2068965517241,5888,685,200.0,1532.7100830078125,0.0075201616,0.0,-1.9695903539657593,0.3,-0.006712887901812792,0.0003,3420,603.1630859375,0.4322938919067383
8,24,299.3333333333333,6144,685,200.0,887.0903167724609,0.022660568,0.08125,-2.005765849351883,0.3,-0.014372985530644655,0.0003,3430,407.32098388671875,0.36121904850006104
9,25,289.6875,6400,685,200.0,2671.3825439453126,0.0023762023,0.000390625,-1.8705068469047545,0.3,-0.005664786405395717,0.0003,3440,1493.618408203125,0.5080174803733826
9,26,299.6969696969697,6656,685,200.0,1617.7818786621094,0.0013988919,0.0,-1.9783722341060639,0.3,-0.003214773815125227,0.0003,3450,733.8317260742188,0.3746379613876343
10,27,289.70588235294116,6912,686,200.0,2332.395086669922,0.00052291295,0.0,-1.919782316684723,0.3,-0.0017492413753643632,0.0003,3460,861.2337646484375,0.252389132976532
10,28,280.0,7168,686,200.0,882.8839599609375,0.00034689694,0.0,-1.9848897635936738,0.3,-0.000428875139914453,0.0003,3470,402.8650207519531,0.4215382933616638
10,29,261.35135135135135,7424,686,200.0,1159.303399658203,0.0049555874,0.001171875,-1.9744027376174926,0.3,-0.007271474343724549,0.0003,3480,517.91748046875,0.50848788022995
11,30,259.7368421052632,7680,687,200.0,1088.2750335693358,0.003798013,0.0,-2.010482352972031,0.3,-0.0023010118864476682,0.0003,3490,480.0043640136719,0.2937396168708801
11,31,245.64102564102564,7936,688,200.0,826.4827178955078,0.0054366942,0.0,-1.987420427799225,0.3,-0.00825748424977064,0.0003,3500,309.2841491699219,0.5582112073898315
11,32,238.25,8192,687,200.0,710.6790710449219,0.011122597,0.0015625,-2.0879754543304445,0.3,-0.007058137864805758,0.0003,3510,301.04620361328125,0.49818211793899536
12,33,221.1904761904762,8448,688,200.0,690.4837081909179,0.009913345,0.00078125,-2.0941921949386595,0.3,-0.007765382574871182,0.0003,3520,279.5557556152344,0.4491753578186035
12,34,235.8139534883721,8704,687,200.0,1019.1250305175781,0.0028795835,0.0,-2.1167508363723755,0.3,-0.003885062108747661,0.0003,3530,519.8291015625,0.4044184684753418
13,35,233.86363636363637,8960,688,200.0,3271.882434082031,0.00077968487,0.0,-1.953565627336502,0.3,-0.0032669558189809323,0.0003,3540,1357.0455322265625,0.38273167610168457
13,36,246.7391304347826,9216,688,200.0,1169.6451873779297,0.0016856713,0.0,-2.015237534046173,0.3,-0.004020225675776601,0.0003,3550,403.3936767578125,0.44573473930358887
13,37,250.85106382978722,9472,688,200.0,4369.132666015625,0.0041626403,0.0,-1.990845787525177,0.3,-0.006563337566331029,0.0003,3560,1699.1239013671875,0.19113785028457642
14,38,259.7916666666667,9728,689,200.0,2988.8717529296873,0.00063301646,0.0,-1.9549139976501464,0.3,-0.0012178432894870638,0.0003,3570,1478.38818359375,0.3558487892150879
14,39,258.57142857142856,9984,690,200.0,2812.7820678710937,0.0068725655,0.000390625,-1.9086204528808595,0.3,-0.008263277262449265,0.0003,3580,1081.337158203125,0.5242618322372437
14,40,252.15686274509804,10240,688,200.0,1638.9001342773438,0.0040739942,0.0,-1.9453911185264587,0.3,-0.00281026940792799,0.0003,3590,880.9801635742188,0.31735050678253174
0,1,190.0,256,778,200.0,801.0210693359375,0.0074487976,0.004296875,-1.9701663494110107,0.3,-0.006096671265549958,0.0003,3600,259.7075500488281,0.5758044123649597
0,2,320.0,512,691,200.0,1920.7191040039063,0.0019049637,0.0,-2.2828057050704955,0.3,-0.0030387121718376876,0.0003,3210,698.3468627929688,0.31440800428390503
1,3,440.0,768,667,200.0,2753.2863525390626,0.001959763,0.0,-2.275327038764954,0.3,-0.0036400133511051537,0.0003,3220,1367.564208984375,0.4526591897010803
1,4,414.0,1024,652,200.0,2320.694500732422,0.0018697984,0.0,-2.2507190465927125,0.3,-0.006130136200226843,0.0003,3230,901.2901611328125,0.25011950731277466
1,5,293.3333333333333,1280,653,200.0,1848.2296875,0.00078979414,0.0,-2.202848160266876,0.3,-0.0005873473593965173,0.0003,3240,919.1817626953125,0.23638230562210083
2,6,264.2857142857143,1536,650,200.0,877.0206604003906,0.0007737344,0.0,-2.321221649646759,0.3,0.00036759076174348594,0.0003,3250,295.3497619628906,-1.6322782039642334
2,7,236.25,1792,645,200.0,2283.8305847167967,0.0042577395,0.0,-2.245416748523712,0.3,-0.008338703028857707,0.0003,3260,797.8541259765625,0.24012452363967896
3,8,207.0,2048,614,200.0,2877.5624145507813,0.003383766,0.0,-2.2134029984474184,0.3,-0.004984009731560946,0.0003,3270,1428.2677001953125,0.22237557172775269
3,9,201.8181818181818,2304,603,200.0,2060.0273315429686,0.00039864331,0.0,-2.2380133152008055,0.3,-0.0014951139921322465,0.0003,3280,1091.8814697265625,-0.04774653911590576
4,10,217.5,2560,610,200.0,1856.9761108398438,0.00069733197,0.0,-2.159118103981018,0.3,-0.002434774814173579,0.0003,3290,1067.361083984375,0.1819499135017395
4,11,262.14285714285717,2816,617,200.0,2778.236291503906,0.0006366847,0.0,-2.1934499740600586,0.3,-0.002831596229225397,0.0003,3300,1241.953857421875,0.4064403176307678
4,12,227.33333333333334,3072,623,200.0,2166.7793884277344,0.0008487457,0.0,-2.1838520884513857,0.3,-0.0024399384390562774,0.0003,3310,785.52490234375,0.33870387077331543
5,13,270.625,3328,627,200.0,1539.9112243652344,0.002187612,0.0,-2.192008447647095,0.3,-0.0020825376734137533,0.0003,3320,584.7239379882812,0.3934159278869629
5,14,281.1764705882353,3584,632,200.0,2422.4343383789064,0.001062572,0.0,-2.1680267810821534,0.3,-0.005049050180241465,0.0003,3330,1285.2503662109375,0.4870598316192627
6,15,227.89473684210526,3840,629,200.0,683.0943954467773,0.0012370637,0.0,-2.1820409178733824,0.3,-0.0037217275006696583,0.0003,3340,298.0604248046875,0.5289937853813171
6,16,202.5,4096,627,200.0,717.062712097168,0.0024279694,0.0,-2.134834682941437,0.3,-0.006084407470189035,0.0003,3350,346.3116760253906,0.3044477105140686
6,17,225.23809523809524,4352,624,200.0,2621.7929443359376,0.0013185246,0.0,-2.121144950389862,0.3,-0.002056879410520196,0.0003,3360,1139.133056640625,0.44260698556900024
7,18,211.30434782608697,4608,622,200.0,2686.138317871094,0.003456322,0.0,-2.16175662279129,0.3,-0.0039918114431202415,0.0003,3370,1064.2706298828125,0.3849789500236511
7,19,220.41666666666666,4864,622,200.0,1175.4796936035157,0.0022203485,0.0,-2.1302277565002443,0.3,-0.003463943745009601,0.0003,3380,521.7733764648438,0.10637229681015015
8,20,200.0,5120,623,200.0,1605.1482727050782,0.005143307,0.0,-2.206423819065094,0.3,-0.005150964972563088,0.0003,3390,828.088623046875,0.39752471446990967
8,21,181.15384615384616,5376,622,200.0,330.3530517578125,0.0059645437,0.0,-2.238317048549652,0.3,-0.004579572775401175,0.0003,3400,143.54722595214844,0.19249343872070312
9,22,177.85714285714286,5632,622,200.0,1198.7972930908204,0.0027784952,0.0,-2.3532617330551147,0.3,-0.0014266586629673838,0.0003,3410,438.4720764160156,0.12861281633377075
9,23,195.17241379310346,5888,622,200.0,1937.6890808105468,0.00034145615,0.0,-2.286307632923126,0.3,-0.0017716589150950312,0.0003,3420,868.3958129882812,0.38436418771743774
9,24,201.66666666666666,6144,622,200.0,3603.7776611328127,0.00016363594,0.0,-2.320039689540863,0.3,-0.0005078219808638095,0.0003,3430,1675.01513671875,0.403364360332489
10,25,207.1875,6400,622,200.0,723.6098098754883,0.00045046257,0.0,-2.3302433133125304,0.3,-0.003515843697823584,0.0003,3440,412.41748046875,0.4100193381309509
10,26,228.78787878787878,6656,622,200.0,2890.3949768066404,0.0005065885,0.0,-2.3250588059425352,0.3,-0.0025926162721589207,0.0003,3450,1061.0904541015625,0.33197838068008423
11,27,215.2941176470588,6912,622,200.0,3190.89443359375,0.00022489717,0.0,-2.3083365201950072,0.3,-0.0016309418017044664,0.0003,3460,1754.7271728515625,0.3699324131011963
11,28,200.85714285714286,7168,622,200.0,1589.2941589355469,0.00031443988,0.0,-2.341446316242218,0.3,-0.0016199714853428304,0.0003,3470,653.9869995117188,0.00778651237487793
11,29,192.97297297297297,7424,621,200.0,1871.5893188476562,0.0006188613,0.0,-2.3486945748329164,0.3,-0.0029204115737229584,0.0003,3480,967.8787231445312,0.47526347637176514
12,30,197.89473684210526,7680,621,200.0,376.15763397216796,0.0018452539,0.0,-2.32074898481369,0.3,-0.0027738873846828937,0.0003,3490,162.09539794921875,0.4937763810157776
12,31,204.87179487179486,7936,620,200.0,2203.3486572265624,0.00094831735,0.0,-2.3300557017326353,0.3,-0.001578573090955615,0.0003,3500,1064.2294921875,0.15158087015151978
13,32,208.0,8192,619,200.0,1727.3719482421875,0.00040381518,0.0,-2.3714521408081053,0.3,-0.0021894825622439384,0.0003,3510,635.7969360351562,0.5039926767349243
13,33,221.42857142857142,8448,617,200.0,4006.5291748046875,0.0003220893,0.0,-2.3449238777160644,0.3,-0.0007754129357635975,0.0003,3520,2038.6722412109375,0.2832898497581482
14,34,209.30232558139534,8704,616,200.0,3724.160400390625,0.0014448515,0.0,-2.372825193405151,0.3,-0.0047445928677916525,0.0003,3530,1753.3558349609375,0.11824363470077515
14,35,210.9090909090909,8960,616,200.0,2013.5055786132812,0.00076586683,0.0,-2.35026992559433,0.3,0.0011919078882783652,0.0003,3540,651.6749267578125,0.198508620262146
14,36,215.43478260869566,9216,615,200.0,2524.7033447265626,0.00020901999,0.0,-2.3525057554244997,0.3,-0.001465090410783887,0.0003,3550,1182.322265625,0.3620695471763611
15,37,210.63829787234042,9472,614,200.0,2015.1227233886718,0.0017260578,0.0,-2.366941142082214,0.3,-0.007681321282871067,0.0003,3560,1108.40673828125,0.2690606117248535
15,38,209.16666666666666,9728,613,200.0,1138.7902465820312,0.0056302906,0.0,-2.3732536673545837,0.3,-0.008334350027143955,0.0003,3570,536.185791015625,0.5597954392433167
16,39,204.08163265306123,9984,612,200.0,967.9234497070313,0.0051121744,0.0,-2.3012266993522643,0.3,-0.007977428822778165,0.0003,3580,668.5552978515625,0.5985958576202393
16,40,196.27450980392157,10240,611,200.0,1217.614224243164,0.0074461782,0.0,-2.300224709510803,0.3,-0.015789058152586223,0.0003,3590,530.9671020507812,0.31210434436798096
0,1,-290.0,256,752,200.0,1508.565655517578,0.0031719992,0.0,-2.253966236114502,0.3,-0.003603851911611855,0.0003,3600,607.3550415039062,0.22494161128997803
0,2,-215.0,512,676,200.0,707.8296905517578,0.005526617,0.007421875,-1.9734064936637878,0.3,-0.006874263403005898,0.0003,3610,291.074951171875,0.5361080169677734
1,3,70.0,768,657,200.0,1930.207586669922,0.002832864,0.001953125,-1.9807874977588653,0.3,-0.002523132739588618,0.0003,3620,1024.0185546875,0.5873653888702393
1,4,202.0,1024,653,200.0,4009.8376953125,0.0009850122,0.0,-1.9297600507736206,0.3,0.0004900780040770769,0.0003,3630,1641.031494140625,0.4077928066253662
1,5,311.6666666666667,1280,647,200.0,1226.449688720703,0.00094898534,0.0,-2.0242618799209593,0.3,-0.002651616418734193,0.0003,3640,451.2488708496094,0.3672078251838684
2,6,315.7142857142857,1536,643,200.0,3821.9601806640626,0.002581087,0.0,-1.9520481467247008,0.3,-0.004009116976521909,0.0003,3650,1859.9017333984375,0.253864049911499
2,7,270.0,1792,637,200.0,989.3436950683594,0.0010768373,0.0015625,-2.009978950023651,0.3,-0.00478166788816452,0.0003,3660,402.0776062011719,0.631030797958374
3,8,303.0,2048,635,200.0,2116.5293701171877,0.004216724,0.0,-1.9615757942199707,0.3,-0.005684020509943366,0.0003,3670,965.3348388671875,0.5003595948219299
3,9,271.8181818181818,2304,636,200.0,1440.519512939453,0.006953436,0.01484375,-1.983072930574417,0.3,-0.011941978195682167,0.0003,3680,689.1188354492188,0.6453343629837036
4,10,236.66666666666666,2560,636,200.0,905.7178344726562,0.003332422,0.0,-1.9628160536289214,0.3,-0.0018041504546999932,0.0003,3690,304.6080322265625,0.3984178304672241
4,11,290.0,2816,634,200.0,4053.975048828125,0.008933986,0.0234375,-1.9550026774406433,0.3,-0.013893852382898331,0.0003,3700,2097.04345703125,0.010670065879821777
4,12,268.6666666666667,3072,635,200.0,2279.5234497070314,0.0021311245,0.0,-2.026460897922516,0.3,-0.004962146072648466,0.0003,3710,1149.1614990234375,0.08204293251037598
5,13,287.5,3328,635,200.0,954.3253662109375,0.004651345,0.009375,-1.9824490785598754,0.3,-0.009200202766805887,0.0003,3720,429.3999328613281,0.6114040613174438
5,14,290.5882352941176,3584,632,200.0,2332.844128417969,0.010373563,0.041015625,-1.8947231769561768,0.3,-0.013060441287234426,0.0003,3730,1078.1182861328125,0.21344679594039917
6,15,288.42105263157896,3840,628,200.0,2660.0515869140627,0.0043718745,0.00390625,-1.8567812263965606,0.3,-0.006096320762299001,0.0003,3740,1273.5357666015625,0.011462986469268799
6,16,284.0,4096,626,200.0,3221.010632324219,0.005496503,0.001953125,-1.9412676632404327,0.3,-0.00706097895745188,0.0003,3750,1737.84716796875,0.11893928050994873
6,17,256.6666666666667,4352,624,200.0,759.1016677856445,0.008461467,0.0203125,-1.9850968956947326,0.3,-0.0066016072174534205,0.0003,3760,213.16200256347656,0.32592684030532837
7,18,243.47826086956522,4608,622,200.0,771.1948883056641,0.0042223977,0.000390625,-1.9865074455738068,0.3,-0.004580529686063528,0.0003,3770,205.12680053710938,0.5079778432846069
7,19,248.75,4864,618,200.0,2112.9795654296877,0.00548077,0.00625,-1.9432296633720398,0.3,-0.005148097663186491,0.0003,3780,1175.6439208984375,0.26757490634918213
8,20,266.4,5120,617,200.0,2552.1457397460936,0.001116991,0.0,-1.9091029047966004,0.3,-0.00282281048130244,0.0003,3790,1119.355224609375,0.28577518463134766
8,21,248.84615384615384,5376,615,200.0,2085.887042236328,0.003995323,0.00703125,-1.953850269317627,0.3,-0.003631312306970358,0.0003,3800,940.0948486328125,0.27147936820983887
9,22,258.57142857142856,5632,612,200.0,1437.8729370117187,0.017512755,0.034765625,-1.8597642600536346,0.3,-0.010992908268235624,0.0003,3810,755.0092163085938,0.2850242853164673
9,23,271.0344827586207,5888,611,200.0,1785.0362548828125,0.002994404,0.004296875,-1.929961633682251,0.3,-0.0062785823829472065,0.0003,3820,766.3920288085938,0.5445387959480286
10,24,274.6666666666667,6144,611,200.0,2080.8877685546877,0.0022821222,0.00078125,-1.917281800508499,0.3,-0.004101202497258783,0.0003,3830,1129.9345703125,0.19775629043579102
10,25,285.0,6400,609,200.0,2267.727398681641,0.0044806255,0.005859375,-1.9501691043376923,0.3,-0.00612401885446161,0.0003,3840,1244.80908203125,0.4927809238433838
10,26,287.57575757575756,6656,610,200.0,1697.164776611328,0.0023563548,0.00078125,-1.9678868055343628,0.3,-0.00481983859790489,0.0003,3850,609.2534790039062,0.5909241437911987
11,27,291.1764705882353,6912,610,200.0,1904.445263671875,0.0025117612,0.0,-1.9335607171058655,0.3,-0.0032816308084875345,0.0003,3860,808.8488159179688,0.1805235743522644
11,28,274.85714285714283,7168,610,200.0,1475.1413970947265,0.0024749204,0.00078125,-1.9409527420997619,0.3,-0.004143929248675704,0.0003,3870,709.09033203125,0.32717955112457275
12,29,275.13513513513516,7424,611,200.0,1186.662387084961,0.005164639,0.00234375,-2.075802266597748,0.3,-0.004950533108785749,0.0003,3880,563.2807006835938,0.18374741077423096
12,30,272.10526315789474,7680,611,200.0,2695.3861694335938,0.0015709072,0.0,-2.001795119047165,0.3,-0.002342542842961848,0.0003,3890,1210.587890625,0.24237948656082153
13,31,289.4871794871795,7936,601,200.0,2652.8125610351562,0.001054876,0.0,-2.0278229475021363,0.3,-0.003561342786997557,0.0003,3900,1238.8167724609375,0.504122257232666
13,32,290.75,8192,602,200.0,3358.5783813476564,0.006274556,0.002734375,-1.9930461287498473,0.3,-0.007542972848750651,0.0003,3910,1620.7601318359375,0.16577476263046265
14,33,283.3333333333333,8448,602,200.0,2282.312188720703,0.00094188564,0.001171875,-2.064138853549957,0.3,0.0023085900815203787,0.0003,3920,1077.1414794921875,0.10078954696655273
14,34,269.06976744186045,8704,603,200.0,2053.049249267578,0.0024427327,0.0,-2.0540249586105346,0.3,-0.005275857355445624,0.0003,3930,1096.4329833984375,0.2228894829750061
14,35,262.72727272727275,8960,603,200.0,1982.6747741699219,0.0052584754,0.00703125,-2.102023720741272,0.3,-0.006624293467029929,0.0003,3940,884.9457397460938,0.21930307149887085
15,36,268.04347826086956,9216,603,200.0,2653.9186767578126,0.0023401857,0.0,-2.04996737241745,0.3,-0.002996650314889848,0.0003,3950,915.7760620117188,0.21618658304214478
15,37,265.3191489361702,9472,602,200.0,1699.7698059082031,0.003094691,0.0,-2.0549383640289305,0.3,-0.0055140330456197265,0.0003,3960,742.4970703125,0.33449000120162964
16,38,272.9166666666667,9728,601,200.0,1998.3706604003905,0.0018399537,0.0015625,-1.9822414755821227,0.3,-0.002264734683558345,0.0003,3970,990.5684814453125,0.32195353507995605
16,39,265.51020408163265,9984,601,200.0,2952.1890625,0.006218057,0.001953125,-1.9675371825695038,0.3,-0.009050456807017326,0.0003,3980,1546.5489501953125,0.19502806663513184
17,40,272.7450980392157,10240,600,200.0,2862.363977050781,0.003298737,0.0,-1.9522588908672334,0.3,-0.004748519323766231,0.0003,3990,1209.5762939453125,0.3941493630409241
0,1,910.0,256,723,200.0,1264.6849548339844,0.0046167467,0.006640625,-2.0225307643413544,0.3,-0.007942072791047394,0.0003,4000,587.5623779296875,0.37176263332366943
0,2,665.0,512,644,200.0,3244.8540649414062,0.00037951441,0.0,-2.176915967464447,0.3,-0.0006629491923376918,0.0003,3610,1554.018310546875,0.21675431728363037
1,3,586.6666666666666,768,623,200.0,2789.2126708984374,0.00043168035,0.0,-2.233577072620392,0.3,-0.002637487347237766,0.0003,3620,1352.59814453125,0.14306342601776123
1,4,466.0,1024,618,200.0,1800.7177307128907,0.0010213857,0.0,-2.1838191986083983,0.3,-0.0030680175637826323,0.0003,3630,982.59716796875,0.22891992330551147
2,5,323.3333333333333,1280,610,200.0,2159.497039794922,0.00039444258,0.0,-2.212931549549103,0.3,-0.0007099947426468134,0.0003,3640,1124.6820068359375,0.06978052854537964
2,6,341.42857142857144,1536,602,200.0,632.7262115478516,0.004297902,0.0,-2.2980781197547913,0.3,-0.006630505318753421,0.0003,3650,351.6727294921875,0.6352047324180603
2,7,347.5,1792,602,200.0,2239.2529052734376,0.004256144,0.0,-2.1404836773872375,0.3,-0.0021631218027323485,0.0003,3660,1063.126220703125,0.23562967777252197
3,8,411.0,2048,596,200.0,3135.96044921875,0.0005980602,0.0,-2.1350963592529295,0.3,-0.001947569171898067,0.0003,3670,1368.9361572265625,0.33971208333969116
3,9,385.45454545454544,2304,601,200.0,2283.647320556641,0.0017948076,0.000390625,-2.1651336789131164,0.3,-0.006128322542645037,0.0003,3680,922.3200073242188,0.033799171447753906
4,10,370.8333333333333,2560,605,200.0,2459.963903808594,0.0023804982,0.0,-2.158017408847809,0.3,-0.0020559168187901378,0.0003,3690,1164.0504150390625,0.28565412759780884
4,11,396.42857142857144,2816,605,200.0,1521.253192138672,0.0033965083,0.0,-2.1050050854682922,0.3,-0.005027689260896295,0.0003,3700,732.9710083007812,0.1398659348487854
5,12,351.3333333333333,3072,608,200.0,2791.8721435546877,0.0005576126,0.0,-2.0714847683906554,0.3,-0.0022233583033084868,0.0003,3710,1449.825439453125,0.40513914823532104
5,13,398.125,3328,607,200.0,2517.2676635742187,0.0016610129,0.0,-2.1640279293060303,0.3,-0.0029500989709049462,0.0003,3720,1192.305908203125,-0.2890678644180298
5,14,372.3529411764706,3584,608,200.0,2815.2655517578123,0.0010294479,0.0,-2.0737951517105104,0.3,-0.0025060117011889817,0.0003,3730,1435.883056640625,0.19245624542236328
6,15,396.3157894736842,3840,607,200.0,2691.3957092285154,0.0005885146,0.0,-2.0526087999343874,0.3,-0.0032832312397658827,0.0003,3740,1477.787841796875,0.0800052285194397
6,16,386.5,4096,609,200.0,2667.1592529296877,0.0014579075,0.0,-2.023711359500885,0.3,-0.0033390396973118188,0.0003,3750,1324.29736328125,0.2763369679450989
7,17,397.6190476190476,4352,610,200.0,2165.025732421875,0.0046089212,0.00078125,-1.9949536442756652,0.3,-0.006717012217268348,0.0003,3760,1152.5782470703125,0.24393081665039062
7,18,410.8695652173913,4608,610,200.0,2682.7973754882814,0.0052844347,0.0,-1.991129642724991,0.3,-0.006804099632427096,0.0003,3770,1519.639892578125,0.34715843200683594
7,19,411.6666666666667,4864,610,200.0,2531.8844360351563,0.0017456328,0.0,-2.0494281530380247,0.3,-0.0033605235163122415,0.0003,3780,1312.2149658203125,-0.024443745613098145
8,20,413.2,5120,610,200.0,1529.6115356445312,0.0037292186,0.0,-2.0185040712356566,0.3,-0.0052841124124825,0.0003,3790,616.414794921875,0.3919416069984436
8,21,423.46153846153845,5376,610,200.0,3983.2723876953123,0.0023940755,0.0,-1.9949790596961976,0.3,-0.006141256494447589,0.0003,3800,1744.4443359375,0.28429001569747925
9,22,380.0,5632,607,200.0,1282.2314361572267,0.004787914,0.0,-2.056704008579254,0.3,-0.005638584843836725,0.0003,3810,646.1959228515625,0.44158196449279785
9,23,389.6551724137931,5888,606,200.0,1776.3160766601563,0.001411573,0.0,-2.1487728714942933,0.3,-0.004849646240472794,0.0003,3820,761.6527709960938,-0.8443031311035156
10,24,399.3333333333333,6144,605,200.0,3234.154248046875,0.0011396029,0.0,-2.0068595111370087,0.3,-0.0024133969098329546,0.0003,3830,1394.079345703125,0.16582947969436646
10,25,391.5625,6400,604,200.0,1672.2436401367188,0.0010650493,0.0,-2.0028635799884795,0.3,-0.0031808680621907117,0.0003,3840,816.84423828125,0.3669854402542114
11,26,402.72727272727275,6656,603,200.0,1606.940167236328,0.004039023,0.0,-2.0932281613349915,0.3,-0.005999877885915339,0.0003,3850,775.6027221679688,0.5381157398223877
11,27,394.11764705882354,6912,602,200.0,2942.8964721679686,0.0015305097,0.0,-2.0091193437576296,0.3,0.0001310935476794839,0.0003,3860,1408.5709228515625,0.2641177177429199
11,28,408.85714285714283,7168,602,200.0,2841.3707763671873,0.003472242,0.0,-2.05143620967865,0.3,-0.008433375367894768,0.0003,3870,1319.2393798828125,0.31182926893234253
12,29,422.1621621621622,7424,601,200.0,2377.2462951660154,0.0010495223,0.0,-1.93515647649765,0.3,-0.0007726195501163602,0.0003,3880,996.2056274414062,0.25782185792922974
12,30,401.3157894736842,7680,600,200.0,2875.556494140625,0.004788727,0.000390625,-2.0508127570152284,0.3,-0.009204784082248807,0.0003,3890,1559.00390625,0.24423742294311523
13,31,391.53846153846155,7936,593,200.0,1451.7220031738282,0.003351773,0.0,-2.106508994102478,0.3,-0.0010572400176897645,0.0003,3900,548.2858276367188,-0.4815201759338379
