time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range
0,947,-349.0,256,200.0,1,,,,,,,,,,
0,952,-589.0,512,200.0,2,259.867431640625,-2.5646982192993164,0.0003,955.7393798828125,0.00016105175018310547,-0.006603149068541825,0.0,10,0.00080448226,0.3
0,921,-569.0,768,200.0,3,215.10348510742188,-2.5632495641708375,0.0003,426.050186920166,0.011512398719787598,-0.005606326786801219,0.0,20,0.0011804635,0.3
1,912,-702.4,1024,200.0,4,92.49446105957031,-2.559697210788727,0.0003,246.15204086303712,-0.004060506820678711,-0.0042713897593785076,0.0,30,0.0009176028,0.3
1,900,-610.5,1280,200.0,5,146.16091918945312,-2.557100212574005,0.0003,316.3750701904297,0.002770543098449707,-0.004745719162747264,0.0,40,0.0009476142,0.3
1,901,-633.2857142857143,1536,200.0,6,662.8109130859375,-2.550672936439514,0.0003,1135.015365600586,0.006779670715332031,-0.009084326028823853,0.0,50,0.0029198313,0.3
1,897,-676.125,1792,200.0,7,134.19383239746094,-2.5453919529914857,0.0003,280.8158493041992,0.002525031566619873,-0.0033951941411942245,0.0,60,0.0008946562,0.3
2,893,-676.3,2048,200.0,8,72.79582977294922,-2.539480686187744,0.0003,133.843660736084,0.006548821926116943,-0.006814150279387832,0.0,70,0.0024143332,0.3
2,895,-681.6363636363636,2304,200.0,9,24.27698516845703,-2.5069249510765075,0.0003,54.43816623687744,0.05092138051986694,-0.013998319022357463,0.0,80,0.011037229,0.3
2,897,-655.5833333333334,2560,200.0,10,33.02516174316406,-2.4488877773284914,0.0003,84.09075508117675,-0.002038240432739258,-0.020282163890078662,0.04375,90,0.01654226,0.3
3,898,-650.6428571428571,2816,200.0,11,68.47235870361328,-2.451963198184967,0.0003,363.7170120239258,0.0014891624450683594,-0.02135667041875422,0.03359375,100,0.019338887,0.3
