time/fps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/policy_gradient_loss,train/loss,train/approx_kl,train/n_updates,train/value_loss,train/clip_fraction,train/entropy_loss,train/clip_range,train/explained_variance
754,990.5,53,159,40704,200.0,0.0003,0.0005645722616463899,11939.505859375,0.000153261,1580,16491.141821289064,0.0,-2.0960338354110717,0.3,0.1365898847579956
754,978.6,54,160,40960,200.0,0.0003,-0.014571866230107844,15.967073440551758,0.024350533,1590,36.7233323097229,0.03359375,-2.093300461769104,0.3,-2.9135560989379883
754,1024.5,54,161,41216,200.0,0.0003,-0.002957906387746334,6816.6025390625,0.0053595593,1600,10578.404174804688,0.0,-2.092381680011749,0.3,0.15383994579315186
753,1018.3,55,162,41472,200.0,0.0003,-0.003227877104654908,8448.6953125,0.0012679754,1610,14969.194897460937,0.0,-2.088436758518219,0.3,0.04201364517211914
753,1015.9,55,163,41728,200.0,0.0003,-0.003140973928384483,7301.98046875,0.0029858728,1620,8668.367211914063,0.0,-2.1044896721839903,0.3,0.15012317895889282
753,1030.5,55,164,41984,200.0,0.0003,-0.0017235473496839404,5468.052734375,0.0005057333,1630,9802.10897216797,0.0,-2.1015940427780153,0.3,0.11751961708068848
753,1031.5,56,165,42240,200.0,0.0003,-0.0015083304955624045,5184.08544921875,0.00080696703,1640,7347.139495849609,0.0,-2.097441256046295,0.3,0.12506908178329468
753,1041.4,56,166,42496,200.0,0.0003,-0.001178015023469925,8974.6513671875,0.001101915,1650,17753.856494140626,0.0,-2.1049356341361998,0.3,0.08764731884002686
752,1042.0,56,167,42752,200.0,0.0003,-0.0016407992225140333,2492.212890625,0.00062259147,1660,9526.30845336914,0.0,-2.1056308269500734,0.3,0.1351320743560791
752,1019.8,57,168,43008,200.0,0.0003,-0.0010628693737089634,768.9965209960938,0.00035878504,1670,1666.0097595214843,0.0,-2.095590043067932,0.3,-0.1108318567276001
752,1005.6,57,169,43264,200.0,0.0003,-0.001413636328652501,6660.8095703125,0.0005322404,1680,8456.215777587891,0.0,-2.0887443900108336,0.3,0.14889997243881226
752,1015.6,57,170,43520,200.0,0.0003,-0.0017522723646834493,5634.767578125,0.0012287074,1690,6773.907927703857,0.0,-2.077445220947266,0.3,0.10809940099716187
751,1008.3,58,171,43776,200.0,0.0003,-0.0001032357569783926,154.90354919433594,0.0009428733,1700,324.61867446899413,0.0,-2.0841976761817933,0.3,-0.1298586130142212
751,1000.8,58,172,44032,200.0,0.0003,0.0002532173413783312,8664.0517578125,0.0003179824,1710,10320.137341308593,0.0,-2.095778775215149,0.3,0.10474509000778198
751,988.6,58,173,44288,200.0,0.0003,-0.0022000733762979506,336.2203369140625,0.00037620775,1720,1170.4090576171875,0.0,-2.0971575379371643,0.3,0.08564066886901855
751,998.8,59,174,44544,200.0,0.0003,-0.00027236371533945203,4186.52490234375,6.125565e-05,1730,8084.552795410156,0.0,-2.0975826740264893,0.3,-0.0732111930847168
750,1014.0,59,175,44800,200.0,0.0003,-0.0006062851054593921,1155.377685546875,8.750497e-05,1740,7543.351342773438,0.0,-2.1059162497520445,0.3,-0.08554315567016602
750,1004.2,60,176,45056,200.0,0.0003,-0.0027998559409752486,446.73577880859375,0.0015275306,1750,9170.825494384766,0.0,-2.09638135433197,0.3,0.11364942789077759
750,997.1,60,177,45312,200.0,0.0003,-0.0035759324207901956,8248.2998046875,0.00222398,1760,16079.33291015625,0.0,-2.1109842658042908,0.3,0.07186579704284668
749,990.0,60,178,45568,200.0,0.0003,-0.0019688737113028763,2494.0576171875,0.0014126694,1770,8148.3658996582035,0.0,-2.1197681427001953,0.3,0.1454554796218872
749,971.2,61,179,45824,200.0,0.0003,-0.008775210776366293,153.4199981689453,0.023090966,1780,5790.544994354248,0.040625,-2.1177688598632813,0.3,0.129705548286438
748,968.6,61,180,46080,200.0,0.0003,-0.002341006835922599,9321.1025390625,0.0028558704,1790,16061.165905761718,0.0,-2.1113709211349487,0.3,0.14091640710830688
748,968.6,61,181,46336,200.0,0.0003,-0.001175983576104045,368.25,0.00081351446,1800,1202.5951721191407,0.0,-2.117766320705414,0.3,0.4709951877593994
748,988.0,62,182,46592,200.0,0.0003,-0.0029663126566447317,7984.9501953125,0.0017304653,1810,9952.876037597656,0.0,-2.15088609457016,0.3,0.1718275547027588
748,937.3,62,183,46848,200.0,0.0003,-0.011408717540325597,7.8152546882629395,0.017335813,1820,36.93349347114563,0.03046875,-2.175862967967987,0.3,-3.3169355392456055
747,928.3,62,184,47104,200.0,0.0003,-0.005985744833014906,35.8259391784668,0.01334792,1830,212.04183197021484,0.0171875,-2.2077831864356994,0.3,0.48124897480010986
747,927.7,63,185,47360,200.0,0.0003,0.0024754710961133243,3356.09423828125,0.0039732964,1840,9100.182080078124,0.0,-2.2825552344322206,0.3,0.11835885047912598
747,908.1,63,186,47616,200.0,0.0003,0.00028388104401528836,4487.17138671875,0.00011787377,1850,8190.985626220703,0.0,-2.2988128423690797,0.3,0.06484586000442505
747,904.1,64,187,47872,200.0,0.0003,-0.0004922206047922373,6766.171875,3.8889935e-05,1860,8362.63095703125,0.0,-2.29982990026474,0.3,0.04893612861633301
747,913.9,64,188,48128,200.0,0.0003,-0.0013811036711558699,834.6124877929688,0.0007608617,1870,9136.219927978516,0.0,-2.2817858695983886,0.3,0.08993476629257202
747,942.8,64,189,48384,200.0,0.0003,-0.0031707365298643706,4028.481201171875,0.00069739297,1880,9685.119757080078,0.0,-2.2886537671089173,0.3,0.15094882249832153
747,974.6,65,190,48640,200.0,0.0003,-0.0005773544544354081,5403.17919921875,0.0002777141,1890,11456.006524658203,0.0,-2.2838499307632447,0.3,0.12593358755111694
747,944.2,65,191,48896,200.0,0.0003,-0.0010358834872022272,6315.650390625,0.00017926446,1900,7993.051943969726,0.0,-2.267249608039856,0.3,0.09001904726028442
747,954.0,65,192,49152,200.0,0.0003,-0.0010630416683852673,7175.64306640625,0.00036861305,1910,8071.872790527344,0.0,-2.2500179052352904,0.3,0.08583778142929077
747,946.5,66,193,49408,200.0,0.0003,0.00013431943953037261,876.2064819335938,0.0001519667,1920,9775.34047241211,0.0,-2.250249719619751,0.3,0.10494488477706909
747,958.9,66,194,49664,200.0,0.0003,-0.009829184040427208,28.45184326171875,0.014073379,1930,70.01570091247558,0.002734375,-2.2244882106781008,0.3,-0.6604697704315186
747,953.2,66,195,49920,200.0,0.0003,0.0033942784881219267,9551.9716796875,0.0128419455,1940,18214.0291015625,0.0,-2.1655492067337034,0.3,0.13687491416931152
747,935.8,67,196,50176,200.0,0.0003,-0.0021621647058054803,180.12423706054688,0.0016849153,1950,275.02764587402345,0.0,-2.156314826011658,0.3,0.27797359228134155
746,900.8,67,197,50432,200.0,0.0003,-0.020035702176392077,1.0450130701065063,0.07017558,1960,8.80149360075593,0.18359375,-2.196908402442932,0.3,-24.94834327697754
746,891.1,67,198,50688,200.0,0.0003,0.01472227657213807,5192.29052734375,0.023249317,1970,12567.169897460937,0.065625,-2.2532617449760437,0.3,-0.10436117649078369
746,884.4,68,199,50944,200.0,0.0003,-0.001081012235954404,6319.63037109375,0.00025902176,1980,9162.594067382812,0.0,-2.1160993576049805,0.3,0.00013375282287597656
746,857.3,68,200,51200,200.0,0.0003,-0.005734532605856657,4.3963470458984375,0.002816865,1990,16.71659827232361,0.0,-2.2045457005500793,0.3,0.09724628925323486
747,881.8,68,201,51456,200.0,0.0003,0.0008384892484173178,7086.10888671875,0.002164272,2000,9133.413446044922,0.0,-2.2030263423919676,0.3,0.02537781000137329
746,898.6,69,202,51712,200.0,0.0003,-0.0005442193243652583,10756.6181640625,3.1238887e-05,2010,20169.72314453125,0.0,-2.214119482040405,0.3,0.043941617012023926
746,891.4,69,203,51968,200.0,0.0003,-0.00012161417398601771,8048.294921875,3.9227307e-06,2020,8300.572691345214,0.0,-2.2264840245246886,0.3,0.14627498388290405
746,894.6,69,204,52224,200.0,0.0003,-0.0003407100681215525,1615.8203125,1.7004553e-05,2030,8335.381982421875,0.0,-2.2301159262657166,0.3,0.1523292064666748
746,875.3,70,205,52480,200.0,0.0003,-0.0004435926442965865,5981.4501953125,4.2496016e-05,2040,16642.7580078125,0.0,-2.1970321416854857,0.3,0.015741467475891113
746,858.3,70,206,52736,200.0,0.0003,-0.0044981384242419155,161.07489013671875,0.001112916,2050,252.65582275390625,0.0,-2.2045550107955934,0.3,0.3997509479522705
746,841.3,70,207,52992,200.0,0.0003,-0.0009727798169478774,5084.58056640625,0.0011065598,2060,8651.822821044922,0.0,-2.186200773715973,0.3,0.1619521975517273
747,840.5,71,208,53248,200.0,0.0003,-0.00021233905572444202,4967.849609375,4.8814574e-05,2070,10332.68748779297,0.0,-2.1847365856170655,0.3,0.10720694065093994
747,840.5,71,209,53504,200.0,0.0003,-0.0005468217190355062,14469.2021484375,2.1829503e-05,2080,16749.37287597656,0.0,-2.1598477721214295,0.3,0.13586723804473877
746,849.1,71,210,53760,200.0,0.0003,-0.001576738862786442,399.0999450683594,0.00015934976,2090,643.0138946533203,0.0,-2.153781259059906,0.3,0.4058426022529602
746,885.1,72,211,54016,200.0,0.0003,3.274250775575638e-05,6643.74951171875,0.00014070026,2100,20264.736376953126,0.0,-2.181306850910187,0.3,-0.020645976066589355
747,899.3,72,212,54272,200.0,0.0003,-0.0008625909453257918,10402.7685546875,3.6812853e-05,2110,20146.622265625,0.0,-2.1814089179039002,0.3,0.010556995868682861
746,883.3,73,213,54528,200.0,0.0003,-0.0006801440613344312,959.9715576171875,5.3612748e-05,2120,1914.6127807617188,0.0,-2.183603513240814,0.3,-0.36237001419067383
746,863.6,73,214,54784,200.0,0.0003,-4.166504368185997e-06,1074.1239013671875,4.719314e-05,2130,6839.300253105163,0.0,-2.1812119483947754,0.3,0.0678638219833374
746,870.9,73,215,55040,200.0,0.0003,-0.0019352905568666757,241.13096618652344,0.00019907556,2140,441.5050903320313,0.0,-2.193655955791473,0.3,0.4446900486946106
745,860.4,74,216,55296,200.0,0.0003,6.545588839799166e-05,12027.873046875,9.466661e-05,2150,18835.03720703125,0.0,-2.1907962918281556,0.3,-0.07216906547546387
746,857.8,74,217,55552,200.0,0.0003,-0.00454201182583347,25.581363677978516,0.0017300551,2160,193.24824409484864,0.0,-2.1250469088554382,0.3,0.5326094031333923
746,833.2,74,218,55808,200.0,0.0003,-0.0005035410169512034,105.1946029663086,0.00095894793,2170,402.01305160522463,0.0,-2.1453288435935973,0.3,0.5121341943740845
746,845.4,75,219,56064,200.0,0.0003,-0.000481067574582994,7282.14501953125,0.00023503415,2180,10119.876989746093,0.0,-2.1696102142333986,0.3,0.10986310243606567
746,871.4,75,220,56320,200.0,0.0003,-0.00031962180510163306,19067.806640625,1.3434561e-05,2190,21683.395751953125,0.0,-2.1561891198158265,0.3,0.03039073944091797
746,888.0,75,221,56576,200.0,0.0003,-0.0004217437235638499,6366.947265625,2.316013e-05,2200,9882.004168701173,0.0,-2.1487897276878356,0.3,0.15303093194961548
747,879.9,76,222,56832,200.0,0.0003,-0.0003250787034630775,7297.837890625,3.121281e-05,2210,9749.922033691406,0.0,-2.1536967158317566,0.3,0.09394031763076782
747,891.9,76,223,57088,200.0,0.0003,-0.00013665566220879554,8952.86328125,1.0964926e-05,2220,11352.630004882812,0.0,-2.1449813723564146,0.3,0.07642704248428345
747,867.8,76,224,57344,200.0,0.0003,-0.0009958090260624886,8334.349609375,8.244882e-05,2230,12259.50440673828,0.0,-2.1361868500709535,0.3,-0.022631406784057617
747,860.0,77,225,57600,200.0,0.0003,-0.0004415145143866539,1109.4024658203125,5.0740317e-05,2240,2333.1174072265626,0.0,-2.180175220966339,0.3,-2.5227973461151123
747,860.0,77,226,57856,200.0,0.0003,-0.0009807166643440723,2659.00634765625,5.7609286e-05,2250,10177.153942871093,0.0,-2.1765340328216554,0.3,0.0725942850112915
746,861.9,77,227,58112,200.0,0.0003,-0.0007091754116117955,5689.74169921875,0.00011108257,2260,9165.759576416016,0.0,-2.177691435813904,0.3,0.1372026801109314
746,844.5,78,228,58368,200.0,0.0003,-0.00012842767173424364,13.177773475646973,2.033962e-05,2270,133.48870582580565,0.0,-2.1496670484542846,0.3,-7.526925086975098
746,824.7,78,229,58624,200.0,0.0003,-0.000685341574717313,295.60870361328125,7.16201e-05,2280,508.9712776184082,0.0,-2.1288278102874756,0.3,0.29109108448028564
746,817.1,78,230,58880,200.0,0.0003,-0.0007782834582030773,3866.661865234375,0.00016478286,2290,9463.005444335937,0.0,-2.162778007984161,0.3,0.06938034296035767
747,805.0,79,231,59136,200.0,0.0003,-0.0009018797893077136,7258.5283203125,0.00013618893,2300,7464.842617797852,0.0,-2.1859162569046022,0.3,0.053324759006500244
747,802.1,79,232,59392,200.0,0.0003,-0.0016273661982268094,4075.00341796875,0.00022570719,2310,9436.659832763671,0.0,-2.1846126317977905,0.3,0.08730727434158325
747,818.6,79,233,59648,200.0,0.0003,-0.0012068652780726553,5206.34619140625,0.0001910571,2320,10218.4955078125,0.0,-2.1866922259330748,0.3,0.051577985286712646
747,816.1,80,234,59904,200.0,0.0003,-0.0011946499813348054,2050.237548828125,0.00010902225,2330,10138.627465820313,0.0,-2.167067801952362,0.3,0.12815314531326294
747,827.9,80,235,60160,200.0,0.0003,-0.0004488231148570776,4597.56396484375,2.8253766e-05,2340,9650.342999267577,0.0,-2.122156393527985,0.3,0.0774659514427185
747,876.2,80,236,60416,200.0,0.0003,-0.00029629316413775085,7866.3046875,1.4994526e-05,2350,9707.015393066406,0.0,-2.208791446685791,0.3,0.09317231178283691
747,874.0,81,237,60672,200.0,0.0003,-0.00039022959535941484,11278.5068359375,1.371582e-05,2360,19264.389208984376,0.0,-2.192321503162384,0.3,0.01502847671508789
747,876.4,81,238,60928,200.0,0.0003,-0.00039784477557986976,215.67503356933594,2.836017e-05,2370,647.7716720581054,0.0,-2.2169617652893066,0.3,0.07697075605392456
747,851.8,81,239,61184,200.0,0.0003,-0.0020056324661709367,15.481687545776367,0.0012838934,2380,58.69939215183258,0.0,-2.1793617606163025,0.3,-9.486492156982422
747,839.7,82,240,61440,200.0,0.0003,-0.008728943252936005,1.6914188861846924,0.008358081,2390,17.80569165945053,0.01015625,-2.1880056977272035,0.3,-3.164888858795166
747,846.9,82,241,61696,200.0,0.0003,-0.0043236355297267435,4741.5361328125,0.005364297,2400,10499.223449707031,0.0,-2.2265416622161864,0.3,0.12779641151428223
747,832.3,82,242,61952,200.0,0.0003,0.00040619850624352695,13265.7373046875,0.000111722155,2410,21327.983325195313,0.0,-2.236276125907898,0.3,0.08540743589401245
748,848.7,83,243,62208,200.0,0.0003,-0.00044881938956677916,6201.88720703125,2.6086112e-05,2420,9063.240997314453,0.0,-2.218765985965729,0.3,0.07311248779296875
748,855.7,83,244,62464,200.0,0.0003,-0.001798277534544468,7309.42822265625,0.00019305572,2430,16066.1853515625,0.0,-2.2268914103507997,0.3,0.05523991584777832
748,850.7,83,245,62720,200.0,0.0003,-0.0007232554256916046,7222.59423828125,0.0001225397,2440,7831.315350341797,0.0,-2.2403451681137083,0.3,0.10833889245986938
748,848.4,84,246,62976,200.0,0.0003,-0.0008332399651408195,4801.1279296875,5.8325706e-05,2450,9108.251651000977,0.0,-2.2428343892097473,0.3,-0.027247071266174316
748,889.8,84,247,63232,200.0,0.0003,-0.0018744411412626506,6697.0966796875,0.00021338044,2460,9625.91651611328,0.0,-2.244178831577301,0.3,0.08931839466094971
747,889.8,84,248,63488,200.0,0.0003,-9.827088797464967e-05,13738.908203125,6.5960456e-05,2470,18115.782299804687,0.0,-2.259480559825897,0.3,0.09734600782394409
748,899.6,85,249,63744,200.0,0.0003,-0.0010679756058380007,1601.3004150390625,0.00012765313,2480,8644.735278320313,0.0,-2.283810245990753,0.3,0.16296547651290894
748,900.7,85,250,64000,200.0,0.0003,-5.337722832337022e-05,7604.3994140625,0.00014864327,2490,8423.982012939454,0.0,-2.266173768043518,0.3,0.0770828127861023
748,911.6,85,251,64256,200.0,0.0003,-0.0008996166638098657,1826.849365234375,7.929397e-05,2500,8100.748663330078,0.0,-2.2642161011695863,0.3,0.10236215591430664
748,913.8,86,252,64512,200.0,0.0003,-0.001069547247607261,11036.314453125,6.801193e-05,2510,17968.958166503908,0.0,-2.2440305948257446,0.3,0.10726732015609741
747,913.9,86,253,64768,200.0,0.0003,-0.0006443795748054982,3977.69580078125,5.0177798e-05,2520,9049.964990234375,0.0,-2.291352367401123,0.3,0.1868952512741089
747,921.2,86,254,65024,200.0,0.0003,-0.010385493654757738,259.63031005859375,0.008026686,2530,384.43492889404297,0.01171875,-2.3034146070480346,0.3,0.5060601234436035
747,920.8,87,255,65280,200.0,0.0003,-0.004380122688598931,4284.1904296875,0.0028226238,2540,12132.53935546875,0.0,-2.3144126296043397,0.3,0.1049950122833252
747,923.2,87,256,65536,200.0,0.0003,-0.000555172679014504,3571.873291015625,0.00020135078,2550,8815.97388305664,0.0,-2.310047781467438,0.3,0.13867008686065674
747,923.0,87,257,65792,200.0,0.0003,-0.0009344785474240779,3224.203857421875,4.9023423e-05,2560,9035.796911621093,0.0,-2.3386673092842103,0.3,0.1726396679878235
748,917.5,88,258,66048,200.0,0.0003,-0.001696378504857421,997.8174438476562,0.00011792313,2570,10972.419653320312,0.0,-2.2947126150131227,0.3,0.08934599161148071
748,917.3,88,259,66304,200.0,0.0003,-0.000656104413792491,468.0860900878906,3.0053314e-05,2580,1355.570327758789,0.0,-2.3083191871643067,0.3,0.03119605779647827
748,912.2,88,260,66560,200.0,0.0003,-0.0002719521056860685,2145.8369140625,1.3384502e-05,2590,8906.102795410156,0.0,-2.3310854196548463,0.3,0.1604180932044983
748,925.7,89,261,66816,200.0,0.0003,-0.0008253739215433598,184.09332275390625,4.4551212e-05,2600,728.1427871704102,0.0,-2.2641037821769716,0.3,-43.68714904785156
748,908.5,89,262,67072,200.0,0.0003,-0.0006254686042666436,560.662109375,2.3580855e-05,2610,1277.5699615478516,0.0,-2.3231615304946898,0.3,0.27290022373199463
748,915.8,89,263,67328,200.0,0.0003,-0.007062419480644166,59.340309143066406,0.0019443124,2620,472.72098274230956,0.0,-2.2839051842689515,0.3,0.5799288153648376
748,925.6,90,264,67584,200.0,0.0003,-0.0013338243355974556,2525.677001953125,0.0006624239,2630,9297.024230957031,0.0,-2.3234687209129334,0.3,0.08564251661300659
748,937.6,90,265,67840,200.0,0.0003,-0.0006200648378580809,616.6592407226562,3.8407044e-05,2640,1174.7576751708984,0.0,-2.2636171698570253,0.3,0.3571881055831909
748,937.9,90,266,68096,200.0,0.0003,-0.0008167993219103664,12487.4345703125,0.000107820844,2650,19490.692041015624,0.0,-2.2875828623771666,0.3,0.05611848831176758
748,909.2,91,267,68352,200.0,0.0003,-0.002698487276211381,26.300254821777344,0.00039796229,2660,118.6225996017456,0.0,-2.301075005531311,0.3,-2.1081085205078125
749,898.9,91,268,68608,200.0,0.0003,-0.006948615121655166,3.3393640518188477,0.008058962,2670,14.801770031452179,0.00546875,-2.3360209345817564,0.3,-0.38680553436279297
748,911.5,91,269,68864,200.0,0.0003,-7.087774574756622e-05,4675.9326171875,0.005386972,2680,14934.699560546875,0.0,-2.3457887291908266,0.3,0.058428168296813965
748,913.9,92,270,69120,200.0,0.0003,-0.00030647163512185214,3845.61572265625,6.348151e-05,2690,9103.933856201173,0.0,-2.4243150115013123,0.3,-0.00045311450958251953
748,900.9,92,271,69376,200.0,0.0003,-0.006842762324959039,276.5887451171875,0.0021279103,2700,476.6936164855957,0.00078125,-2.4249234080314634,0.3,0.5869219899177551
748,904.5,93,272,69632,200.0,0.0003,-0.0014847731916233897,56.94159698486328,0.0011724967,2710,133.5834140777588,0.0,-2.4465637683868406,0.3,-1.0048704147338867
748,914.0,93,273,69888,200.0,0.0003,-0.0009465227369219065,9727.68359375,0.00022152415,2720,19744.678625488283,0.0,-2.389062833786011,0.3,0.06335896253585815
748,924.0,93,274,70144,200.0,0.0003,-0.0010816708963830024,2893.62939453125,8.318992e-05,2730,10114.597058105468,0.0,-2.4502721309661863,0.3,0.06555724143981934
748,969.9,94,275,70400,200.0,0.0003,-0.0005112778861075639,4379.02685546875,6.6936715e-05,2740,9770.319171142579,0.0,-2.443489372730255,0.3,0.0694652795791626
748,991.2,94,276,70656,200.0,0.0003,-0.0005496324272826314,4258.896484375,2.978812e-05,2750,10247.162060546874,0.0,-2.422031581401825,0.3,0.13265734910964966
748,991.5,94,277,70912,200.0,0.0003,-0.0003006143029779196,12702.478515625,1.6875798e-05,2760,19762.74738769531,0.0,-2.4516880750656127,0.3,0.10974383354187012
748,1018.5,95,278,71168,200.0,0.0003,-0.0007334837922826409,5506.54833984375,5.7054916e-05,2770,7906.913220214844,0.0,-2.4584726214408876,0.3,0.15518194437026978
748,1036.4,95,279,71424,200.0,0.0003,-0.0008812353946268559,2221.38427734375,4.6498608e-05,2780,10151.508508300782,0.0,-2.429021191596985,0.3,0.1403180956840515
749,1022.0,95,280,71680,200.0,0.0003,-0.0007428189390338957,8158.994140625,4.4535846e-05,2790,10166.16934814453,0.0,-2.4158417344093324,0.3,0.13766229152679443
749,1014.3,96,281,71936,200.0,0.0003,-0.0018247877713292837,258.4130859375,0.00042577554,2800,513.5020935058594,0.0,-2.2816132426261904,0.3,0.37072330713272095
748,1016.7,96,282,72192,200.0,0.0003,3.6578066647052766e-05,1641.80029296875,0.00040630833,2810,9410.008557128906,0.0,-2.4102264523506163,0.3,0.0777292251586914
748,999.6,96,283,72448,200.0,0.0003,-0.00939302749466151,5.076381683349609,0.010156641,2820,14.62356731891632,0.001171875,-2.48927036523819,0.3,-0.7524044513702393
748,1013.7,97,284,72704,200.0,0.0003,0.00891851312480867,10179.4453125,0.03271437,2830,15499.98212890625,0.0828125,-2.5213327050209045,0.3,0.06371212005615234
748,1001.3,97,285,72960,200.0,0.0003,-0.0036534272832795976,905.0223388671875,0.0009961808,2840,1733.7934875488281,0.0,-2.5290932774543764,0.3,-0.5117917060852051
748,991.4,97,286,73216,200.0,0.0003,-0.0020126257091760635,141.05099487304688,0.0009674935,2850,165.42880086898805,0.0,-2.5167523622512817,0.3,0.5754682421684265
748,995.5,98,287,73472,200.0,0.0003,-0.0001575244590640068,7880.27392578125,0.001191777,2860,10691.231384277344,0.0,-2.5168344616889953,0.3,0.1033218502998352
748,996.0,98,288,73728,200.0,0.0003,-0.00044756621355190873,5555.18603515625,2.6544789e-05,2870,10331.51309814453,0.0,-2.4956507682800293,0.3,0.06723827123641968
748,993.9,98,289,73984,200.0,0.0003,-0.0012483518105000258,271.3684997558594,8.267071e-05,2880,5999.716697692871,0.0,-2.5220422029495237,0.3,0.10974860191345215
748,994.8,99,290,74240,200.0,0.0003,-0.0018325508339330555,4275.46875,0.00027363817,2890,8513.574334716797,0.0,-2.507534217834473,0.3,0.207020103931427
748,998.5,99,291,74496,200.0,0.0003,-0.0023751299595460296,4109.6171875,0.00032822532,2900,6799.868682861328,0.0,-2.5013636112213136,0.3,0.17243021726608276
749,990.7,99,292,74752,200.0,0.0003,-0.0006902991328388453,218.04843139648438,4.1624065e-05,2910,641.7782562255859,0.0,-2.515754735469818,0.3,0.33846789598464966
749,1002.0,100,293,75008,200.0,0.0003,-0.00031546357786282897,2944.571533203125,2.2657681e-05,2920,8129.803675842285,0.0,-2.5064646720886232,0.3,0.050679802894592285
749,999.8,100,294,75264,200.0,0.0003,-0.00035921279340982436,10102.62109375,1.0008225e-05,2930,11389.774658203125,0.0,-2.486033546924591,0.3,-0.09353315830230713
749,1026.2,100,295,75520,200.0,0.0003,-0.0002873401972465217,6308.7744140625,8.767936e-06,2940,11084.824731445313,0.0,-2.5239665269851685,0.3,-0.11005020141601562
749,1021.4,101,296,75776,200.0,0.0003,-0.0014264569850638508,528.55419921875,3.760215e-05,2950,1032.2513214111327,0.0,-2.5134827375411986,0.3,0.47331440448760986
749,992.1,101,297,76032,200.0,0.0003,7.743730675429106e-05,3294.906494140625,1.4436198e-05,2960,7732.685540771485,0.0,-2.466399919986725,0.3,0.142816960811615
749,975.9,101,298,76288,200.0,0.0003,-0.00292282197624445,1931.6068115234375,0.0006541223,2970,5411.118933105468,0.0,-2.513864803314209,0.3,0.11641347408294678
749,959.6,102,299,76544,200.0,0.0003,-0.001897715195082128,3920.32958984375,0.00056145224,2980,8276.365502929688,0.0,-2.4684924364089964,0.3,0.12942993640899658
749,962.9,102,300,76800,200.0,0.0003,-0.00293108937330544,5008.380859375,0.0014423346,2990,9430.70283203125,0.0,-2.481315851211548,0.3,0.04983717203140259
749,970.4,102,301,77056,200.0,0.0003,-0.009383326140232384,5045.47900390625,0.0063276486,3000,9963.997998046874,0.00859375,-2.4824105978012083,0.3,0.10092157125473022
749,1001.6,103,302,77312,200.0,0.0003,-0.0019705891842022537,8732.3359375,0.0020368674,3010,13799.046704101562,0.0,-2.502135932445526,0.3,0.14941853284835815
748,1011.7,103,303,77568,200.0,0.0003,-0.0013845416950061917,5580.7841796875,0.00031324872,3020,8726.609823608398,0.0,-2.4875983715057375,0.3,0.19350779056549072
748,1006.5,103,304,77824,200.0,0.0003,-0.0016374322585761547,210.71920776367188,0.00020328024,3030,548.5246154785157,0.0,-2.4691611766815185,0.3,0.5175739526748657
749,996.2,104,305,78080,200.0,0.0003,-0.005275291344150901,314.5458068847656,0.0052844323,3040,588.5398574829102,0.0,-2.5004539132118224,0.3,0.5849426984786987
749,1005.9,104,306,78336,200.0,0.0003,-0.002478792134206742,4474.8125,0.005875402,3050,9324.233221435547,0.0,-2.511151468753815,0.3,-0.14446425437927246
749,1010.7,104,307,78592,200.0,0.0003,-0.00418706820346415,122.52017211914062,0.001434528,3060,599.9150283813476,0.0,-2.4986393451690674,0.3,0.5745937824249268
749,1041.4,105,308,78848,200.0,0.0003,-0.0011779452208429575,5569.06298828125,0.0006942474,3070,10023.896545410156,0.0,-2.4831612348556518,0.3,0.16201424598693848
749,1056.1,105,309,79104,200.0,0.0003,-0.0003193211043253541,7950.103515625,0.0001592501,3080,17916.21494140625,0.0,-2.483501923084259,0.3,0.05467963218688965
749,1029.6,105,310,79360,200.0,0.0003,-0.006523984763771295,317.2584228515625,0.0020961727,3090,926.9393127441406,0.0,-2.504638636112213,0.3,0.5222315788269043
749,990.1,106,311,79616,200.0,0.0003,-0.00030016715172678234,111.2029037475586,0.0004768651,3100,677.2275062561035,0.0,-2.5010618686676027,0.3,-0.7294211387634277
749,992.9,106,312,79872,200.0,0.0003,-0.0001104587223380804,4740.34326171875,9.702798e-05,3110,8475.97534942627,0.0,-2.3744501948356627,0.3,0.05790829658508301
748,978.5,107,313,80128,200.0,0.0003,-0.005601098143961281,124.69131469726562,0.0011340184,3120,636.240064239502,0.0,-2.452259385585785,0.3,0.4320751428604126
748,959.1,107,314,80384,200.0,0.0003,-0.0002571402350440621,4655.63232421875,0.00028112857,3130,8802.50326538086,0.0,-2.5044583678245544,0.3,0.027696192264556885
748,949.1,107,315,80640,200.0,0.0003,-0.0015975998714566231,3288.124755859375,0.00064296834,3140,9730.857513427734,0.0,-2.476851260662079,0.3,0.058377861976623535
748,956.3,108,316,80896,200.0,0.0003,-0.00032475164625793694,1891.406005859375,0.00011126674,3150,7742.506330871582,0.0,-2.4619274020195006,0.3,0.10244357585906982
748,963.5,108,317,81152,200.0,0.0003,-0.007702792878262699,297.6685791015625,0.0061279247,3160,923.9124237060547,0.000390625,-2.5039585709571837,0.3,0.4970817565917969
747,966.0,108,318,81408,200.0,0.0003,0.005172571144066751,9332.6884765625,0.0042939996,3170,10257.713623046875,0.0,-2.453748548030853,0.3,0.012391448020935059
748,948.8,109,319,81664,200.0,0.0003,-0.0008315624552778899,1131.139404296875,7.875543e-05,3180,7688.392272949219,0.0,-2.4358204007148743,0.3,0.13717126846313477
