time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range
0,922,857.0,256,200.0,1,,,,,,,,,,
0,957,627.0,512,200.0,2,11401.669921875,-2.56466965675354,0.0003,18691.904663085938,-7.319450378417969e-05,-0.006815046118572354,0.0,10,0.0009329354,0.3
0,957,303.6666666666667,768,200.0,3,221.87936401367188,-2.5629029273986816,0.0003,442.1024711608887,0.0032747983932495117,-0.005267189955338836,0.0,20,0.0011824656,0.3
1,957,343.6,1024,200.0,4,4477.42822265625,-2.5576961517333983,0.0003,9206.40590209961,8.26716423034668e-05,-0.008469290775246918,0.0,30,0.0028979585,0.3
1,947,513.6666666666666,1280,200.0,5,4403.38671875,-2.5478227138519287,0.0003,9337.019079589843,0.00401759147644043,-0.008028061897493898,0.0,40,0.0032261102,0.3
1,947,488.85714285714283,1536,200.0,6,12247.11328125,-2.528494822978973,0.0003,19670.87126464844,0.0034292936325073242,-0.006732958811335265,0.0,50,0.0024232727,0.3
1,947,463.0,1792,200.0,7,2738.265625,-2.512696123123169,0.0003,9203.474124145509,0.005590319633483887,-0.005721020349301398,0.0,60,0.0018895208,0.3
2,945,438.4,2048,200.0,8,6133.88818359375,-2.507728695869446,0.0003,7525.5666229248045,0.0018301010131835938,-0.0041051666717976335,0.0,70,0.0024601538,0.3
2,946,439.27272727272725,2304,200.0,9,8236.3515625,-2.485308086872101,0.0003,17877.892822265625,-0.0009397268295288086,-0.007629608968272805,0.0,80,0.0037179063,0.3
2,947,461.9166666666667,2560,200.0,10,4263.7646484375,-2.4631150722503663,0.0003,9000.250073242187,-0.0012422800064086914,-0.007189285452477634,0.0,90,0.0033459326,0.3
2,950,452.5,2816,200.0,11,8028.02880859375,-2.4526261568069456,0.0003,9322.611706542968,0.001664578914642334,-0.006051185471005738,0.0,100,0.004093898,0.3
3,951,452.4,3072,200.0,12,12699.609375,-2.415894901752472,0.0003,16585.551635742188,0.014287292957305908,-0.0066511417273432015,0.0,110,0.0035473197,0.3
3,949,473.1875,3328,200.0,13,3619.283935546875,-2.3831481456756594,0.0003,8934.649948120117,0.01985776424407959,-0.002566706924699247,0.0,120,0.0013341603,0.3
3,950,477.6470588235294,3584,200.0,14,6451.5712890625,-2.3904592514038088,0.0003,9073.718646240235,0.019497275352478027,-0.0013797962805256248,0.0,130,0.0011509943,0.3
4,949,519.3684210526316,3840,200.0,15,2826.084716796875,-2.4279812455177305,0.0003,8810.859338378907,0.026831865310668945,-0.005325187556445598,0.0,140,0.0036943846,0.3
4,951,513.8,4096,200.0,16,4680.9296875,-2.4286888241767883,0.0003,16838.012133789063,0.004982173442840576,-0.0011861967388540507,0.0,150,0.0011042915,0.3
4,950,512.6666666666666,4352,200.0,17,6167.10205078125,-2.408644449710846,0.0003,8881.372863769531,0.02289646863937378,-0.0010056496597826482,0.0,160,0.00042385585,0.3
4,951,508.4347826086956,4608,200.0,18,7391.00927734375,-2.3979798674583437,0.0003,8817.202645874024,0.01722264289855957,-0.005068038217723369,0.0,170,0.0027435427,0.3
5,952,466.9166666666667,4864,200.0,19,6626.0654296875,-2.348639488220215,0.0003,8715.136526489257,0.04091203212738037,-0.003992739506065846,0.0,180,0.002343413,0.3
5,954,448.76,5120,200.0,20,178.35435485839844,-2.3714940667152407,0.0003,380.38160514831543,-0.04082930088043213,-0.014254692592658103,0.0078125,190,0.009528406,0.3
