time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/clip_fraction,train/clip_range,train/value_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/loss,train/policy_gradient_loss
6,5632,200.0,22,899,883.9285714285714,-1.4897069692611695,5010,0.001171875,0.3,6461.844342041016,0.2942460775375366,0.0003,0.0052213348,3281.53662109375,-0.0027794048772193493
6,5888,200.0,23,899,878.6206896551724,-1.9829728066921235,5020,0.00625,0.3,10801.673681640625,0.32183051109313965,0.0003,0.012412827,5309.60400390625,-0.007438358757644892
6,6144,200.0,24,899,875.3333333333334,-2.118965411186218,5030,0.01484375,0.3,5819.872331237793,0.3064752221107483,0.0003,0.019857055,1937.2545166015625,-0.006408657878637314
7,6400,200.0,25,898,865.3125,-2.2412602424621584,5040,0.0,0.3,5132.831695556641,0.3293198347091675,0.0003,0.0028526047,1514.853271484375,-0.00047608743188902735
7,6656,200.0,26,897,860.6060606060606,-2.2103981971740723,5050,0.006640625,0.3,5772.336724853516,0.31313538551330566,0.0003,0.0053776074,4655.115234375,-0.00262534215580672
7,6912,200.0,27,896,847.3529411764706,-2.1492666721343996,5060,0.008203125,0.3,10464.964709472657,0.3321983814239502,0.0003,0.010674174,1548.8175048828125,-0.013778930809348822
7,7168,200.0,28,896,844.8571428571429,-2.296681559085846,5070,0.0,0.3,5449.49189453125,0.3312874436378479,0.0003,0.0029237536,2875.533447265625,-0.0020460350206121802
8,7424,200.0,29,896,838.3783783783783,-2.3368946075439454,5080,0.02265625,0.3,5095.787703704834,0.3320845365524292,0.0003,0.014414908,40.74913024902344,-0.0036841790191829205
8,7680,200.0,30,896,842.3684210526316,-2.2445679306983948,5090,0.00078125,0.3,10793.950061035157,0.3295251131057739,0.0003,0.0040564453,5451.07421875,-0.0029057202860713004
8,7936,200.0,31,893,836.9230769230769,-2.1397815585136413,5100,0.000390625,0.3,6129.521594238281,0.3003188371658325,0.0003,0.005574924,1352.925048828125,-0.003625554218888283
9,8192,200.0,32,893,836.25,-2.3226946711540224,5110,0.022265625,0.3,5513.609045410156,0.32690978050231934,0.0003,0.017415173,4493.94482421875,-0.004394225450232625
9,8448,200.0,33,893,832.3809523809524,-2.1001149892807005,5120,0.002734375,0.3,5890.452136230469,0.28668057918548584,0.0003,0.00528956,1917.4188232421875,-0.0017928391112945973
9,8704,200.0,34,893,829.5348837209302,-2.0457378387451173,5130,0.0,0.3,10281.421325683594,0.2094893455505371,0.0003,0.0011746434,1460.7606201171875,-0.0018177626887336373
10,8960,200.0,35,894,840.2272727272727,-2.1247082948684692,5140,0.0359375,0.3,6087.151177978516,0.34133273363113403,0.0003,0.017116286,2990.441650390625,-0.010468021081760526
10,9216,200.0,36,894,835.8695652173913,-2.216301643848419,5150,0.0,0.3,5749.380233764648,0.3169723153114319,0.0003,0.003408257,4071.589111328125,-0.0046772864414379
10,9472,200.0,37,893,836.3829787234042,-2.0508188009262085,5160,0.0,0.3,12929.02846069336,0.253467321395874,0.0003,0.0014921708,4903.5322265625,-0.0008090403396636247
10,9728,200.0,38,893,833.9583333333334,-2.173875367641449,5170,0.0015625,0.3,5578.076086425781,0.28492438793182373,0.0003,0.0021781125,4535.3017578125,-0.002659728331491351
11,9984,200.0,39,892,832.2448979591836,-2.2709197640419005,5180,0.003515625,0.3,6097.420880126953,0.3377228379249573,0.0003,0.004695649,5592.88134765625,-0.00906614693813026
11,10240,200.0,40,893,823.7254901960785,-2.106461489200592,5190,0.03515625,0.3,5094.240888595581,0.34073328971862793,0.0003,0.018929295,1502.5357666015625,-0.006829840235877782
0,256,200.0,1,1100,540.0,-2.1697627902030945,5200,0.001171875,0.3,10679.060729980469,0.351002037525177,0.0003,0.0014293643,4496.69873046875,-0.00520158763974905
0,512,200.0,2,1011,655.0,-2.1789161920547486,5210,0.0,0.3,12699.676342773437,0.28939640522003174,0.0003,0.0001801392,7570.3701171875,-0.0002953023416921496
0,768,200.0,3,971,650.0,-2.16683828830719,5220,0.040625,0.3,6466.873719787598,0.3319714665412903,0.0003,0.026384413,142.882080078125,-0.004607108770869672
1,1024,200.0,4,948,750.0,-2.102263569831848,5230,0.0,0.3,9339.683062744141,0.04367762804031372,0.0003,0.0013670842,4690.21337890625,-0.0004950532224029302
1,1280,200.0,5,933,788.3333333333334,-1.9019414901733398,5240,0.0,0.3,16169.86689453125,0.12798833847045898,0.0003,0.002008257,4850.97509765625,-0.0010783946374431253
1,1536,200.0,6,916,770.0,-1.8004064083099365,5250,0.0,0.3,7603.805529785156,0.22301822900772095,0.0003,0.00023716525,3458.110595703125,-0.00014583003940060735
1,1792,200.0,7,919,770.0,-2.0668772637844084,5260,0.009765625,0.3,8925.30786743164,0.05584079027175903,0.0003,0.0065870625,6326.53271484375,-0.006347832456231117
2,2048,200.0,8,920,745.0,-1.9471148669719696,5270,0.017578125,0.3,6797.140191650391,0.2842034101486206,0.0003,0.011796876,3608.84326171875,-0.003342889854684472
2,2304,200.0,9,922,766.3636363636364,-1.9272906839847566,5280,0.0,0.3,12805.797875976563,0.2913152575492859,0.0003,0.0024528021,7874.09619140625,-0.0002802130300551653
2,2560,200.0,10,919,778.3333333333334,-1.8417514085769653,5290,0.001953125,0.3,7867.3450927734375,0.24525105953216553,0.0003,0.0052474104,6513.1142578125,-0.0022197057143785058
3,2816,200.0,11,921,799.2857142857143,-1.8932653069496155,5300,0.011328125,0.3,6727.036459350586,0.29778313636779785,0.0003,0.007869344,5647.15185546875,-0.000988146336749196
3,3072,200.0,12,907,782.0,-1.6367427170276643,5310,0.0,0.3,8637.471240234376,0.08772045373916626,0.0003,0.00016662222,3689.78564453125,0.0002149808336980641
3,3328,200.0,13,906,771.875,-1.3239443004131317,5320,0.0,0.3,17874.4859375,0.017788589000701904,0.0003,0.0002464503,8622.1259765625,-0.0011501908069476486
3,3584,200.0,14,905,748.2352941176471,-1.9164957225322723,5330,0.009375,0.3,10056.26610107422,0.0004892945289611816,0.0003,0.003789892,8203.083984375,-0.009679848980158567
4,3840,200.0,15,901,754.7368421052631,-1.9943213939666748,5340,0.001171875,0.3,6958.320233154297,0.30110353231430054,0.0003,0.0023614971,6399.62158203125,-0.0029593119397759438
4,4096,200.0,16,902,755.5,-2.070472997426987,5350,0.1046875,0.3,12237.351013183594,0.32698750495910645,0.0003,0.03289785,8066.69091796875,-0.0015539790038019419
4,4352,200.0,17,901,739.5238095238095,-2.029825621843338,5360,0.0,0.3,9716.141943359375,-0.10211539268493652,0.0003,0.00038088602,4827.38427734375,-0.0008627613075077534
5,4608,200.0,18,901,726.0869565217391,-2.1346816062927245,5370,0.0,0.3,8459.799633789062,0.0995282530784607,0.0003,0.0013077555,1337.97998046875,-0.0011269894428551197
5,4864,200.0,19,899,736.6666666666666,-1.8743668913841247,5380,0.0,0.3,6784.435955810547,0.2665249705314636,0.0003,0.0005078593,2141.929443359375,-0.0002563083544373512
5,5120,200.0,20,896,734.4,-1.7871866881847382,5390,0.0,0.3,14682.823999023438,0.127020001411438,0.0003,1.6136328e-05,7785.73095703125,-0.00016483678482472896
6,5376,200.0,21,895,740.7692307692307,-1.8310767889022828,5400,0.0,0.3,7868.2326171875,0.1949371099472046,0.0003,0.000120427925,4894.50390625,-0.0006006581010296941
6,5632,200.0,22,896,749.6428571428571,-1.9918070018291474,5410,0.0,0.3,6698.1168212890625,0.2707003951072693,0.0003,0.002121996,1261.6846923828125,-0.0010251549305394293
6,5888,200.0,23,897,750.0,-1.7663884818553925,5420,0.005859375,0.3,16799.314453125,0.12724745273590088,0.0003,0.006814513,5573.60302734375,0.0005254779709503055
6,6144,200.0,24,895,743.6666666666666,-1.7834310114383698,5430,0.0015625,0.3,6508.728851318359,0.29643160104751587,0.0003,0.0045014825,2481.828125,-0.0011931723915040494
7,6400,200.0,25,896,756.875,-2.0558320462703703,5440,0.033984375,0.3,9640.183374023438,0.008276283740997314,0.0003,0.015979098,5427.4765625,-0.007408758695237339
7,6656,200.0,26,894,756.969696969697,-2.000892472267151,5450,0.0,0.3,8256.28921508789,0.13432425260543823,0.0003,0.0010276916,5789.57080078125,0.0006767446175217628
7,6912,200.0,27,895,765.0,-2.045370042324066,5460,0.0,0.3,16429.64794921875,0.09185796976089478,0.0003,0.00011031586,6294.30078125,-0.0006977111333981156
8,7168,200.0,28,894,778.8571428571429,-1.87237868309021,5470,0.0,0.3,7533.713781738281,0.23584234714508057,0.0003,0.0028011545,4280.7666015625,-0.0014286641497164964
8,7424,200.0,29,895,782.1621621621622,-2.025605207681656,5480,0.0,0.3,7229.418292236328,0.26327669620513916,0.0003,0.0021112782,4791.001953125,-0.002520669880323112
8,7680,200.0,30,895,778.6842105263158,-1.7838371574878693,5490,0.0,0.3,17010.1615234375,0.05547291040420532,0.0003,0.00032142317,5526.09521484375,-0.001449789316393435
8,7936,200.0,31,895,776.9230769230769,-2.072669434547424,5500,0.0,0.3,6800.746655273438,0.2722424268722534,0.0003,0.00035658036,2684.81005859375,-0.0008458463242277503
9,8192,200.0,32,896,775.0,-2.0153224587440492,5510,0.0,0.3,7729.82084350586,0.2300577163696289,0.0003,0.0016176109,5858.6640625,-0.0018513619899749756
9,8448,200.0,33,896,778.0952380952381,-1.9405730009078979,5520,0.0,0.3,6988.386059570313,0.3012073040008545,0.0003,0.00077333837,862.0606079101562,-0.00019951723515987396
9,8704,200.0,34,896,779.7674418604652,-2.0006426751613615,5530,0.019140625,0.3,12616.943621826173,0.3416748046875,0.0003,0.007834527,6312.49365234375,-0.0016290837433189155
10,8960,200.0,35,892,780.4545454545455,-2.013185727596283,5540,0.00625,0.3,7665.165075683593,0.2520155906677246,0.0003,0.006389533,5564.34228515625,-0.0029538107453845443
10,9216,200.0,36,893,776.304347826087,-2.2544976234436036,5550,0.0,0.3,6084.415345430374,0.3551674485206604,0.0003,0.0034311295,6065.45361328125,-0.000930067733861506
10,9472,200.0,37,893,770.2127659574468,-2.1476385474205015,5560,0.0,0.3,12374.514440917968,0.3522498607635498,0.0003,0.0053291474,6108.87255859375,-0.001348205329850316
10,9728,200.0,38,894,770.4166666666666,-2.0290304601192473,5570,0.050390625,0.3,6325.708920288086,0.33331215381622314,0.0003,0.029562883,1634.953369140625,-0.004875589325092733
11,9984,200.0,39,895,769.795918367347,-2.1134503960609434,5580,0.009765625,0.3,6394.928210449219,0.34288185834884644,0.0003,0.004719323,1717.719970703125,0.0005721378838643432
11,10240,200.0,40,894,762.7450980392157,-1.9951501965522767,5590,0.003125,0.3,7403.957672119141,0.2517968416213989,0.0003,0.0027916147,6263.1552734375,-0.0011206638999283313
0,256,200.0,1,1191,710.0,-1.9709793150424957,5600,0.00625,0.3,12020.339672851562,0.35097986459732056,0.0003,0.008355228,7617.7216796875,-0.0030981105752289294
0,512,200.0,2,1003,710.0,-2.0214252710342406,5210,0.000390625,0.3,10737.49617919922,0.32449406385421753,0.0003,0.0034543548,3817.82763671875,-0.002455158974044025
0,768,200.0,3,973,843.3333333333334,-2.179876387119293,5220,0.000390625,0.3,5425.684600830078,0.3247382640838623,0.0003,0.0026964205,1639.1854248046875,-0.0031556957168504597
1,1024,200.0,4,961,868.0,-2.119488000869751,5230,0.023828125,0.3,5704.064022827149,0.31246650218963623,0.0003,0.016729461,5413.9541015625,-0.005270985420793295
1,1280,200.0,5,940,883.3333333333334,-2.1079742550849914,5240,0.0359375,0.3,10974.12900390625,0.34050101041793823,0.0003,0.019257098,1825.675048828125,-0.008251239266246557
1,1536,200.0,6,937,882.8571428571429,-2.080863189697266,5250,0.015625,0.3,5888.400372314453,0.2906133532524109,0.0003,0.012310089,533.2601318359375,-0.0041736995219253
1,1792,200.0,7,909,835.0,-2.1812389492988586,5260,0.00078125,0.3,5321.690747070313,0.3334517478942871,0.0003,0.0030704478,2256.480712890625,-0.0013392302906140685
2,2048,200.0,8,896,838.0,-2.230350124835968,5270,0.0140625,0.3,5470.192683410644,0.3167216181755066,0.0003,0.012533148,339.1078186035156,-0.00916074241977185
2,2304,200.0,9,889,852.7272727272727,-2.1743594646453857,5280,0.003125,0.3,10590.353576660156,0.3311992883682251,0.0003,0.0044674333,4438.67529296875,-0.003012737864628434
2,2560,200.0,10,863,842.5,-2.044957238435745,5290,0.010546875,0.3,6104.552362060547,0.30355530977249146,0.0003,0.012119728,4023.405517578125,-0.008083023666404187
3,2816,200.0,11,844,815.0,-2.2563316822052,5300,0.035546875,0.3,5010.331541442871,0.3399430513381958,0.0003,0.022070274,3516.975830078125,-0.01596379573456943
3,3072,200.0,12,832,809.3333333333334,-2.1499021530151365,5310,0.00546875,0.3,10300.214524841309,0.3409332036972046,0.0003,0.005306527,7062.1748046875,-0.009261446492746472
3,3328,200.0,13,834,823.125,-2.1249969601631165,5320,0.00859375,0.3,5722.844729614258,0.3224170207977295,0.0003,0.011018838,2470.609375,-0.0045481517910957335
4,3584,200.0,14,833,835.8823529411765,-2.165245759487152,5330,0.01640625,0.3,5910.354870605469,0.2953372597694397,0.0003,0.009323513,672.3236083984375,-0.003872491174843162
4,3840,200.0,15,836,827.3684210526316,-2.2750972151756286,5340,0.003515625,0.3,5619.417799377441,0.3248225450515747,0.0003,0.0053803166,3674.6728515625,-0.005160132539458573
4,4096,200.0,16,834,824.0,-2.2218127727508543,5350,0.039453125,0.3,14715.782299804687,0.15060609579086304,0.0003,0.021666314,9261.6318359375,-0.013268642453476786
5,4352,200.0,17,833,815.2380952380952,-2.2312842130661013,5360,0.00390625,0.3,5307.362759399414,0.34024059772491455,0.0003,0.0040717493,126.31918334960938,-0.005426424462348223
5,4608,200.0,18,833,822.6086956521739,-2.117369055747986,5370,0.001171875,0.3,5655.222286987305,0.3249531388282776,0.0003,0.0035293114,2490.436767578125,-0.0023801850620657206
5,4864,200.0,19,828,820.0,-2.0963425278663634,5380,0.0,0.3,10506.633093261718,0.34926384687423706,0.0003,0.0013845579,3144.568603515625,-0.002382704126648605
6,5120,200.0,20,827,804.4,-2.2156940340995788,5390,0.019921875,0.3,5334.667025756836,0.33452922105789185,0.0003,0.012970953,5039.291015625,-0.010196564346551895
6,5376,200.0,21,823,804.6153846153846,-2.2299473762512205,5400,0.046484375,0.3,5350.070397949219,0.32760852575302124,0.0003,0.017965391,2468.59228515625,-0.008737031370401382
6,5632,200.0,22,824,793.5714285714286,-2.207343137264252,5410,0.00078125,0.3,4913.422598457337,0.3523842692375183,0.0003,0.004236698,4876.15380859375,-0.0008713908144272863
7,5888,200.0,23,825,802.4137931034483,-2.2228333711624146,5420,0.026953125,0.3,11187.98821105957,0.24246960878372192,0.0003,0.01698513,5286.93505859375,-0.007679137727245688
7,6144,200.0,24,827,800.6666666666666,-2.289508271217346,5430,0.008203125,0.3,5685.937475585937,0.3016543984413147,0.0003,0.004096726,292.0110168457031,-0.002892288495786488
7,6400,200.0,25,829,796.25,-2.3059524655342103,5440,0.0,0.3,5317.66007232666,0.33996516466140747,0.0003,0.0012279325,1678.4683837890625,-0.0011825121473520994
8,6656,200.0,26,828,804.8484848484849,-2.2660778760910034,5450,0.0,0.3,5643.517864990235,0.33223915100097656,0.0003,0.0029327574,2569.7412109375,-0.004399373847991228
8,6912,200.0,27,829,795.0,-2.166567158699036,5460,0.0,0.3,10539.689404296874,0.3314990997314453,0.0003,0.0010602174,5249.1240234375,0.0006332497170660645
8,7168,200.0,28,829,798.5714285714286,-2.3270224928855896,5470,0.004296875,0.3,5698.290692138672,0.3563167452812195,0.0003,0.004705042,5017.82666015625,-0.006591684557497502
8,7424,200.0,29,829,792.7027027027027,-1.9916773080825805,5480,0.000390625,0.3,5613.61201171875,0.3339672088623047,0.0003,0.0054546045,1829.49267578125,-0.002679978869855404
9,7680,200.0,30,830,797.1052631578947,-2.051921492815018,5490,0.053125,0.3,9704.065093898773,0.3638079762458801,0.0003,0.022842892,2130.642822265625,-0.001837894320487976
9,7936,200.0,31,831,803.0769230769231,-2.1702847123146056,5500,0.011328125,0.3,6008.083599853516,0.32023370265960693,0.0003,0.011674013,2145.318115234375,-0.006663331761956215
9,8192,200.0,32,830,810.5,-1.9277191877365112,5510,0.025,0.3,5979.914691162109,0.3180696964263916,0.0003,0.010638026,3487.95263671875,-0.00653262659907341
10,8448,200.0,33,828,808.5714285714286,-1.850810992717743,5520,0.053515625,0.3,5221.421015167236,0.3378317952156067,0.0003,0.0317168,2349.885986328125,-0.0033597938250750302
10,8704,200.0,34,829,808.6046511627907,-2.0072331190109254,5530,0.052734375,0.3,10375.5619140625,0.36565643548965454,0.0003,0.022639792,2989.325439453125,-0.00269075445830822
10,8960,200.0,35,830,813.8636363636364,-2.282134509086609,5540,0.0,0.3,5187.284705352783,0.3549719452857971,0.0003,0.0016796484,938.815185546875,-0.0027565891155973076
11,9216,200.0,36,829,813.695652173913,-2.20265074968338,5550,0.03671875,0.3,6590.460479736328,0.3410142660140991,0.0003,0.020811912,2374.275634765625,-0.010074178967624903
11,9472,200.0,37,830,811.063829787234,-2.200600326061249,5560,0.0,0.3,9749.543200683594,0.34247148036956787,0.0003,0.00038716244,7554.68896484375,0.00011037676595151424
11,9728,200.0,38,825,816.0416666666666,-2.2106151461601256,5570,0.30078125,0.3,5301.865735626221,0.3354299068450928,0.0003,0.09981876,1050.8609619140625,-0.01008651356678456
12,9984,200.0,39,825,814.4897959183673,-2.1304359316825865,5580,0.01328125,0.3,5493.168397521973,0.33852529525756836,0.0003,0.012706278,4322.4306640625,-0.006270369701087475
12,10240,200.0,40,824,818.0392156862745,-2.0756608963012697,5590,0.0046875,0.3,5848.4826934814455,0.35954153537750244,0.0003,0.0053144014,1686.014404296875,-0.011427121702581644
0,256,200.0,1,1034,610.0,-2.0917668104171754,5600,0.023046875,0.3,10627.49853515625,0.36190909147262573,0.0003,0.007814324,5192.84765625,-0.005200220551341772
0,512,200.0,2,931,635.0,-2.072218382358551,5610,0.00703125,0.3,12906.567602539062,0.2991717457771301,0.0003,0.0069687823,2101.5283203125,-0.001023301249369979
0,768,200.0,3,880,823.3333333333334,-1.9091119468212128,5620,0.057421875,0.3,7713.429034423828,0.23653864860534668,0.0003,0.024538629,6179.91552734375,-0.0068147010169923306
1,1024,200.0,4,863,832.0,-1.9463300943374633,5630,0.0,0.3,7435.674868774414,0.15605199337005615,0.0003,0.0020407664,918.7406005859375,-0.0018227583379484714
1,1280,200.0,5,854,796.6666666666666,-1.9781580507755279,5640,0.0,0.3,16257.50791015625,0.13688302040100098,0.0003,0.00018949085,2827.221435546875,-0.000548339611850679
1,1536,200.0,6,847,832.8571428571429,-1.941152673959732,5650,0.00078125,0.3,6521.745678710938,0.27767008543014526,0.0003,0.0037806386,3969.021240234375,-0.0005041617900133133
2,1792,200.0,7,844,821.25,-1.8296413540840148,5660,0.00078125,0.3,10481.613793945313,-0.05564999580383301,0.0003,0.001927553,4739.48046875,-0.0002951766364276409
2,2048,200.0,8,841,842.0,-2.183564281463623,5670,0.0,0.3,8028.840704345703,0.14122682809829712,0.0003,0.00030878698,4823.68310546875,-0.00031966849928721786
2,2304,200.0,9,833,810.0,-1.7581297278404235,5680,0.0,0.3,13180.1236328125,0.28073108196258545,0.0003,0.00011121668,3784.639892578125,3.457395359873772e-05
3,2560,200.0,10,836,826.6666666666666,-2.1725496649742126,5690,0.0,0.3,6375.642135620117,0.2996954321861267,0.0003,0.0042465385,2197.567138671875,-0.002022571861743927
3,2816,200.0,11,832,866.4285714285714,-1.9715973734855652,5700,0.0,0.3,10104.571423339843,-0.02260887622833252,0.0003,0.0032614314,1753.782958984375,-0.001463918201625347
3,3072,200.0,12,827,860.0,-1.8257507741451264,5710,0.0,0.3,17125.169287109376,0.10449934005737305,0.0003,0.000172626,7697.50244140625,-0.0014800101285800337
4,3328,200.0,13,824,872.5,-2.1765629410743714,5720,0.00078125,0.3,6524.428176879883,0.31077373027801514,0.0003,0.0019228123,5177.5888671875,-0.002065123594366014
4,3584,200.0,14,822,861.7647058823529,-2.0357729852199555,5730,0.003125,0.3,8317.967712402344,0.16923165321350098,0.0003,0.0036445123,6852.69921875,-0.0012558494927361608
4,3840,200.0,15,821,845.2631578947369,-2.017940044403076,5740,0.0,0.3,6361.409384155273,0.31772172451019287,0.0003,0.0002043487,131.3356170654297,7.277028635144234e-05
4,4096,200.0,16,822,847.5,-2.026711803674698,5750,0.0,0.3,12604.985522460938,0.3211742043495178,0.0003,0.002780102,6080.81103515625,-0.002228826005011797
5,4352,200.0,17,826,857.6190476190476,-2.1626123428344726,5760,0.041015625,0.3,6847.380163574218,0.3198356032371521,0.0003,0.02844356,4689.52392578125,-0.0053194011328741905
5,4608,200.0,18,831,863.4782608695652,-1.7388281524181366,5770,0.033984375,0.3,10564.213537597656,-0.02277398109436035,0.0003,0.0057100607,7373.056640625,-0.0039757682941854
5,4864,200.0,19,833,875.0,-2.054001581668854,5780,0.0359375,0.3,7012.367327880859,0.29912859201431274,0.0003,0.01939775,3459.65185546875,-0.005516122269909829
6,5120,200.0,20,833,872.8,-2.0112147092819215,5790,0.00390625,0.3,9812.774279785157,0.283569872379303,0.0003,0.0043651704,6302.42919921875,-0.0016674718353897333
6,5376,200.0,21,833,856.5384615384615,-1.9993443548679353,5800,0.003515625,0.3,6318.906164550781,0.35710203647613525,0.0003,0.0074926605,5585.34423828125,-0.0030654977075755597
6,5632,200.0,22,836,866.4285714285714,-2.1847817301750183,5810,0.06171875,0.3,6151.457266235351,0.36322319507598877,0.0003,0.036590263,5063.03125,-0.006026255269534886
7,5888,200.0,23,837,873.7931034482758,-1.850132989883423,5820,0.004296875,0.3,12512.432836914062,0.3157406449317932,0.0003,0.008647487,7576.6005859375,-0.0033340478781610726
7,6144,200.0,24,839,873.0,-2.0727641940116883,5830,0.0,0.3,10419.37564086914,-0.058569908142089844,0.0003,0.0007386722,6930.84765625,0.0006383471423760057
7,6400,200.0,25,841,875.0,-2.0362152755260468,5840,0.0,0.3,7707.746203613281,0.09084957838058472,0.0003,0.002524138,282.6777038574219,-0.0009253163356333971
7,6656,200.0,26,843,872.4242424242424,-2.0224710404872894,5850,0.00078125,0.3,6803.811703491211,0.30211448669433594,0.0003,0.004653953,3279.197265625,-0.002332598203793168
8,6912,200.0,27,845,865.0,-1.5480522394180298,5860,0.003515625,0.3,11894.043408203124,0.3668223023414612,0.0003,0.0041099535,8366.1025390625,-0.0018028033431619407
8,7168,200.0,28,846,873.1428571428571,-1.9231285750865936,5870,0.001171875,0.3,6349.2695983886715,0.3366042971611023,0.0003,0.0038501956,915.95458984375,-0.004446058790199459
8,7424,200.0,29,846,864.0540540540541,-2.0581333518028258,5880,0.00078125,0.3,10000.349340820312,-0.04792928695678711,0.0003,0.0041674166,4637.74609375,-0.0015886106761172415
9,7680,200.0,30,849,856.0526315789474,-2.0281893491744993,5890,0.0,0.3,12072.363452148438,0.3500175476074219,0.0003,0.0027272073,6938.09033203125,-0.0016878328053280712
9,7936,200.0,31,851,850.0,-2.0503653287887573,5900,0.052734375,0.3,6094.323272705078,0.3455647826194763,0.0003,0.019970171,1039.1634521484375,-0.0006917134393006563
9,8192,200.0,32,852,852.5,-2.1101788520812987,5910,0.05390625,0.3,6882.779260253907,0.27515119314193726,0.0003,0.027381863,5369.82763671875,-0.00416677026078105
9,8448,200.0,33,853,856.9047619047619,-2.130799436569214,5920,0.006640625,0.3,6635.299993896484,0.34325218200683594,0.0003,0.0049830917,5319.90966796875,-0.0012603818904608488
10,8704,200.0,34,855,850.9302325581396,-1.8770529985427857,5930,0.0,0.3,14406.977368164062,0.19041216373443604,0.0003,0.0010614223,3680.099853515625,-0.0008249157108366489
10,8960,200.0,35,856,850.0,-1.5063130974769592,5940,0.0,0.3,6102.692700195313,0.372531533241272,0.0003,0.0004165375,3704.508056640625,-0.000617026980035007
10,9216,200.0,36,856,847.3913043478261,-2.2404926657676696,5950,0.0,0.3,6327.569985961914,0.3579665422439575,0.0003,0.0026208917,3588.4140625,-0.002019198890775442
11,9472,200.0,37,858,845.531914893617,-2.0038030982017516,5960,0.005078125,0.3,12148.258837890626,0.36481940746307373,0.0003,0.0056692045,6057.17626953125,-0.001468910649418831
11,9728,200.0,38,857,844.7916666666666,-2.1761423110961915,5970,0.05,0.3,6632.266986083984,0.2884654998779297,0.0003,0.039803606,2876.06787109375,-0.006566759245470166
11,9984,200.0,39,858,837.7551020408164,-1.997342622280121,5980,0.021484375,0.3,5761.8227462768555,0.38556957244873047,0.0003,0.021432864,4558.46435546875,-0.004247334226965905
11,10240,200.0,40,860,832.9411764705883,-2.2129174709320067,5990,0.005078125,0.3,9549.66290588379,0.004812777042388916,0.0003,0.0046501923,5373.77783203125,-0.005271247134078294
0,256,200.0,1,1164,670.0,-2.116926205158234,6000,0.0,0.3,11349.845654296874,0.3794248104095459,0.0003,0.00067789457,5975.37890625,-0.000256698951125145
0,512,200.0,2,1026,865.0,-1.9685936391353607,5610,0.007421875,0.3,9585.580017089844,0.36496061086654663,0.0003,0.00539999,3395.679443359375,-0.003248444967903197
0,768,200.0,3,962,840.0,-2.1588479399681093,5620,0.032421875,0.3,6169.0985107421875,0.35119110345840454,0.0003,0.022141982,4891.58984375,-0.006394647771958262
1,1024,200.0,4,934,818.0,-2.312878406047821,5630,0.005078125,0.3,5193.155374908447,0.34979087114334106,0.0003,0.0066547017,2111.6552734375,-0.006208725844044238
1,1280,200.0,5,911,831.6666666666666,-2.179389178752899,5640,0.000390625,0.3,10221.454052734374,0.3742130398750305,0.0003,0.0021404687,8597.1767578125,0.00026363609358668325
1,1536,200.0,6,909,832.8571428571429,-2.299492073059082,5650,0.020703125,0.3,5154.6206527709965,0.34808915853500366,0.0003,0.011135603,2904.81298828125,-0.004047938622534275
1,1792,200.0,7,909,800.0,-2.005828160047531,5660,0.008203125,0.3,5174.605180358887,0.3460346460342407,0.0003,0.006449626,956.8773803710938,-0.005449353065341711
2,2048,200.0,8,908,811.0,-2.210104990005493,5670,0.009375,0.3,5146.375354003906,0.3496887683868408,0.0003,0.0079499865,4332.76611328125,-0.00403141271090135
2,2304,200.0,9,895,775.4545454545455,-2.164862298965454,5680,0.0140625,0.3,10252.382012939453,0.37460917234420776,0.0003,0.017179202,6284.5478515625,-0.008938080444931985
2,2560,200.0,10,890,803.3333333333334,-2.3312872409820558,5690,0.004296875,0.3,5222.373947143555,0.37971067428588867,0.0003,0.007405592,70.74520111083984,-0.005111403181217611
3,2816,200.0,11,895,807.8571428571429,-2.246558737754822,5700,0.00234375,0.3,5621.700314331055,0.32846885919570923,0.0003,0.008771048,2452.247314453125,-0.00517463858705014
3,3072,200.0,12,881,814.6666666666666,-2.114449214935303,5710,0.009765625,0.3,11184.560571289063,0.37406229972839355,0.0003,0.0058955736,5627.9443359375,-0.0062606264371424915
3,3328,200.0,13,882,819.375,-2.2427921056747437,5720,0.051953125,0.3,5497.5929153442385,0.34074318408966064,0.0003,0.021531478,3083.033447265625,-0.009759387001395226
4,3584,200.0,14,882,829.4117647058823,-2.198229169845581,5730,0.23984375,0.3,5127.521836853028,0.3490651249885559,0.0003,0.08195836,4141.94189453125,-0.017171182157471775
4,3840,200.0,15,880,835.2631578947369,-2.0283192098140717,5740,0.1703125,0.3,5506.50346069336,0.33930760622024536,0.0003,0.021757038,3185.313720703125,0.001721618021838367
4,4096,200.0,16,875,836.5,-1.9435366928577422,5750,0.006640625,0.3,9794.308483886718,0.36371439695358276,0.0003,0.009399821,4964.013671875,-0.0014831869630143046
5,4352,200.0,17,869,860.952380952381,-2.036798119544983,5760,0.00078125,0.3,5475.103924560547,0.34182965755462646,0.0003,0.0035170412,2272.759765625,-0.0038759751012548806
5,4608,200.0,18,864,867.3913043478261,-1.7890674114227294,5770,0.05,0.3,6105.150189208985,0.3527006506919861,0.0003,0.025144827,1073.7706298828125,-0.010102895577438176
