time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/value_loss,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance
2,845,2048,1,200.0,-666.0,,,,,,,,,,
6,674,4096,2,200.0,-558.5,-0.008023962909646798,4101.743224334717,10,-2.4817290298640726,1590.02685546875,0.0077817407,0.0003,0.011328125,0.2,0.0018053650856018066
9,630,6144,3,200.0,-546.3333333333334,-0.008405810853582807,3446.1592308044433,20,-2.464436163753271,1553.0919189453125,0.010334376,0.0003,0.03720703125,0.2,0.1424732804298401
13,613,8192,4,200.0,-553.5,-0.014517480540962423,3577.2507751464846,30,-2.4304000310599805,2089.64501953125,0.013176102,0.0003,0.104443359375,0.2,0.16492938995361328
16,607,10240,5,200.0,-541.1764705882352,-0.007433678176312242,2673.906904220581,40,-2.4089482173323633,1401.8193359375,0.011552475,0.0003,0.046630859375,0.2,0.35909056663513184
2,876,2048,1,200.0,-478.5,-0.009913944224535953,2477.2241550445556,50,-2.3997579634189607,949.349853515625,0.01163714,0.0003,0.06015625,0.2,0.27596861124038696
5,714,4096,2,200.0,-474.55,-0.006960756293847225,3213.046348953247,10,-2.4830418929457663,1184.0133056640625,0.0051611234,0.0003,0.001513671875,0.2,0.0010744333267211914
9,670,6144,3,200.0,-462.26666666666665,-0.006252950645284727,2906.9587787628175,20,-2.4742265187203882,1339.5284423828125,0.0059568174,0.0003,0.012646484375,0.2,0.16196614503860474
12,646,8192,4,200.0,-449.025,-0.00957408086687792,3356.6396820068358,30,-2.466293869167566,1822.7747802734375,0.006389414,0.0003,0.0232421875,0.2,0.03522086143493652
16,634,10240,5,200.0,-419.62745098039215,-0.01159901958599221,2439.3662082672117,40,-2.451612839847803,1503.96630859375,0.010869134,0.0003,0.0544921875,0.2,0.09234583377838135
2,890,2048,1,200.0,-240.0,-0.009932881297572749,1996.3408813476562,50,-2.42580059915781,901.0354614257812,0.011369994,0.0003,0.080712890625,0.2,0.1747506856918335
5,719,4096,2,200.0,-193.5,-0.009050994943390834,1752.914563369751,60,-2.3876063585281373,1112.9083251953125,0.010601955,0.0003,0.059912109375,0.2,0.15162527561187744
9,651,6144,3,200.0,-217.66666666666666,-0.007858090635272675,2237.505012130737,70,-2.400419095158577,1473.07666015625,0.0093604345,0.0003,0.047021484375,0.2,0.22138077020645142
12,631,8192,4,200.0,-225.25,-0.0070215815139818005,1542.8451917648315,80,-2.3896446116268635,598.02685546875,0.009478566,0.0003,0.0380859375,0.2,0.36747169494628906
16,610,10240,5,200.0,-240.98039215686273,-0.011133912244986277,1445.48722114563,90,-2.3824908740818502,523.4805297851562,0.008627312,0.0003,0.056396484375,0.2,0.3495293855667114
2,765,2048,1,200.0,-335.5,-0.010542336922662798,1713.191655731201,100,-2.360769146680832,470.68096923828125,0.012229631,0.0003,0.0646484375,0.2,0.19827646017074585
6,640,4096,2,200.0,-266.25,-0.008761248453811276,2275.129278564453,60,-2.412802890688181,1249.723388671875,0.010747578,0.0003,0.03701171875,0.2,0.2575133442878723
9,623,6144,3,200.0,-272.1666666666667,-0.006592130123317474,2602.125113296509,70,-2.3814705602824686,1588.2462158203125,0.005782124,0.0003,0.020849609375,0.2,0.2520788311958313
13,605,8192,4,200.0,-289.525,-0.0102997223395505,1648.1532258987427,80,-2.366436818987131,693.5375366210938,0.011505788,0.0003,0.081591796875,0.2,0.39741402864456177
