time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/learning_rate,train/approx_kl,train/n_updates,train/entropy_loss,train/loss
1,-1520.0,1078,200.0,0,256,,,,,,,,,,
2,-1520.0,1038,200.0,0,512,-0.007061433256603777,5456.5615234375,0.0,0.3,-5.555152893066406e-05,0.0003,0.00086107315,10,-2.5646588683128355,2450.098388671875
3,-1540.0,1035,200.0,0,768,-0.0031595770735293625,7000.08017578125,0.0,0.3,0.0013704299926757812,0.0003,0.00046539423,20,-2.5632224559783934,3412.640625
4,-1414.0,1052,200.0,0,1024,-0.002504865499213338,4532.712438964843,0.0,0.3,0.0036568641662597656,0.0003,0.00022767112,30,-2.5624149322509764,2025.783447265625
5,-1418.3333333333333,1036,200.0,1,1280,-0.003640206344425678,3580.2470092773438,0.0,0.3,0.00027245283126831055,0.0003,0.00041618524,40,-2.561431348323822,1720.7874755859375
6,-1427.142857142857,1038,200.0,1,1536,-0.004015155462548136,5379.366845703125,0.0,0.3,0.0004564523696899414,0.0003,0.0005484612,50,-2.5594075322151184,2753.95654296875
7,-1407.5,1041,200.0,1,1792,-0.003078676923178136,3860.427380371094,0.0,0.3,0.000249326229095459,0.0003,0.00034380378,60,-2.5571650147438048,2037.1888427734375
8,-1359.0,1039,200.0,1,2048,-0.0034731021150946617,3757.579553222656,0.0,0.3,-0.00025081634521484375,0.0003,0.0004264845,70,-2.5557268261909485,1899.156982421875
9,-1333.6363636363637,1036,200.0,2,2304,-0.005145748541690409,4797.176245117187,0.0,0.3,-0.0001245737075805664,0.0003,0.00083490764,80,-2.5511460661888123,2316.3662109375
10,-1340.0,1038,200.0,2,2560,-0.004714907170273364,3116.3293701171874,0.0,0.3,-0.0003058910369873047,0.0003,0.0009127599,90,-2.5476853489875793,1531.1136474609375
11,-1329.2857142857142,1042,200.0,2,2816,-0.003157742274925113,5694.908520507813,0.0,0.3,-0.0001125335693359375,0.0003,0.0005113338,100,-2.5442812204360963,2936.7783203125
12,-1317.3333333333333,1044,200.0,2,3072,-0.0027442081365734337,3440.4032958984376,0.0,0.3,-8.237361907958984e-05,0.0003,0.00054836506,110,-2.541173207759857,1819.6083984375
13,-1317.5,1046,200.0,3,3328,-0.0035723753040656447,3910.504736328125,0.0,0.3,2.4378299713134766e-05,0.0003,0.0007429591,120,-2.5277289390563964,1980.3597412109375
14,-1294.1176470588234,1047,200.0,3,3584,-0.005419580056332052,3151.2186889648438,0.0,0.3,-5.507469177246094e-05,0.0003,0.0009494163,130,-2.5217570900917052,1661.1348876953125
15,-1257.8947368421052,1046,200.0,3,3840,-0.0024709746241569517,2772.8140869140625,0.0,0.3,5.7220458984375e-06,0.0003,0.000560889,140,-2.5168784856796265,1377.0609130859375
