time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/learning_rate,train/approx_kl,train/n_updates,train/entropy_loss,train/loss
1,-1420.0,982,200.0,0,256,,,,,,,,,,
2,-1470.0,1041,200.0,0,512,-0.0055880362400785085,5280.507641601563,0.0,0.3,-0.0007899999618530273,0.0003,0.00073338114,10,-2.56469464302063,2364.865234375
3,-1273.3333333333333,1032,200.0,0,768,-0.0030160191003233195,5085.23505859375,0.0,0.3,0.0022212862968444824,0.0003,0.0004513522,20,-2.5634836077690126,2517.666015625
4,-1222.0,1022,200.0,1,1024,-0.0036445770645514132,3461.5641845703126,0.0,0.3,0.0012990832328796387,0.0003,0.00045257597,30,-2.5629202246665956,1435.41064453125
5,-1230.0,1028,200.0,1,1280,-0.001834371662698686,2958.81328125,0.0,0.3,0.0007104873657226562,0.0003,0.00027034432,40,-2.561275589466095,1587.42919921875
6,-1254.2857142857142,1032,200.0,1,1536,-0.0014136955549474805,5943.23955078125,0.0,0.3,0.0014998912811279297,0.0003,0.00010923343,50,-2.560794270038605,3071.81005859375
7,-1243.75,1036,200.0,1,1792,-0.004330301051959395,3328.2562255859375,0.0,0.3,0.00027942657470703125,0.0003,0.00041314703,60,-2.559764862060547,1724.7540283203125
8,-1226.0,1036,200.0,1,2048,-0.0036960049998015164,3525.0526733398438,0.0,0.3,-0.00020492076873779297,0.0003,0.00055134716,70,-2.5585964918136597,1736.2236328125
9,-1206.3636363636363,1039,200.0,2,2304,-0.002461706334725022,4071.5070678710936,0.0,0.3,-3.314018249511719e-05,0.0003,0.00027421257,80,-2.5566649794578553,1995.7373046875
10,-1154.1666666666667,1040,200.0,2,2560,-0.0034010103903710843,2653.6481323242188,0.0,0.3,-0.0002568960189819336,0.0003,0.0005108069,90,-2.554871141910553,1129.1346435546875
11,-1129.2857142857142,1043,200.0,2,2816,-0.0075099268462508915,4372.8101806640625,0.0,0.3,-8.118152618408203e-05,0.0003,0.0013135129,100,-2.5545492291450502,2475.51904296875
