time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl
602,1881.0,8192,4,200.0,13,0.0003,8775.826171875,0.25214338302612305,-1.8266623090952634,-0.007333577534154756,18487.541403198244,0.03203125,780,0.2,0.010170392
592,1928.8235294117646,10240,5,200.0,17,0.0003,10032.873046875,0.23513787984848022,-1.8219101399183273,-0.008196216819487744,19580.40726928711,0.02919921875,790,0.2,0.008386968
861,2096.0,2048,1,200.0,2,0.0003,8403.1943359375,0.23573839664459229,-1.8189353201538325,-0.007980807298736181,20925.573638916016,0.080126953125,800,0.2,0.008666907
667,2166.5,4096,2,200.0,6,0.0003,14464.9384765625,0.3887324333190918,-1.047086861357093,-0.005248523403133731,23177.71259765625,0.03603515625,760,0.2,0.0052877017
632,2184.6666666666665,6144,3,200.0,9,0.0003,11875.27734375,0.469196617603302,-1.0139767713844776,-0.007053032207477372,26920.820092773436,0.053369140625,770,0.2,0.004667731
618,2091.0,8192,4,200.0,13,0.0003,13020.66015625,0.17275482416152954,-1.0083084648475051,-0.004880594395945082,26092.94626159668,0.044873046875,780,0.2,0.0059902156
612,2082.7450980392155,10240,5,200.0,16,0.0003,8394.1708984375,0.47228068113327026,-0.9348820010200143,-0.00402231852785917,18587.222421264647,0.024853515625,790,0.2,0.003739359
910,1469.0,2048,1,200.0,2,0.0003,9049.732421875,0.2232469916343689,-0.9840117890387774,-0.005869875938878976,22723.529190063477,0.021337890625,800,0.2,0.0033119202
706,1856.5,4096,2,200.0,5,0.0003,10611.2978515625,0.6092066168785095,-1.8244153417646884,-0.00632498201157432,18691.307192993165,0.0169921875,810,0.2,0.0061374046
646,1988.3333333333333,6144,3,200.0,9,0.0003,10601.4697265625,0.2333659529685974,-1.7578427396714686,-0.00484165120869875,22846.66459350586,0.014697265625,820,0.2,0.006124697
630,2089.5,8192,4,200.0,12,0.0003,12845.23828125,0.22562932968139648,-1.697741574048996,-0.010612085515458603,25613.928717041017,0.109130859375,830,0.2,0.011246017
620,2184.901960784314,10240,5,200.0,16,0.0003,14128.6796875,0.07914000749588013,-1.6628602929413319,-0.007393148973642382,27521.93311767578,0.064453125,840,0.2,0.010614783
782,2699.0,2048,1,200.0,2,0.0003,17930.91015625,0.29719746112823486,-1.609911321103573,-0.005459463509760098,32556.81198730469,0.0357421875,850,0.2,0.0074736904
635,2699.0,4096,2,200.0,6,0.0003,17945.44921875,0.014537274837493896,-1.03718734215945,-0.006740674318280071,32423.1633972168,0.064404296875,810,0.2,0.005743389
577,2695.3333333333335,6144,3,200.0,10,0.0003,20163.33203125,0.010589361190795898,-0.9809484932571649,-0.0036041802770341745,34682.57462158203,0.02998046875,820,0.2,0.003703959
560,2773.25,8192,4,200.0,14,0.0003,16915.154296875,0.03020697832107544,-0.9812017573043704,-0.004936672721669311,33850.54465942383,0.026318359375,830,0.2,0.0036021117
549,2743.1372549019607,10240,5,200.0,18,0.0003,19818.4453125,0.0004240870475769043,-0.9804224539548159,-0.006487744893820491,42881.43994140625,0.052587890625,840,0.2,0.0057726726
750,2794.0,2048,1,200.0,2,0.0003,17136.537109375,0.0018990635871887207,-0.9762897534295917,-0.006216351804323494,32483.03272705078,0.06044921875,850,0.2,0.0041511264
626,2761.0,4096,2,200.0,6,0.0003,15509.919921875,0.002819836139678955,-1.5189192827790976,-0.007888173933315557,35332.23229980469,0.06259765625,860,0.2,0.00825911
580,2825.6666666666665,6144,3,200.0,10,0.0003,18700.27734375,0.02557682991027832,-1.540882805734873,-0.008362167664745356,33321.84412841797,0.060498046875,870,0.2,0.00915489
570,2861.5,8192,4,200.0,14,0.0003,19716.720703125,5.2928924560546875e-05,-1.4900018330663443,-0.009137508108688052,39136.934631347656,0.09716796875,880,0.2,0.009561026
566,2887.6470588235293,10240,5,200.0,18,0.0003,22177.3671875,0.04976797103881836,-1.5076649460941554,-0.010866800497751683,39307.73052368164,0.110400390625,890,0.2,0.010351471
853,2991.0,2048,1,200.0,2,0.0003,22844.3046875,0.0883793830871582,-1.441552771627903,-0.00679781374783488,39922.490734863284,0.03359375,900,0.2,0.006335742
669,2849.5,4096,2,200.0,6,0.0003,19132.984375,0.0024017691612243652,-0.9638806272298097,-0.007782094946014695,42343.94906005859,0.07265625,860,0.2,0.006112123
623,2949.0,6144,3,200.0,9,0.0003,15757.4697265625,0.2845968008041382,-1.0461292706429959,-0.006451534277584869,38247.04050292969,0.05966796875,870,0.2,0.0055040084
604,2826.25,8192,4,200.0,13,0.0003,19341.611328125,0.01935601234436035,-1.0231200911104679,-0.004679152036987944,43802.558813476564,0.03876953125,880,0.2,0.003416035
594,2938.235294117647,10240,5,200.0,17,0.0003,17613.109375,0.3798200488090515,-1.0229247599840163,-0.007945685845334083,35315.357946777345,0.055078125,890,0.2,0.005967104
811,2937.0,2048,1,200.0,2,0.0003,30059.59765625,0.0036072731018066406,-0.9940954407677054,-0.007682436732284259,48791.29399414062,0.0599609375,900,0.2,0.0056724213
644,2991.0,4096,2,200.0,6,0.0003,19923.923828125,0.24557191133499146,-1.4243017084896565,-0.004452486331138062,38854.00682983398,0.019921875,910,0.2,0.0071977926
596,3007.0,6144,3,200.0,10,0.0003,18939.21875,0.131455659866333,-1.423087952286005,-0.0075833046503248625,41250.99779052734,0.0345703125,920,0.2,0.00588111
548,3088.0,8192,4,200.0,14,0.0003,23133.669921875,-0.0009588003158569336,-1.350781363248825,-0.00822955422772793,41572.6960144043,0.07158203125,930,0.2,0.008767609
540,3168.823529411765,10240,5,200.0,18,0.0003,30020.669921875,2.3365020751953125e-05,-1.342298774048686,-0.006224224439938553,52017.39064941406,0.043115234375,940,0.2,0.006185546
718,3416.0,2048,1,200.0,2,0.0003,24301.671875,0.00048154592514038086,-1.3113962665200234,-0.006712966825580225,50054.80959472656,0.055615234375,950,0.2,0.005604728
611,3416.5,4096,2,200.0,6,0.0003,24767.205078125,0.003952085971832275,-0.9453864449635148,-0.0037958075976348483,51431.81748046875,0.01787109375,910,0.2,0.002249585
567,3289.3333333333335,6144,3,200.0,10,0.0003,23643.884765625,0.20558881759643555,-0.98133006952703,-0.009719480874628062,50559.932604980466,0.09990234375,920,0.2,0.011461165
564,3262.25,8192,4,200.0,14,0.0003,23442.287109375,0.0032209157943725586,-1.0243372151628136,-0.010471969916397938,45410.21473999023,0.04091796875,930,0.2,0.0048375954
558,3202.3529411764707,10240,5,200.0,18,0.0003,26865.03125,-0.0014607906341552734,-0.9983258437365293,-0.003668288336484693,48211.16845703125,0.039404296875,940,0.2,0.0056550577
881,3046.0,2048,1,200.0,2,0.0003,19439.345703125,0.38420969247817993,-1.0437912290915847,-0.0032633722134050914,45763.0583190918,0.03076171875,950,0.2,0.0037908987
688,3252.5,4096,2,200.0,5,0.0003,21545.42578125,0.4710972309112549,-1.3352915819734335,-0.008331595238269074,44347.84554443359,0.07978515625,960,0.2,0.009834871
628,3188.6666666666665,6144,3,200.0,9,0.0003,27402.765625,0.015581965446472168,-1.2586867887526751,-0.004772430448792875,52456.888995361325,0.02451171875,970,0.2,0.004425628
611,3231.5,8192,4,200.0,13,0.0003,23437.603515625,0.5178638696670532,-1.3121080465614796,-0.009656864214775851,44617.168475341794,0.09912109375,980,0.2,0.009863643
607,3257.2549019607845,10240,5,200.0,16,0.0003,25490.19140625,-0.000270843505859375,-1.2484062094241382,-0.007916842593840557,46389.32481689453,0.091650390625,990,0.2,0.010288207
907,3479.0,2048,1,200.0,2,0.0003,24214.302734375,-0.02908456325531006,-1.2307708386331797,-0.007309916450321907,46567.90942993164,0.039501953125,1000,0.2,0.005467857
667,3418.0,4096,2,200.0,6,0.0003,25731.369140625,0.03561359643936157,-0.965134746953845,-0.0051634774965350514,52731.607360839844,0.02685546875,960,0.2,0.0032215477
600,3174.6666666666665,6144,3,200.0,10,0.0003,27419.482421875,0.19134896993637085,-0.9684544619172811,-0.005786897252255585,48601.565930175784,0.03193359375,970,0.2,0.004306703
580,3269.0,8192,4,200.0,14,0.0003,26176.08984375,0.6126638650894165,-0.9718191018328071,-0.00394265685317805,40605.459155273435,0.023095703125,980,0.2,0.0032602118
564,3262.7450980392155,10240,5,200.0,18,0.0003,22324.7265625,0.0006070137023925781,-1.019525733590126,-0.00490591131238034,51295.996105957034,0.04384765625,990,0.2,0.0056030834
738,3723.0,2048,1,200.0,2,0.0003,27976.03515625,0.5248399972915649,-0.9900500312447548,-0.0056995360486325804,50195.165356445315,0.0330078125,1000,0.2,0.0052391533
616,3632.0,4096,2,200.0,6,0.0003,27698.884765625,-8.463859558105469e-06,-1.1562632206827401,-0.0064355030364822595,56012.332348632815,0.039111328125,1010,0.2,0.0055545494
567,3646.3333333333335,6144,3,200.0,10,0.0003,26442.201171875,5.960464477539063e-08,-1.126880980283022,-0.0049876230594236405,50194.776171875,0.042919921875,1020,0.2,0.00613818
550,3662.75,8192,4,200.0,14,0.0003,29146.955078125,2.384185791015625e-07,-1.1220709666609765,-0.0045042369718430566,55255.90413818359,0.03466796875,1030,0.2,0.0037881453
541,3598.235294117647,10240,5,200.0,18,0.0003,26650.123046875,0.0056563615798950195,-1.0938612934201957,-0.0062094590211927425,55681.12639160156,0.04697265625,1040,0.2,0.0071992185
794,3755.0,2048,1,200.0,2,0.0003,27831.65625,0.36176222562789917,-1.134379879012704,-0.008489790184103185,49168.93790283203,0.0685546875,1050,0.2,0.008018386
643,3854.5,4096,2,200.0,6,0.0003,30082.416015625,0.0006518363952636719,-0.8730531623587012,-0.005689380008698208,58515.602856445315,0.025634765625,1010,0.2,0.004333517
595,3678.3333333333335,6144,3,200.0,10,0.0003,26024.70703125,5.424022674560547e-06,-0.8814053669571876,-0.004270068040932528,60836.873571777345,0.03056640625,1020,0.2,0.008373539
583,3608.25,8192,4,200.0,14,0.0003,25419.625,0.11775237321853638,-0.9408431304618716,-0.00587478575471323,50905.26599121094,0.0478515625,1030,0.2,0.005395636
569,3570.392156862745,10240,5,200.0,17,0.0003,24480.46875,0.505997896194458,-0.9411822628229857,-0.0030936169263441116,47480.89395751953,0.034326171875,1040,0.2,0.0042007216
767,3629.0,2048,1,200.0,2,0.0003,22321.2890625,0.49587947130203247,-0.9357954883947969,-0.006185212539276108,52541.956274414064,0.026953125,1050,0.2,0.003626526
634,3421.5,4096,2,200.0,6,0.0003,22918.193359375,0.00223541259765625,-1.0897411456331612,-0.0037597059475956486,52074.905798339845,0.031787109375,1060,0.2,0.0049361447
595,3415.0,6144,3,200.0,10,0.0003,20868.28515625,0.646527886390686,-1.1716689229011537,-0.006311754827038385,48452.54990234375,0.046240234375,1070,0.2,0.005116802
582,3535.25,8192,4,200.0,14,0.0003,23565.47265625,0.5610153079032898,-1.1082078512758016,-0.005610216064087581,52251.2093383789,0.0599609375,1080,0.2,0.008441316
572,3544.3137254901962,10240,5,200.0,17,0.0003,24185.974609375,6.556510925292969e-07,-1.0497384391725064,-0.004784995652153156,55483.335229492186,0.0470703125,1090,0.2,0.006380729
815,3703.0,2048,1,200.0,2,0.0003,26787.15625,0.05490124225616455,-1.0813867669552564,-0.006247271691245259,55548.707348632815,0.05068359375,1100,0.2,0.0058903126
662,3711.5,4096,2,200.0,6,0.0003,27677.189453125,0.03854477405548096,-0.9143209401518106,-0.004224854380299803,52809.57928466797,0.04765625,1060,0.2,0.0044153463
621,3707.0,6144,3,200.0,9,0.0003,27504.88671875,-0.0001825094223022461,-0.9244510242715478,-0.0053134603178477844,55944.10947265625,0.045556640625,1070,0.2,0.0046629817
598,3785.0,8192,4,200.0,13,0.0003,32283.73046875,0.012139618396759033,-0.9035394228994846,-0.005988629556668457,56702.671069335935,0.045556640625,1080,0.2,0.004829774
587,3745.6862745098038,10240,5,200.0,17,0.0003,31631.87109375,4.76837158203125e-06,-0.8870532430708409,-0.005796732261660509,61169.009033203125,0.06044921875,1090,0.2,0.004808752
858,3467.0,2048,1,200.0,2,0.0003,30933.888671875,4.0471553802490234e-05,-0.9512874059379101,-0.007529718983278144,54220.506848144534,0.060205078125,1100,0.2,0.005100587
668,3613.0,4096,2,200.0,6,0.0003,26624.84765625,0.4784073233604431,-1.0832467945292592,-0.0062096406298223885,52018.34892578125,0.057763671875,1110,0.2,0.007305552
621,3535.6666666666665,6144,3,200.0,9,0.0003,22521.134765625,-1.7881393432617188e-06,-0.9725900895893573,-0.0067053226703137625,54174.82016601563,0.061181640625,1120,0.2,0.0068948055
590,3550.5,8192,4,200.0,13,0.0003,25689.455078125,0.5494931936264038,-1.038070916943252,-0.004314974934095517,48284.593041992186,0.035302734375,1130,0.2,0.0049175946
582,3506.8627450980393,10240,5,200.0,17,0.0003,23732.78515625,-1.3113021850585938e-06,-0.9606038201600313,-0.00385107032925589,50886.98651123047,0.01982421875,1140,0.2,0.003636086
832,3698.0,2048,1,200.0,2,0.0003,28177.205078125,0.022183656692504883,-1.010626250319183,-0.004868047534546349,48297.62957763672,0.02666015625,1150,0.2,0.003257297
670,3659.5,4096,2,200.0,6,0.0003,25415.74609375,0.0039855241775512695,-0.9226269410923124,-0.0025762674071302173,54625.056640625,0.028564453125,1110,0.2,0.0033325944
608,3734.3333333333335,6144,3,200.0,10,0.0003,32035.255859375,-0.0009357929229736328,-0.9700887404382229,-0.005743263004114851,54783.49100341797,0.056591796875,1120,0.2,0.005817882
592,3720.0,8192,4,200.0,13,0.0003,23669.4921875,2.682209014892578e-06,-0.9208749296143651,-0.004414419921522495,56468.74676513672,0.05068359375,1130,0.2,0.0041959384
570,3700.392156862745,10240,5,200.0,17,0.0003,22391.265625,1.9729137420654297e-05,-1.0030254535377026,-0.006428082528873347,57010.53427734375,0.055322265625,1140,0.2,0.0045151412
774,3989.0,2048,1,200.0,2,0.0003,26648.65625,0.03334319591522217,-0.9825109144672751,-0.0038249525794526564,54184.49620361328,0.03798828125,1150,0.2,0.0042438465
623,3885.0,4096,2,200.0,6,0.0003,29467.251953125,-3.5762786865234375e-06,-0.9389197742566466,-0.0026745366645627654,62896.084692382814,0.026953125,1160,0.2,0.003939381
579,3852.6666666666665,6144,3,200.0,10,0.0003,24582.662109375,2.9861927032470703e-05,-0.9417602704837919,-0.009318758205336054,53534.62788085938,0.07705078125,1170,0.2,0.0077425474
566,3839.5,8192,4,200.0,14,0.0003,32491.513671875,-3.5762786865234375e-07,-0.9309180231764913,-0.003920682282478083,56633.95495605469,0.015478515625,1180,0.2,0.0025935518
557,3823.3333333333335,10240,5,200.0,18,0.0003,23578.28125,7.152557373046875e-07,-0.9404659003019333,-0.004975243969238363,58184.190930175784,0.07412109375,1190,0.2,0.0065660765
811,3362.0,2048,1,200.0,2,0.0003,26948.384765625,6.020069122314453e-06,-0.9511493904516101,-0.004701750307867769,55792.017614746095,0.030029296875,1200,0.2,0.004787993
664,3575.5,4096,2,200.0,6,0.0003,25245.99609375,0.17740118503570557,-0.9570302510634064,-0.0061603212598129176,52232.11802978515,0.04912109375,1160,0.2,0.0059577683
623,3658.3333333333335,6144,3,200.0,9,0.0003,30342.5390625,0.10076034069061279,-0.899459864757955,-0.006198070669779554,58996.76199951172,0.046923828125,1170,0.2,0.005258324
603,3734.0,8192,4,200.0,13,0.0003,24801.193359375,0.20186883211135864,-0.8881883297115565,-0.003951262937334832,56987.47818603516,0.033984375,1180,0.2,0.0031639414
591,3791.372549019608,10240,5,200.0,17,0.0003,28250.271484375,0.04568755626678467,-0.9059303836897016,-0.004930840099405032,58966.247033691405,0.028955078125,1190,0.2,0.0032556271
864,3832.0,2048,1,200.0,2,0.0003,29475.580078125,0.0026360750198364258,-0.8721862655133009,-0.005104615240998101,61796.975085449216,0.042236328125,1200,0.2,0.005149783
677,3842.5,4096,2,200.0,6,0.0003,30449.880859375,-0.009555459022521973,-0.9543437959626317,-0.006248965531995054,59263.33992919922,0.054150390625,1210,0.2,0.0036345834
628,3910.3333333333335,6144,3,200.0,9,0.0003,29366.259765625,2.384185791015625e-05,-0.910099957510829,-0.009176703340199311,58835.22576904297,0.069140625,1220,0.2,0.008519266
609,3807.75,8192,4,200.0,13,0.0003,34096.25,0.0001526474952697754,-0.9175078827887774,-0.003505751992634032,62636.62534179688,0.03447265625,1230,0.2,0.0042038364
597,3867.6470588235293,10240,5,200.0,17,0.0003,23421.939453125,0.5026100873947144,-0.9895939648151397,-0.00582898078719154,51066.67022705078,0.0638671875,1240,0.2,0.0061105057
853,4217.0,2048,1,200.0,2,0.0003,40722.3046875,0.005244433879852295,-0.9215216415002943,-0.003318250109441578,67027.52659912109,0.012060546875,1250,0.2,0.0024928027
671,4183.5,4096,2,200.0,6,0.0003,35578.41796875,8.821487426757812e-05,-0.8555774629116059,-0.004745402670232579,70665.40748291016,0.033642578125,1210,0.2,0.003441951
629,4083.0,6144,3,200.0,9,0.0003,31004.40234375,0.03818047046661377,-0.8135456535965204,-0.0056775271834339945,62262.77846679687,0.07880859375,1220,0.2,0.007176036
607,3943.5,8192,4,200.0,13,0.0003,29495.947265625,0.1697116494178772,-0.8528025941923261,-0.004249503838582314,59614.15808105469,0.04716796875,1230,0.2,0.004523314
593,3898.235294117647,10240,5,200.0,17,0.0003,25673.9921875,0.40762150287628174,-0.8487234808504581,-0.003788269910728559,53776.255871582034,0.020556640625,1240,0.2,0.0028137867
848,3862.0,2048,1,200.0,2,0.0003,26144.56640625,0.5032340288162231,-0.8019479408860206,-0.004616690395050682,59089.755871582034,0.021484375,1250,0.2,0.0031450223
698,3968.5,4096,2,200.0,5,0.0003,29824.333984375,0.07348644733428955,-0.970373609662056,-0.006078153348789783,61125.59976806641,0.046044921875,1260,0.2,0.0054449793
655,4008.3333333333335,6144,3,200.0,9,0.0003,28665.916015625,0.013013660907745361,-0.9319146703928709,-0.006087955668772338,63777.980297851565,0.049072265625,1270,0.2,0.0045323344
635,4067.5,8192,4,200.0,12,0.0003,27320.53515625,-0.0009113550186157227,-0.8856008930131793,-0.002978027159406338,59063.75209960937,0.02333984375,1280,0.2,0.0045439885
626,4094.5098039215686,10240,5,200.0,16,0.0003,36803.140625,-4.100799560546875e-05,-0.8549676284193992,-0.004319434615899809,66879.69295654297,0.0208984375,1290,0.2,0.0030678227
907,3778.0,2048,1,200.0,2,0.0003,34268.671875,0.002152085304260254,-0.8499173561111093,-0.007163176402536919,66873.74193115234,0.06826171875,1300,0.2,0.00629285
705,3973.5,4096,2,200.0,5,0.0003,27585.8125,0.025098085403442383,-0.8282962987199426,-0.005120912454731297,54756.47672119141,0.0376953125,1260,0.2,0.005171802
652,4000.3333333333335,6144,3,200.0,9,0.0003,31001.697265625,-8.118152618408203e-05,-0.7702173613011837,-0.003457133501797216,65856.87301025391,0.039453125,1270,0.2,0.0026220996
621,4019.5,8192,4,200.0,13,0.0003,30095.693359375,-0.0022916793823242188,-0.7204598473384977,-0.003985581584493048,63000.88195800781,0.0443359375,1280,0.2,0.0059720916
607,3970.7843137254904,10240,5,200.0,16,0.0003,26340.267578125,7.826089859008789e-05,-0.7121190359815955,-0.0037362692935857924,61239.78919677735,0.033203125,1290,0.2,0.0031994795
749,3593.0,2048,1,200.0,2,0.0003,23351.923828125,0.3727370500564575,-0.7116230996325612,-0.005365321414137725,56808.427795410156,0.0341796875,1300,0.2,0.0046975445
631,3776.0,4096,2,200.0,6,0.0003,25523.333984375,0.4610332250595093,-0.9126403899863362,-0.006422018360171933,54962.23430175781,0.052490234375,1310,0.2,0.0041265553
587,3893.3333333333335,6144,3,200.0,10,0.0003,33049.75,0.0042656660079956055,-0.8878570893779397,-0.0026674432810978033,62272.50234375,0.008740234375,1320,0.2,0.0023788302
563,3919.0,8192,4,200.0,14,0.0003,33765.8359375,1.1920928955078125e-07,-0.8708886962383986,-0.006952611722954316,63688.36166992188,0.072412109375,1330,0.2,0.0057788235
556,3992.3529411764707,10240,5,200.0,18,0.0003,25465.638671875,0.00012367963790893555,-0.8983193757012486,-0.00767210694248206,60978.84984130859,0.080810546875,1340,0.2,0.007740763
748,4296.0,2048,1,200.0,2,0.0003,33547.08203125,1.0132789611816406e-06,-0.8839803213253618,-0.0028331744797469582,63492.734338378905,0.030078125,1350,0.2,0.0038235402
611,4054.0,4096,2,200.0,6,0.0003,39558.01171875,8.881092071533203e-06,-0.7634703852236271,-0.003205472865374759,67658.12344970703,0.043603515625,1310,0.2,0.004097434
586,4057.3333333333335,6144,3,200.0,10,0.0003,30899.712890625,0.00012868642807006836,-0.7616915861144662,-0.0037566179787972944,60480.639587402344,0.03232421875,1320,0.2,0.003964946
572,4079.25,8192,4,200.0,14,0.0003,31227.71875,1.0609626770019531e-05,-0.7258711332455278,-0.0023244134194101208,62345.8560913086,0.020947265625,1330,0.2,0.0021892434
567,4113.333333333333,10240,5,200.0,18,0.0003,28197.6875,0.02022761106491089,-0.6919215343892574,-0.005948860254284228,63542.399353027344,0.07802734375,1340,0.2,0.006016925
839,3767.0,2048,1,200.0,2,0.0003,27607.21484375,0.00021725893020629883,-0.703521400410682,-0.003182417229254497,62622.180700683595,0.029736328125,1350,0.2,0.003071884
664,3907.0,4096,2,200.0,6,0.0003,24555.591796875,0.13415950536727905,-0.9754421181976796,-0.005724365636706352,58374.271984863284,0.07412109375,1360,0.2,0.007333307
618,3888.3333333333335,6144,3,200.0,9,0.0003,33460.85546875,2.384185791015625e-07,-0.9116561459377408,-0.005868466881656787,60721.03747558594,0.06669921875,1370,0.2,0.005892846
601,3799.5,8192,4,200.0,13,0.0003,27792.697265625,0.3472321033477783,-0.9329717125743627,-0.0023788289705407805,58141.03331298828,0.009716796875,1380,0.2,0.0032375343
590,3818.0392156862745,10240,5,200.0,17,0.0003,17051.62890625,0.5048177242279053,-0.97335200086236,-0.007656413241056726,51152.61328125,0.065869140625,1390,0.2,0.006055018
751,4381.0,2048,1,200.0,2,0.0003,28758.41796875,0.5688514113426208,-0.8892443371936679,-0.00497713120712433,61860.15655517578,0.052294921875,1400,0.2,0.00488933
620,4075.5,4096,2,200.0,6,0.0003,34252.95703125,-2.7418136596679688e-06,-0.6878001321107149,-0.006239776172151323,66705.85391845703,0.0646484375,1360,0.2,0.006927139
583,4016.0,6144,3,200.0,10,0.0003,26042.435546875,0.4393575191497803,-0.6940036520361901,-0.005769802246504696,58642.94689941406,0.045361328125,1370,0.2,0.0043257717
566,4047.0,8192,4,200.0,14,0.0003,41927.43359375,0.4859046936035156,-0.6867913944646716,-0.0037961108231684194,61188.20217285156,0.03857421875,1380,0.2,0.0034564023
557,4101.176470588235,10240,5,200.0,18,0.0003,38792.56640625,-0.00019347667694091797,-0.7099263897165656,-0.00274942776595708,64851.72332763672,0.0322265625,1390,0.2,0.0033485284
672,4385.0,2048,1,200.0,3,0.0003,33336.3671875,0.030785858631134033,-0.7394048953428864,-0.0027594540297286585,63107.16783447265,0.02626953125,1400,0.2,0.0024924108
580,4061.0,4096,2,200.0,7,0.0003,35205.48046875,-0.008995890617370605,-0.7906069155782461,-0.003389256559603382,67506.85895996094,0.022509765625,1410,0.2,0.0036879422
569,4081.3333333333335,6144,3,200.0,10,0.0003,20374.212890625,0.5526496171951294,-0.9137948874384165,-0.005735197839385364,57001.95844726563,0.042431640625,1420,0.2,0.004645265
574,4103.75,8192,4,200.0,14,0.0003,41663.25390625,0.0002453327178955078,-0.8261088395491243,-0.005881658004363998,66612.38106689454,0.04482421875,1430,0.2,0.006412044
575,4057.2549019607845,10240,5,200.0,17,0.0003,31130.66796875,3.4689903259277344e-05,-0.8020078545436263,-0.0066304122665314935,62354.933984375,0.060498046875,1440,0.2,0.004950739
895,4266.0,2048,1,200.0,2,0.0003,34122.06640625,0.5790051221847534,-0.8478487085551023,-0.0055035890254657716,59241.507421875,0.037255859375,1450,0.2,0.0046638222
709,3855.0,4096,2,200.0,5,0.0003,29143.69140625,0.01839578151702881,-0.7552693957462907,-0.0023372299852780997,65144.34833984375,0.01611328125,1410,0.2,0.0025882798
664,3982.0,6144,3,200.0,9,0.0003,21585.9765625,0.0016758441925048828,-0.8157895989716053,-0.00404796776274452,53525.80115966797,0.0326171875,1420,0.2,0.004487161
641,4008.75,8192,4,200.0,12,0.0003,31801.37890625,0.00043326616287231445,-0.7857071410864591,-0.004372271410829853,65807.65174560547,0.0443359375,1430,0.2,0.0043495446
631,4054.705882352941,10240,5,200.0,16,0.0003,23924.400390625,0.005550503730773926,-0.7697782922536135,-0.004083601463935338,64825.689672851564,0.033984375,1440,0.2,0.0040777577
911,3706.0,2048,1,200.0,2,0.0003,30785.267578125,-5.364418029785156e-05,-0.863253572769463,-0.005428669186949264,65169.13862304688,0.07529296875,1450,0.2,0.005812795
655,3950.0,4096,2,200.0,6,0.0003,33897.125,0.6084349751472473,-0.8795989187434315,-0.005176638525153976,58363.94926757812,0.065234375,1460,0.2,0.005789426
608,4014.6666666666665,6144,3,200.0,10,0.0003,30147.365234375,0.005599260330200195,-0.7908694230020046,-0.003167739772470668,62632.7451171875,0.027490234375,1470,0.2,0.002209297
584,3908.0,8192,4,200.0,14,0.0003,31250.34765625,-0.0021963119506835938,-0.8055372120812535,-0.0037577576629701072,61467.878173828125,0.032421875,1480,0.2,0.0045761354
574,3974.3137254901962,10240,5,200.0,17,0.0003,26241.77734375,0.6274717450141907,-0.8678292233496905,-0.004962354540475644,51250.17723999023,0.066259765625,1490,0.2,0.00884562
752,4056.0,2048,1,200.0,2,0.0003,34170.08203125,0.005128741264343262,-0.7926744401454926,-0.004292354270000942,64273.71340332031,0.057470703125,1500,0.2,0.0047608456
614,4136.5,4096,2,200.0,6,0.0003,32802.55859375,1.0669231414794922e-05,-0.8561741899698972,-0.003987438506737817,58321.692395019534,0.033056640625,1460,0.2,0.0037217946
581,4107.666666666667,6144,3,200.0,10,0.0003,34868.484375,0.0013762712478637695,-0.8499506704509259,-0.005021681984362658,62953.26022949219,0.05419921875,1470,0.2,0.003820831
563,4093.0,8192,4,200.0,14,0.0003,27368.498046875,0.0001112222671508789,-0.8727140106260777,-0.0035903571420931256,56709.617687988284,0.039453125,1480,0.2,0.005124524
559,4120.0,10240,5,200.0,18,0.0003,29109.224609375,0.0013983845710754395,-0.8801170289516449,-0.0068282550484582314,60369.12592773438,0.055322265625,1490,0.2,0.005038509
745,4170.0,2048,1,200.0,2,0.0003,34597.57421875,-1.1920928955078125e-07,-0.8441702470183372,-0.004164171652519144,64546.650451660156,0.0380859375,1500,0.2,0.003963044
622,4144.5,4096,2,200.0,6,0.0003,29786.4296875,0.05259448289871216,-0.7907636877149343,-0.00701421153426054,61291.79064941406,0.086669921875,1510,0.2,0.006406406
593,4128.333333333333,6144,3,200.0,10,0.0003,32538.7890625,-0.0006927251815795898,-0.7831143505871296,-0.004472140036523342,61583.95695800781,0.036669921875,1520,0.2,0.0038469138
573,4019.0,8192,4,200.0,14,0.0003,29243.087890625,-0.006798267364501953,-0.7826103800907731,-0.0047761908543179745,59733.023681640625,0.04052734375,1530,0.2,0.0045107547
558,4061.764705882353,10240,5,200.0,18,0.0003,23384.23046875,0.6185662746429443,-0.8492768043652177,-0.0034831174809369257,54511.490222167966,0.03583984375,1540,0.2,0.004711741
753,4165.0,2048,1,200.0,2,0.0003,28858.966796875,2.086162567138672e-06,-0.7859367813915015,-0.0038619142549578102,67460.57037353516,0.033251953125,1550,0.2,0.0038716418
627,4227.0,4096,2,200.0,6,0.0003,26213.02734375,0.00022989511489868164,-0.8334966447204352,-0.007746685581514612,63784.84946289063,0.078955078125,1510,0.2,0.006141877
596,4148.333333333333,6144,3,200.0,10,0.0003,31772.42578125,0.0,-0.7635374557226896,-0.004402189703250769,64092.456787109375,0.0466796875,1520,0.2,0.0035015573
