time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl
577,4164.25,8192,4,200.0,14,0.0003,27999.228515625,0.008438825607299805,-0.7527326934039593,-0.0034525087801739575,59334.253942871095,0.031884765625,1530,0.2,0.0026644315
570,4100.980392156863,10240,5,200.0,17,0.0003,38114.01171875,0.0,-0.7959789633750916,-0.0032628004701109603,59926.404333496095,0.045361328125,1540,0.2,0.004608717
835,4215.0,2048,1,200.0,2,0.0003,23433.05078125,0.08617502450942993,-0.8320997504517436,-0.008062867721309885,58832.61312255859,0.07490234375,1550,0.2,0.006353747
663,4202.5,4096,2,200.0,6,0.0003,26887.5078125,1.3709068298339844e-06,-0.7579248206689954,-0.005452467990107834,62695.53585205078,0.040478515625,1560,0.2,0.004882187
621,4174.666666666667,6144,3,200.0,9,0.0003,23673.224609375,0.006535172462463379,-0.797450395859778,-0.004742630680266302,59831.291723632814,0.062060546875,1570,0.2,0.007106793
601,4166.5,8192,4,200.0,13,0.0003,31481.1328125,-7.152557373046875e-07,-0.8194047098979353,-0.006043625649181194,62887.30340576172,0.054248046875,1580,0.2,0.006864664
591,4213.725490196079,10240,5,200.0,17,0.0003,38421.62109375,0.18327206373214722,-0.8306290114298462,-0.006948774254124146,66422.56129150391,0.0802734375,1590,0.2,0.0064535644
829,4234.0,2048,1,200.0,2,0.0003,30870.625,0.0,-0.7783181224018335,-0.004434313400997781,70148.52706298829,0.045361328125,1600,0.2,0.004186261
663,4004.5,4096,2,200.0,6,0.0003,26658.72265625,5.364418029785156e-07,-0.8246241491287947,-0.003353550910105696,63581.64334716797,0.0361328125,1560,0.2,0.0038545812
624,4103.333333333333,6144,3,200.0,9,0.0003,24023.52734375,0.5696532726287842,-0.8483563369140029,-0.00379119267090573,56198.301513671875,0.030419921875,1570,0.2,0.0030402737
601,4062.25,8192,4,200.0,13,0.0003,42113.73046875,-0.0038819313049316406,-0.8513073170557618,-0.003768864985613618,61328.55803222656,0.06318359375,1580,0.2,0.008406551
590,4121.764705882353,10240,5,200.0,17,0.0003,24764.357421875,0.0025536417961120605,-0.8202445665374398,-0.004222097141609993,61042.99178466797,0.036572265625,1590,0.2,0.004672419
833,4284.0,2048,1,200.0,2,0.0003,31641.033203125,0.04019272327423096,-0.7789114341139793,-0.005029096917132847,67948.20391845703,0.044775390625,1600,0.2,0.004255173
673,4230.5,4096,2,200.0,6,0.0003,31840.54296875,0.003996789455413818,-0.7840616025030613,-0.004063583830429707,62218.222717285156,0.056494140625,1610,0.2,0.005328454
627,4242.333333333333,6144,3,200.0,9,0.0003,30621.732421875,0.05789560079574585,-0.7847781078889966,-0.003824612611060729,62473.96281738281,0.033251953125,1620,0.2,0.004896666
593,4248.5,8192,4,200.0,13,0.0003,34676.984375,3.2782554626464844e-06,-0.7992154575884343,-0.004159574626828544,65841.24674072265,0.0634765625,1630,0.2,0.0053771706
581,4263.333333333333,10240,5,200.0,17,0.0003,32940.06640625,0.00032657384872436523,-0.755366574600339,-0.006011485584531328,64857.758825683595,0.0560546875,1640,0.2,0.0037205536
767,4288.0,2048,1,200.0,2,0.0003,33025.1875,3.874301910400391e-06,-0.7699639856815338,-0.006844925733457785,62947.69349365235,0.082568359375,1650,0.2,0.00644704
614,4392.5,4096,2,200.0,6,0.0003,36371.58203125,0.07690709829330444,-0.7585587292909622,-0.0036958314209186937,66943.69190673828,0.0423828125,1610,0.2,0.004479645
578,4397.666666666667,6144,3,200.0,10,0.0003,32426.689453125,3.1828880310058594e-05,-0.7154441570863128,-0.0032133822387550026,68279.12338867187,0.04140625,1620,0.2,0.0045216414
562,4302.0,8192,4,200.0,14,0.0003,28960.560546875,0.26274973154067993,-0.7028242656961083,-0.003521156012720894,65499.88455810547,0.027685546875,1630,0.2,0.002894818
555,4165.882352941177,10240,5,200.0,18,0.0003,33403.3828125,0.2839406728744507,-0.7133469816297293,-0.003397921784926439,64408.03604736328,0.040625,1640,0.2,0.0038677962
833,3899.0,2048,1,200.0,2,0.0003,23227.83203125,0.5224548578262329,-0.7017901450395584,-0.0029625061040860603,56270.97334594726,0.031103515625,1650,0.2,0.003157227
652,4092.0,4096,2,200.0,6,0.0003,40186.125,0.6288721561431885,-0.8437035590410232,-0.005661435199726839,55618.09725341797,0.0470703125,1660,0.2,0.0039107017
614,4206.333333333333,6144,3,200.0,10,0.0003,37643.9296875,-2.384185791015625e-06,-0.7715952096506953,-0.005450380034017144,63544.233361816405,0.072265625,1670,0.2,0.0063949227
594,4147.25,8192,4,200.0,13,0.0003,26984.5390625,0.5724431276321411,-0.7883556369692087,-0.006444407285744092,64511.33210449219,0.05810546875,1680,0.2,0.0050323694
576,4198.6274509803925,10240,5,200.0,17,0.0003,34426.94921875,0.4252317547798157,-0.7876105681061745,-0.003189553105039522,63273.48768310547,0.01953125,1690,0.2,0.0024713636
841,4500.0,2048,1,200.0,2,0.0003,31742.236328125,-1.6689300537109375e-06,-0.7392183233052492,-0.008136360289063305,67140.61607666015,0.080810546875,1700,0.2,0.0063730045
661,4415.0,4096,2,200.0,6,0.0003,42403.35546875,-0.0014983415603637695,-0.6367067763581872,-0.005408570903819054,65779.05396728516,0.0544921875,1660,0.2,0.0038752477
624,4419.333333333333,6144,3,200.0,9,0.0003,21518.619140625,-0.00536191463470459,-0.5851532924920321,-0.003689654642948881,66176.09606933594,0.038134765625,1670,0.2,0.0042950795
606,4432.25,8192,4,200.0,13,0.0003,36598.8046875,0.0004890561103820801,-0.5739016514271498,-0.004538354705437087,68036.77661132812,0.04287109375,1680,0.2,0.0028042037
594,4391.568627450981,10240,5,200.0,17,0.0003,40469.22265625,1.7285346984863281e-06,-0.5995035513304174,-0.002635059225576697,66491.88078613281,0.02939453125,1690,0.2,0.0038741603
809,4440.0,2048,1,200.0,2,0.0003,31607.4921875,2.980232238769531e-07,-0.6087777799926698,-0.0042698611578089185,63042.956225585935,0.05419921875,1700,0.2,0.0039248876
626,4418.5,4096,2,200.0,6,0.0003,27838.5625,-4.76837158203125e-07,-0.7258133767172694,-0.0029876200867875015,67655.00571289062,0.038671875,1710,0.2,0.0034845723
581,4396.0,6144,3,200.0,10,0.0003,25198.490234375,4.589557647705078e-06,-0.7308406105265022,-0.003018970451375935,66674.03189697265,0.042529296875,1720,0.2,0.0039087255
573,4403.75,8192,4,200.0,14,0.0003,27856.09765625,7.748603820800781e-07,-0.7477592952549458,-0.005907833890523762,65826.5454711914,0.0572265625,1730,0.2,0.0052116653
566,4394.901960784314,10240,5,200.0,18,0.0003,42504.3125,3.3974647521972656e-06,-0.7592243930324912,-0.007787980091234203,66024.48950195312,0.09814453125,1740,0.2,0.0063603213
849,4320.0,2048,1,200.0,2,0.0003,30794.01953125,-0.003981232643127441,-0.7603979824110866,-0.00511245249217609,70011.36115722657,0.074462890625,1750,0.2,0.0052987067
671,4343.5,4096,2,200.0,6,0.0003,29662.8515625,0.055095374584198,-0.6129248209297657,-0.0019670656278321986,68099.53428955078,0.025146484375,1710,0.2,0.0020943985
630,4387.333333333333,6144,3,200.0,9,0.0003,34537.94921875,-1.0728836059570312e-06,-0.5580981871113181,-0.00547785137896426,68131.97366943359,0.0740234375,1720,0.2,0.003887517
617,4392.75,8192,4,200.0,13,0.0003,37298.9453125,-1.52587890625e-05,-0.5717117724940181,-0.0031398822233313695,70809.85833740234,0.038134765625,1730,0.2,0.0028689895
612,4417.450980392156,10240,5,200.0,16,0.0003,24893.427734375,4.082918167114258e-05,-0.5516919694840908,-0.0038374748997739515,70906.74212646484,0.041015625,1740,0.2,0.0036346284
902,4461.0,2048,1,200.0,2,0.0003,30961.64453125,0.0022013187408447266,-0.5571088718250394,-0.0027188374573597685,70377.56340332031,0.037646484375,1750,0.2,0.0030099312
714,4295.0,4096,2,200.0,5,0.0003,52876.62890625,3.74913215637207e-05,-0.7417719334363937,-0.004080912953213556,70612.55261230469,0.04560546875,1760,0.2,0.0051455167
663,4353.0,6144,3,200.0,9,0.0003,30292.275390625,0.16190969944000244,-0.7802839575335383,-0.007327721623005346,61871.03674316406,0.080712890625,1770,0.2,0.0061012167
642,4377.5,8192,4,200.0,12,0.0003,36254.02734375,-0.0039005279541015625,-0.7519838536158204,-0.005569974474201445,69250.36906738281,0.085791015625,1780,0.2,0.0065335287
615,4318.235294117647,10240,5,200.0,16,0.0003,24134.88671875,0.0003973245620727539,-0.7735966499894857,-0.004339241457637399,65064.97568359375,0.0560546875,1790,0.2,0.004939268
793,4432.0,2048,1,200.0,2,0.0003,45484.2265625,0.028751850128173828,-0.792780638858676,-0.004201604070840403,65037.11176757813,0.052099609375,1800,0.2,0.004264589
629,4434.5,4096,2,200.0,6,0.0003,26262.298828125,1.3589859008789062e-05,-0.5690975048579275,-0.003991636486898642,67529.11837158204,0.047802734375,1760,0.2,0.010002896
587,4438.666666666667,6144,3,200.0,10,0.0003,36515.92578125,-0.00047457218170166016,-0.6350414838641882,-0.0038192216648894827,66700.92818603516,0.052880859375,1770,0.2,0.0059359893
563,4414.0,8192,4,200.0,14,0.0003,30519.861328125,-0.0021167993545532227,-0.6531161112710834,-0.006657974254630971,66908.18629150391,0.06611328125,1780,0.2,0.004684821
551,4424.705882352941,10240,5,200.0,18,0.0003,25503.490234375,0.09328722953796387,-0.6448953492566943,-0.0023435667710145934,66008.09798583985,0.022216796875,1790,0.2,0.0022303448
804,4384.0,2048,1,200.0,2,0.0003,31893.623046875,-4.887580871582031e-06,-0.6632718024775386,-0.0026363422424765305,73654.50329589844,0.03955078125,1800,0.2,0.005248639
619,4276.0,4096,2,200.0,6,0.0003,31063.416015625,0.012568056583404541,-0.7908625977113843,-0.004721645840982091,62416.39311523437,0.032080078125,1810,0.2,0.003677947
593,4381.666666666667,6144,3,200.0,10,0.0003,39613.32421875,0.02501469850540161,-0.7244920229539276,-0.0034227220134198434,65421.63748779297,0.02529296875,1820,0.2,0.0022996299
578,4423.0,8192,4,200.0,14,0.0003,36006.3828125,-0.0065261125564575195,-0.7456331586465239,-0.004507826550980099,71444.02208251953,0.048193359375,1830,0.2,0.0042223176
572,4397.058823529412,10240,5,200.0,17,0.0003,52097.2421875,3.3974647521972656e-06,-0.7783697452396154,-0.004301359113014769,70870.62482910157,0.039208984375,1840,0.2,0.004068939
853,4427.0,2048,1,200.0,2,0.0003,27407.5859375,0.137457013130188,-0.7598695367574692,-0.004773612249118741,70654.10134277344,0.037158203125,1850,0.2,0.004785911
671,4486.0,4096,2,200.0,6,0.0003,39241.44921875,5.1975250244140625e-05,-0.6669366362504661,-0.004844601839431561,69940.34853515626,0.056005859375,1810,0.2,0.0048368974
620,4523.0,6144,3,200.0,9,0.0003,36450.1875,0.0006880760192871094,-0.697886929474771,-0.0057399159803026125,70599.23334960938,0.067822265625,1820,0.2,0.003614275
604,4530.0,8192,4,200.0,13,0.0003,25910.37890625,9.5367431640625e-07,-0.6894487460143864,-0.0024481796834152194,69619.13283691407,0.035791015625,1830,0.2,0.003398703
592,4526.470588235294,10240,5,200.0,17,0.0003,27939.109375,1.6689300537109375e-06,-0.684616641420871,-0.003905214565747883,69638.83077392579,0.046533203125,1840,0.2,0.0057980325
817,4500.0,2048,1,200.0,2,0.0003,46523.4296875,-1.1920928955078125e-07,-0.724967278726399,-0.006672806833375944,69181.79617919921,0.0826171875,1850,0.2,0.009770103
617,4497.5,4096,2,200.0,6,0.0003,47081.8671875,-0.00022840499877929688,-0.7764421401545405,-0.0055106211671954956,69677.100390625,0.060546875,1860,0.2,0.0060023386
576,4457.0,6144,3,200.0,10,0.0003,32659.2578125,3.2186508178710938e-06,-0.7806064490228891,-0.006875633393065073,66701.47095947266,0.076025390625,1870,0.2,0.005617293
561,4482.0,8192,4,200.0,14,0.0003,34123.1796875,0.04164797067642212,-0.8006399584934115,-0.004238582019752357,65680.94595947265,0.033203125,1880,0.2,0.0044230334
550,4465.686274509804,10240,5,200.0,18,0.0003,37196.27734375,-2.384185791015625e-07,-0.7944442447274923,-0.0038731070075300523,72554.50697021485,0.0548828125,1890,0.2,0.004209173
810,4498.0,2048,1,200.0,2,0.0003,23844.3828125,9.256601333618164e-05,-0.835951529070735,-0.008957513506175019,69419.57485351563,0.094091796875,1900,0.2,0.0076349634
587,4536.0,4096,2,200.0,6,0.0003,47569.67578125,0.031449973583221436,-0.746568932943046,-0.005277928763825912,69351.35346679688,0.042919921875,1860,0.2,0.0034668222
582,4540.0,6144,3,200.0,10,0.0003,34869.6171875,-0.0017241239547729492,-0.7108764556236565,-0.006016248775995337,69244.0496459961,0.081591796875,1870,0.2,0.0046339333
584,4550.75,8192,4,200.0,14,0.0003,23946.947265625,0.0009136199951171875,-0.705396462418139,-0.007395200386235956,72757.55324707032,0.0931640625,1880,0.2,0.009582862
583,4468.431372549019,10240,5,200.0,17,0.0003,35521.69140625,1.7285346984863281e-06,-0.7315243208780885,-0.005049291199247819,72749.15563964844,0.05048828125,1890,0.2,0.0050170296
929,4468.0,2048,1,200.0,2,0.0003,25466.05078125,0.2638731598854065,-0.6983841761946679,-0.003256883183348691,71473.40843505859,0.031396484375,1900,0.2,0.00310161
684,4415.0,4096,2,200.0,5,0.0003,35380.640625,-0.00925910472869873,-0.8421922650188207,-0.0041681933536892755,68879.21280517578,0.06796875,1910,0.2,0.006639707
644,4349.666666666667,6144,3,200.0,9,0.0003,25372.740234375,0.017669498920440674,-0.9000391285866499,-0.0032104208985401783,71853.63411865235,0.041796875,1920,0.2,0.0057179695
631,4392.0,8192,4,200.0,12,0.0003,28932.787109375,0.3033304214477539,-0.8395385283976793,-0.0043612505185592456,70144.28802490234,0.034130859375,1930,0.2,0.0035936572
619,4422.35294117647,10240,5,200.0,16,0.0003,37361.9453125,-0.0010285377502441406,-0.8444802101701498,-0.005177392161567695,71380.23406982422,0.048876953125,1940,0.2,0.0053617205
895,4463.0,2048,1,200.0,2,0.0003,36636.77734375,-0.0018687248229980469,-0.9087103312835098,-0.004849820439267205,71960.61541748047,0.058349609375,1950,0.2,0.0045664683
651,3826.0,4096,2,200.0,6,0.0003,47021.66015625,-9.047985076904297e-05,-0.7155184742063284,0.0018141186199500225,70752.18248291015,0.09326171875,1910,0.2,0.1998176
614,3676.0,6144,3,200.0,10,0.0003,18922.953125,-0.015971899032592773,-0.9054355423897504,-0.005552338221605169,49711.979791259764,0.116552734375,1920,0.2,0.007833274
593,3591.0,8192,4,200.0,13,0.0003,32010.796875,0.05445098876953125,-0.8782163362950086,-0.0035215328505728396,50136.59785766601,0.007373046875,1930,0.2,0.0023831776
574,3550.392156862745,10240,5,200.0,17,0.0003,23603.490234375,0.14472448825836182,-0.8691305287182332,-0.002825240152014885,49517.046551513675,0.029248046875,1940,0.2,0.003155884
761,3576.0,2048,1,200.0,2,0.0003,26588.681640625,0.013166427612304688,-0.9152420576661825,-0.004770205088425428,57127.25701904297,0.05810546875,1950,0.2,0.0044843387
615,3550.5,4096,2,200.0,6,0.0003,52954.75,9.5367431640625e-07,-0.9903765622526407,0.0166555921008694,57155.135083007815,0.31884765625,1960,0.2,0.03583463
570,3595.6666666666665,6144,3,200.0,10,0.0003,19510.20703125,0.005068361759185791,-0.9855218801647425,-0.003197106843435904,56752.403900146484,0.08818359375,1970,0.2,0.0072357403
558,3631.0,8192,4,200.0,14,0.0003,28164.244140625,0.00964510440826416,-0.9639615371823311,-0.002050620673253434,53279.96080322265,0.013037109375,1980,0.2,0.0023018138
545,3551.5686274509803,10240,5,200.0,18,0.0003,26009.96484375,0.016893327236175537,-0.9741972323507071,-0.0030523613386321813,57924.51509399414,0.007861328125,1990,0.2,0.002817446
765,3641.0,2048,1,200.0,2,0.0003,33917.19921875,0.6785714030265808,-1.01835748385638,-0.003134301986574428,53862.303466796875,0.012060546875,2000,0.2,0.0031607691
613,3721.0,4096,2,200.0,6,0.0003,17115.515625,0.018859684467315674,-0.8670532451942563,-0.0055087280488805845,56519.8743774414,0.035205078125,1960,0.2,0.0045016557
581,3706.3333333333335,6144,3,200.0,10,0.0003,20060.4609375,0.017170608043670654,-0.8312670642510056,-0.0033319491012662183,56263.968731689456,0.038818359375,1970,0.2,0.0044855103
567,3738.25,8192,4,200.0,14,0.0003,31371.193359375,0.01195061206817627,-0.7664398578926921,-0.005842647164536174,55919.7424621582,0.062255859375,1980,0.2,0.004496495
555,3803.3333333333335,10240,5,200.0,18,0.0003,48708.50390625,0.018717288970947266,-0.746700306981802,-0.003738032370893052,57972.79321899414,0.04638671875,1990,0.2,0.0043436675
827,3615.0,2048,1,200.0,2,0.0003,20991.248046875,0.0029688477516174316,-0.7248447470366954,-0.003952361695701257,62345.62499389648,0.083056640625,2000,0.2,0.0066263424
657,3877.0,4096,2,200.0,6,0.0003,21981.763671875,0.6819965839385986,-0.9778834190219641,-0.0022807654248026667,55182.20527954101,0.010302734375,2010,0.2,0.002413782
617,3957.6666666666665,6144,3,200.0,9,0.0003,28153.013671875,0.008454978466033936,-0.9431047555059194,-0.0037908425103523767,66718.86928710938,0.013037109375,2020,0.2,0.0028969848
601,3961.0,8192,4,200.0,13,0.0003,35712.85546875,0.004841029644012451,-0.9271209500730038,-0.004218650696566328,66894.67080078126,0.0111328125,2030,0.2,0.003302169
590,3967.843137254902,10240,5,200.0,17,0.0003,47751.2734375,0.03533822298049927,-0.9235335066914558,-0.003904007654637098,63027.32737426758,0.033837890625,2040,0.2,0.003829321
857,4036.0,2048,1,200.0,2,0.0003,52127.6796875,0.012632608413696289,-0.9333334436640144,-0.0029402723113889804,65963.29927368164,0.015234375,2050,0.2,0.002887431
669,3986.5,4096,2,200.0,6,0.0003,17095.0703125,0.008854568004608154,-0.746952453814447,-0.0010200893215369434,63182.48087768555,0.055078125,2010,0.2,0.0075210202
624,3966.6666666666665,6144,3,200.0,9,0.0003,51301.21484375,0.023241639137268066,-0.7620256472378969,-0.002455429760448169,59158.719219970706,0.040283203125,2020,0.2,0.0037927032
603,4033.25,8192,4,200.0,13,0.0003,28386.525390625,-0.00024402141571044922,-0.7344764018431306,-0.004628924549979274,60300.74243774414,0.053857421875,2030,0.2,0.0075686565
576,4049.4117647058824,10240,5,200.0,17,0.0003,21851.771484375,-0.0007812976837158203,-0.6991377687081695,-0.002022440191649366,64895.496154785156,0.107177734375,2040,0.2,0.007779383
841,4057.0,2048,1,200.0,2,0.0003,54589.0703125,0.0020904541015625,-0.7444643249735237,-0.003835846434958512,65855.92734375,0.09580078125,2050,0.2,0.0052036513
665,4122.0,4096,2,200.0,6,0.0003,37505.3671875,0.02517467737197876,-0.9264919320121408,-0.003998363234859426,63672.17493896485,0.03466796875,2060,0.2,0.0037631462
625,4123.333333333333,6144,3,200.0,9,0.0003,25952.197265625,-0.013925433158874512,-0.8876531723886728,-0.002638021808525082,63555.488732910155,0.01962890625,2070,0.2,0.0035424256
594,4160.75,8192,4,200.0,13,0.0003,24389.9453125,0.005071461200714111,-0.8795858828350902,-0.00700868969070143,65532.314978027345,0.079541015625,2080,0.2,0.006738877
585,4086.6666666666665,10240,5,200.0,17,0.0003,29038.943359375,0.36434733867645264,-0.8789040833711624,-0.0029884175455663353,64955.194091796875,0.015087890625,2090,0.2,0.0027847968
829,4214.0,2048,1,200.0,2,0.0003,28523.6640625,0.07646560668945312,-0.8861778493970632,-0.005010827574005816,66697.64526367188,0.071435546875,2100,0.2,0.004782546
666,4225.5,4096,2,200.0,6,0.0003,24944.28515625,0.0016976594924926758,-0.6911803266964853,-0.003397585135826375,68329.56369018555,0.09716796875,2060,0.2,0.007853066
614,4294.333333333333,6144,3,200.0,10,0.0003,42770.0,0.015103459358215332,-0.6902388339862228,-0.003000420445459895,67071.67427978516,0.071484375,2070,0.2,0.004333225
578,4334.25,8192,4,200.0,14,0.0003,28578.560546875,2.7954578399658203e-05,-0.6099756420589983,-0.0066211835488502405,73118.41262817383,0.07080078125,2080,0.2,0.009321943
561,4368.823529411765,10240,5,200.0,18,0.0003,28066.31640625,3.463029861450195e-05,-0.6401799697428942,-0.004177462667576038,74621.59180908203,0.067041015625,2090,0.2,0.004567267
776,4283.0,2048,1,200.0,2,0.0003,45849.78515625,0.00018322467803955078,-0.6318981507793069,0.0032794531478430146,75962.81381225586,0.0921875,2100,0.2,0.02974609
621,4356.5,4096,2,200.0,6,0.0003,34287.0859375,0.00039905309677124023,-0.8250200992450119,-0.001881937922007637,67285.30604248047,0.02783203125,2110,0.2,0.004795557
581,4383.666666666667,6144,3,200.0,10,0.0003,29336.1796875,1.2516975402832031e-05,-0.8634860660880804,0.001326119810983073,69912.75679321289,0.09970703125,2120,0.2,0.013735134
571,4370.75,8192,4,200.0,14,0.0003,20822.03125,-0.020374417304992676,-0.854884667135775,-0.0060622701770626005,75501.33489990234,0.060107421875,2130,0.2,0.0067664245
553,4417.254901960784,10240,5,200.0,18,0.0003,38479.83984375,0.00739133358001709,-0.8482768842950463,-0.004868401972635184,75101.21550903321,0.0365234375,2140,0.2,0.004861608
854,4524.0,2048,1,200.0,2,0.0003,51694.1875,-0.001893162727355957,-0.8208122812211514,-0.0022103158771642484,79093.36188964844,0.071142578125,2150,0.2,0.0067686783
673,4490.0,4096,2,200.0,6,0.0003,35855.66015625,0.0003801584243774414,-0.6493975045159459,-0.002513766396441497,74913.18634033203,0.0595703125,2110,0.2,0.006370011
626,4484.0,6144,3,200.0,9,0.0003,39835.80078125,0.00018280744552612305,-0.6838120896369219,-0.003711740994185675,72431.00618896485,0.06884765625,2120,0.2,0.0047027282
609,4493.25,8192,4,200.0,13,0.0003,40595.34375,0.0019203424453735352,-0.6926446199417114,-0.004175335510808509,73922.43518066406,0.06435546875,2130,0.2,0.0049879383
599,4508.0392156862745,10240,5,200.0,17,0.0003,37311.15625,0.0031554698944091797,-0.7040382090955972,-0.0028463239505072124,71405.96861572265,0.064794921875,2140,0.2,0.0047326195
831,4475.0,2048,1,200.0,2,0.0003,51028.82421875,0.00011944770812988281,-0.6650034410879015,-0.00411045143409865,78957.90850219727,0.07109375,2150,0.2,0.0053327195
657,4468.5,4096,2,200.0,6,0.0003,46501.47265625,6.121397018432617e-05,-0.815411327779293,-0.004628179742576321,76783.62391357422,0.102685546875,2160,0.2,0.011408264
617,4430.666666666667,6144,3,200.0,9,0.0003,51607.46875,0.00013619661331176758,-0.8403774334117771,-0.003325470144045539,75961.94060058593,0.078466796875,2170,0.2,0.0125038065
602,4388.75,8192,4,200.0,13,0.0003,33077.62890625,0.003356635570526123,-0.8590885458514095,-0.004855963365116622,74150.15384521484,0.065234375,2180,0.2,0.004712784
593,4380.78431372549,10240,5,200.0,17,0.0003,35420.78515625,0.0019030570983886719,-0.922136258520186,-0.002486231732473243,68382.35808105468,0.140087890625,2190,0.2,0.008790156
778,4206.0,2048,1,200.0,2,0.0003,23396.546875,3.421306610107422e-05,-0.8659792635589838,-0.006287204977707006,73829.74069824218,0.0701171875,2200,0.2,0.0065276413
639,4254.5,4096,2,200.0,6,0.0003,29892.46484375,0.188204824924469,-0.7210982033982873,-0.0049083534919191155,68871.62965087891,0.07958984375,2160,0.2,0.008033728
602,4336.666666666667,6144,3,200.0,10,0.0003,50657.140625,0.0014995932579040527,-0.7810077413916587,-0.007552309078164399,73239.01456298828,0.114306640625,2170,0.2,0.010823747
585,4328.25,8192,4,200.0,13,0.0003,29398.052734375,0.0012941956520080566,-0.755537449195981,-0.0030445009833783843,73349.07510986328,0.042626953125,2180,0.2,0.0056764754
578,4340.0,10240,5,200.0,17,0.0003,56809.91015625,0.0031093955039978027,-0.780079216696322,-0.006275781406293391,78332.79627685547,0.07158203125,2190,0.2,0.008940389
894,4447.0,2048,1,200.0,2,0.0003,47201.6171875,0.005978703498840332,-0.7691378470510244,-0.004467824166931677,82921.7157043457,0.0345703125,2200,0.2,0.0043659494
708,4487.0,4096,2,200.0,5,0.0003,25830.0234375,0.0017612576484680176,-0.8492602100595832,-0.006280672032880829,72109.99224243165,0.1154296875,2210,0.2,0.013915069
664,4491.666666666667,6144,3,200.0,9,0.0003,38451.0234375,0.00018924474716186523,-0.8339991061016917,-0.006458456143445801,79256.26182861328,0.087548828125,2220,0.2,0.010485068
646,4445.5,8192,4,200.0,12,0.0003,47888.328125,0.00029021501541137695,-0.8059931557625533,-0.0032819124389789067,75240.30251464844,0.093994140625,2230,0.2,0.015274464
633,4430.78431372549,10240,5,200.0,16,0.0003,57097.0859375,0.0032315850257873535,-0.7997781058773399,0.0017146040554507636,77192.40458984375,0.08623046875,2240,0.2,0.003734081
857,4668.0,2048,1,200.0,2,0.0003,31956.4296875,0.0025183558464050293,-0.7791570706292987,-0.0033043052622815593,80596.63001708985,0.0361328125,2250,0.2,0.0041812956
667,4562.5,4096,2,200.0,6,0.0003,21637.54296875,0.0035300254821777344,-0.731451871059835,-0.004938543219031999,74474.68225097656,0.115673828125,2210,0.2,0.009608212
628,4510.0,6144,3,200.0,9,0.0003,25613.142578125,0.0009921789169311523,-0.7668034937232733,-0.0038807539087429175,75292.80789794921,0.05380859375,2220,0.2,0.0049491995
617,4532.25,8192,4,200.0,13,0.0003,31688.595703125,-0.0025565624237060547,-0.7495681762695312,-0.0041969921032432465,73860.93850097657,0.0634765625,2230,0.2,0.0058611953
595,4510.980392156863,10240,5,200.0,17,0.0003,34949.375,0.0003947019577026367,-0.738258901052177,-0.0028559406084241344,76631.46390380859,0.05693359375,2240,0.2,0.0046158717
782,4479.0,2048,1,200.0,2,0.0003,32053.240234375,0.061254799365997314,-0.7739063438028098,-0.005134193162666634,74032.09751586914,0.04970703125,2250,0.2,0.0039553884
634,4446.0,4096,2,200.0,6,0.0003,51788.6484375,0.002616405487060547,-0.753375550173223,-0.004247357125859707,74263.61057739258,0.048046875,2260,0.2,0.0035772943
587,4456.666666666667,6144,3,200.0,10,0.0003,44287.75,0.0001583695411682129,-0.7586930541321635,-0.005287012600456364,76808.60430297852,0.10625,2270,0.2,0.006438679
569,4476.75,8192,4,200.0,14,0.0003,28213.94921875,0.02472633123397827,-0.7588253440335393,-0.004310098230780568,71903.91491699219,0.049560546875,2280,0.2,0.0038205832
556,4421.568627450981,10240,5,200.0,18,0.0003,33490.28515625,0.000497281551361084,-0.7274386638775467,-0.007148464412603061,81072.79343261718,0.078271484375,2290,0.2,0.0064135417
774,4457.0,2048,1,200.0,2,0.0003,32844.46484375,0.01430201530456543,-0.7634125201031565,-0.003033441706793383,79582.2007385254,0.02744140625,2300,0.2,0.0037121589
626,4445.5,4096,2,200.0,6,0.0003,36053.5078125,0.07478964328765869,-0.7441419202834367,-0.003990612633060664,79556.75714111328,0.03486328125,2260,0.2,0.0047607822
576,4425.333333333333,6144,3,200.0,10,0.0003,39197.19921875,0.1728554368019104,-0.7241097712889314,-0.0005749509218730964,78235.11650390625,0.016796875,2270,0.2,0.0039950763
571,4452.25,8192,4,200.0,14,0.0003,25710.794921875,-0.0005387067794799805,-0.7067474873736501,-0.0029523330260417422,75384.9674194336,0.050537109375,2280,0.2,0.0034382695
562,4439.411764705882,10240,5,200.0,18,0.0003,44634.3203125,-0.006524443626403809,-0.6887419583275914,-0.004938873495848384,79563.1723022461,0.066552734375,2290,0.2,0.00450895
859,4603.0,2048,1,200.0,2,0.0003,52121.85546875,0.19950103759765625,-0.7376806471496821,-0.002488302682468202,79471.1153930664,0.02919921875,2300,0.2,0.0031006723
665,4569.5,4096,2,200.0,6,0.0003,25173.263671875,0.0013741254806518555,-0.7463701775297522,-0.006162758306891192,80195.2626953125,0.085302734375,2310,0.2,0.0066998242
620,4550.333333333333,6144,3,200.0,9,0.0003,36824.8125,0.0022405385971069336,-0.7270785257220268,-0.0034321069593715946,82555.64738769531,0.084912109375,2320,0.2,0.0060542943
