time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/value_loss
13,1029,3,200.0,1121.875,3328,-1.7373577117919923,0.00034145336,0.0,0.0003,6920,-0.001867517805658281,1045.3651123046875,0.3,0.18708264827728271,2315.3981811523436
14,1033,3,200.0,1155.2941176470588,3584,-1.8133861064910888,0.00085604703,0.0,0.0003,6930,-0.002032937400508672,781.87353515625,0.3,0.5715471506118774,2210.815380859375
15,1033,3,200.0,1156.842105263158,3840,-1.8525338649749756,0.0021858152,0.00234375,0.0003,6940,-0.00786955920048058,845.4291381835938,0.3,0.5311422348022461,1545.705712890625
16,1031,3,200.0,1121.5,4096,-1.8066361725330353,0.0028282125,0.001953125,0.0003,6950,-0.005697660008445382,870.7745971679688,0.3,0.49544674158096313,1891.1369934082031
17,1027,4,200.0,1106.6666666666667,4352,-1.7009119391441345,0.0005830503,0.0,0.0003,6960,0.0002614829922094941,502.25628662109375,0.3,0.4332004189491272,1199.2061584472656
18,1022,4,200.0,1140.0,4608,-1.7391336858272552,0.005340115,0.001953125,0.0003,6970,-0.009188800863921643,1115.915283203125,0.3,0.3895305395126343,2250.825646972656
19,1014,4,200.0,1137.0833333333333,4864,-1.7800482273101808,0.005503389,0.002734375,0.0003,6980,-0.008571546524763107,852.2396850585938,0.3,0.5333446264266968,2056.4337646484373
20,1010,5,200.0,1119.2,5120,-1.8251799046993256,0.005059357,0.010546875,0.0003,6990,-0.00865189703181386,862.1856689453125,0.3,0.3411935567855835,2309.7224853515627
21,1006,5,200.0,1090.3846153846155,5376,-1.89482182264328,0.002257193,0.001171875,0.0003,7000,-0.005475223390385508,617.5490112304688,0.3,0.5289992094039917,1575.3475830078125
22,1002,5,200.0,1085.7142857142858,5632,-1.811256468296051,0.0061929505,0.005859375,0.0003,7010,-0.009630945883691311,1180.9407958984375,0.3,0.2083911895751953,2360.5928588867187
23,999,5,200.0,1087.5862068965516,5888,-1.6701029181480407,0.002620315,0.0015625,0.0003,7020,-0.0038794227410107853,795.2386474609375,0.3,0.348527729511261,2011.3650634765625
24,997,6,200.0,1065.3333333333333,6144,-1.801529461145401,0.0017746582,0.0015625,0.0003,7030,-0.005070664267987013,546.6638793945312,0.3,0.5095706582069397,1352.4936767578124
25,997,6,200.0,1085.3125,6400,-1.791928219795227,0.0043268586,0.005078125,0.0003,7040,-0.007958280690945684,1014.734375,0.3,0.40265893936157227,2378.1701843261717
26,998,6,200.0,1080.3030303030303,6656,-1.8161939442157746,0.0023793166,0.001171875,0.0003,7050,-0.0035344953881576656,832.809814453125,0.3,0.34095001220703125,2231.730114746094
27,1000,6,200.0,1068.8235294117646,6912,-1.74081392288208,0.0014766993,0.0,0.0003,7060,-0.0044213492888957266,672.4200439453125,0.3,0.40059101581573486,1717.5587280273437
28,1001,7,200.0,1075.7142857142858,7168,-1.7465227246284485,0.0047691376,0.00078125,0.0003,7070,-0.00910794297233224,983.3071899414062,0.3,0.5235348343849182,1888.90185546875
29,1002,7,200.0,1052.162162162162,7424,-1.764616423845291,0.0045349607,0.0,0.0003,7080,-0.008424162026494741,838.6273803710938,0.3,0.5674525499343872,1623.3921630859375
30,1003,7,200.0,1053.421052631579,7680,-1.772929835319519,0.002752702,0.003515625,0.0003,7090,-0.007119796937331557,658.2222290039062,0.3,0.3744339942932129,1664.8773864746095
31,1004,7,200.0,1055.6410256410256,7936,-1.7759221971035004,0.0058731455,0.00078125,0.0003,7100,-0.007424609153531492,739.4627685546875,0.3,0.623640775680542,1460.0530517578125
32,1002,8,200.0,1070.0,8192,-1.751081645488739,0.0068865223,0.00390625,0.0003,7110,-0.006179045396856963,729.626220703125,0.3,0.4265953302383423,2032.0556884765624
33,1004,8,200.0,1044.7619047619048,8448,-1.7691225469112397,0.0077210143,0.003515625,0.0003,7120,-0.009266439918428659,775.5533447265625,0.3,0.5304075479507446,1453.312551879883
34,1004,8,200.0,1048.139534883721,8704,-1.7303511083126069,0.0026613162,0.0,0.0003,7130,-0.002519500651396811,732.275634765625,0.3,0.2685023546218872,1533.054669189453
35,1005,8,200.0,1050.909090909091,8960,-1.606971424818039,0.00036588847,0.0,0.0003,7140,-0.0014683963730931283,1137.8919677734375,0.3,0.5139206647872925,2309.905322265625
36,1006,9,200.0,1047.391304347826,9216,-1.8349178075790404,0.008489753,0.02265625,0.0003,7150,-0.004791208473034203,757.6873779296875,0.3,0.11827564239501953,1937.0557983398437
37,1007,9,200.0,1038.0851063829787,9472,-1.577181226015091,0.0043992256,0.0,0.0003,7160,-0.008849152596667409,687.8088989257812,0.3,0.5089429020881653,1822.6954162597656
38,1008,9,200.0,1044.375,9728,-1.8147116780281067,0.004629706,0.00625,0.0003,7170,-0.004981651820708066,1369.0260009765625,0.3,0.11699634790420532,2990.8255126953127
39,1008,9,200.0,1031.2244897959183,9984,-1.683623880147934,0.001370531,0.0,0.0003,7180,-0.0032864554552361367,764.1869506835938,0.3,0.50883948802948,1613.3364501953124
40,1009,10,200.0,1030.5882352941176,10240,-1.6314390301704407,0.0035231835,0.00078125,0.0003,7190,-0.0028417698806151746,1218.4403076171875,0.3,0.3136865496635437,2446.0999267578127
1,1332,0,200.0,1170.0,256,-1.670153170824051,0.0023175022,0.001171875,0.0003,7200,-0.005710329487919807,354.0781555175781,0.3,0.5225169062614441,1091.9124542236327
2,1150,0,200.0,1280.0,512,-1.5031276643276215,0.0025912907,0.00078125,0.0003,7210,-0.0013146691955626011,908.8378295898438,0.3,0.4700508117675781,2004.828106689453
3,1100,0,200.0,1080.0,768,-1.437468206882477,0.0026018193,0.0,0.0003,7220,-0.004336375882849098,881.0059814453125,0.3,0.5677777528762817,1643.9411987304688
4,1075,0,200.0,1150.0,1024,-1.5150031328201294,0.008929544,0.002734375,0.0003,7230,-0.00647189593873918,719.3595581054688,0.3,0.6127277612686157,1456.1166717529297
5,1057,1,200.0,1061.6666666666667,1280,-1.4249499320983887,0.01069772,0.016015625,0.0003,7240,-0.00539374235086143,544.7197265625,0.3,0.6264350414276123,1205.7191772460938
6,1052,1,200.0,1178.5714285714287,1536,-1.4836133897304535,0.00925771,0.007421875,0.0003,7250,-0.008247562777251005,464.92938232421875,0.3,0.6310330033302307,1067.9943542480469
7,1050,1,200.0,1177.5,1792,-1.3263518333435058,0.012403417,0.014453125,0.0003,7260,-0.0084002704359591,746.8363647460938,0.3,0.6592459678649902,1644.7374267578125
8,1045,1,200.0,1172.0,2048,-1.3775494873523713,0.005858667,0.002734375,0.0003,7270,-0.0035422796849161387,665.518310546875,0.3,0.6491494178771973,1343.30458984375
9,1041,2,200.0,1170.909090909091,2304,-1.4460291147232056,0.020307083,0.048046875,0.0003,7280,-0.011865822761319578,388.96026611328125,0.3,0.7036369442939758,911.9564178466796
10,1042,2,200.0,1088.3333333333333,2560,-1.4514053225517274,0.0059355646,0.002734375,0.0003,7290,-0.007732127548661083,677.8124389648438,0.3,0.5204317569732666,1374.5428039550782
11,1040,2,200.0,1014.2857142857143,2816,-1.4907188534736633,0.0059857126,0.005078125,0.0003,7300,-0.0053658830933272835,419.9140625,0.3,0.7418001890182495,905.0238830566407
12,1042,2,200.0,1008.0,3072,-1.4761178731918334,0.0053123995,0.0078125,0.0003,7310,0.0008025632705539465,1614.681884765625,0.3,-0.2675405740737915,5365.593054199218
13,1039,3,200.0,1004.375,3328,-1.4999261975288392,0.014652161,0.008984375,0.0003,7320,-0.009616013616323471,406.99554443359375,0.3,0.7348976135253906,985.0479095458984
14,1037,3,200.0,1035.2941176470588,3584,-1.372211217880249,0.027364247,0.030859375,0.0003,7330,-0.0144136774353683,753.3158569335938,0.3,0.5631442070007324,1593.323828125
15,1037,3,200.0,987.8947368421053,3840,-1.379048800468445,0.011850601,0.02109375,0.0003,7340,-0.0066528762457892295,808.97119140625,0.3,0.5777720808982849,1698.553369140625
16,1035,3,200.0,1005.5,4096,-1.3566255629062653,0.0074832,0.015625,0.0003,7350,-0.012540174066089094,649.9597778320312,0.3,0.7137719392776489,1498.4945678710938
17,1033,4,200.0,1023.8095238095239,4352,-1.264730578660965,0.0029959877,0.0,0.0003,7360,-0.001448101014830172,819.0498046875,0.3,0.4492889642715454,1807.4134582519532
18,1031,4,200.0,1051.304347826087,4608,-1.3484188556671142,0.019930184,0.057421875,0.0003,7370,-0.011857758229598402,453.17901611328125,0.3,0.7476203441619873,961.4197082519531
19,1030,4,200.0,1063.75,4864,-1.3646125674247742,0.018392745,0.03203125,0.0003,7380,-0.013628663308918477,657.3623046875,0.3,0.648731529712677,1455.1859741210938
20,1031,4,200.0,1078.4,5120,-1.3060379087924958,0.031059906,0.08671875,0.0003,7390,-0.017323601944372057,572.0515747070312,0.3,0.6352214813232422,1196.0632080078126
21,1030,5,200.0,1021.1538461538462,5376,-1.2516744136810303,0.0028029785,0.0,0.0003,7400,-0.0037379647605121137,1543.8751220703125,0.3,-0.03713822364807129,3885.345666503906
22,1031,5,200.0,1037.857142857143,5632,-1.321451085805893,0.0013192496,0.0,0.0003,7410,-0.0034437095979228615,1282.0548095703125,0.3,0.06076860427856445,2969.104931640625
23,1031,5,200.0,1042.0689655172414,5888,-1.4172970950603485,0.0018863573,0.0,0.0003,7420,-0.0033951487857848406,549.1386108398438,0.3,0.7258152961730957,1402.813052368164
24,1031,5,200.0,1054.0,6144,-1.4011300802230835,0.0034637088,0.0,0.0003,7430,-0.005891249794512987,427.3660583496094,0.3,0.7122930288314819,1390.2779541015625
25,1032,6,200.0,1043.75,6400,-1.4304502725601196,0.0025898665,0.000390625,0.0003,7440,-0.005675669061020017,1023.9014282226562,0.3,0.33392125368118286,2128.11708984375
26,1033,6,200.0,1014.8484848484849,6656,-1.3711797654628755,0.005337036,0.008984375,0.0003,7450,-0.0050442851148545746,624.415283203125,0.3,0.5103782415390015,1636.7828674316406
27,1029,6,200.0,1012.3529411764706,6912,-1.2806872248649597,0.0016895325,0.0,0.0003,7460,-0.003149374318309128,633.1029663085938,0.3,-0.014258861541748047,2294.3787841796875
28,1029,6,200.0,1016.8571428571429,7168,-1.4536079347133637,0.0005072912,0.0,0.0003,7470,-0.0016222767997533083,510.93218994140625,0.3,0.6389622688293457,1265.1789825439453
29,1029,7,200.0,1031.6216216216217,7424,-1.4592673540115357,0.012667425,0.00625,0.0003,7480,-0.008067230437882244,480.77056884765625,0.3,0.6896535158157349,1134.2408294677734
30,1029,7,200.0,1028.9473684210527,7680,-1.3944796800613404,0.006120783,0.0,0.0003,7490,-0.005675915302708745,702.2661743164062,0.3,0.5534837245941162,1565.3762573242188
31,1028,7,200.0,1032.5641025641025,7936,-1.3515474557876588,0.030968532,0.1046875,0.0003,7500,-0.02168091326020658,527.4419555664062,0.3,0.6846306324005127,1295.0965942382813
32,1029,7,200.0,1041.75,8192,-1.317034763097763,0.007282847,0.00234375,0.0003,7510,-0.005318854143843055,665.5542602539062,0.3,0.2850756049156189,1935.3041564941407
33,1028,8,200.0,1069.5238095238096,8448,-1.2589578211307526,0.0012005414,0.0,0.0003,7520,-0.0018261271063238383,564.7470703125,0.3,0.7059628963470459,1356.9447814941407
34,1026,8,200.0,1066.7441860465117,8704,-1.3298681497573852,0.01760631,0.0203125,0.0003,7530,-0.011106198909692467,772.0999145507812,0.3,0.6497305631637573,1478.7303466796875
35,1027,8,200.0,1074.3181818181818,8960,-1.3013166308403015,0.0077186385,0.019140625,0.0003,7540,-0.01186794782988727,758.5565795898438,0.3,0.6989796161651611,1346.5003021240234
36,1027,8,200.0,1082.8260869565217,9216,-1.3110863089561462,0.017556667,0.028125,0.0003,7550,-0.01108259973116219,495.7588195800781,0.3,0.7519186735153198,1039.4882598876952
37,1027,9,200.0,1092.340425531915,9472,-1.3535427629947663,0.014254398,0.027734375,0.0003,7560,-0.008723668288439512,534.0586547851562,0.3,0.6762085556983948,1150.99228515625
38,1027,9,200.0,1098.5416666666667,9728,-1.2276557683944702,0.0072268387,0.012890625,0.0003,7570,-0.00511411689221859,579.3513793945312,0.3,0.653630793094635,1566.1990173339843
39,1027,9,200.0,1115.1020408163265,9984,-1.2457369208335876,0.009944873,0.013671875,0.0003,7580,-0.0053515138803049925,555.8814086914062,0.3,0.665165901184082,1236.0833251953125
40,1027,9,200.0,1134.313725490196,10240,-1.1686774730682372,0.0060339775,0.001953125,0.0003,7590,-0.007609198219142854,811.5836181640625,0.3,0.6804897785186768,1614.5738464355468
1,1279,0,200.0,1640.0,256,-1.272519052028656,0.0058672996,0.006640625,0.0003,7600,-0.004599936911836267,545.5079345703125,0.3,0.7420225739479065,1165.6082885742187
2,1152,0,200.0,1765.0,512,-1.5760388255119324,0.0014158383,0.0,0.0003,7210,-0.003519893973134458,1008.2882080078125,0.3,0.589634895324707,2216.195520019531
3,1068,0,200.0,1640.0,768,-1.5839869618415832,0.0017307508,0.000390625,0.0003,7220,-0.0042289451463148,888.0318603515625,0.3,0.5629621744155884,1892.568017578125
4,1041,0,200.0,1456.0,1024,-1.6091682612895966,0.00283027,0.001171875,0.0003,7230,-0.006900842394679784,1103.3424072265625,0.3,0.5474191904067993,2374.2256713867187
5,1029,1,200.0,1271.6666666666667,1280,-1.5707085728645325,0.0011995006,0.0,0.0003,7240,-0.003783033462241292,974.4108276367188,0.3,0.28662437200546265,2367.3159790039062
6,1021,1,200.0,1184.2857142857142,1536,-1.7018133103847504,0.0009398903,0.0,0.0003,7250,-0.003029774408787489,768.4842529296875,0.3,0.29349154233932495,1815.2493957519532
7,1021,1,200.0,1240.0,1792,-1.7179237842559814,0.0036797193,0.000390625,0.0003,7260,-0.00587003726977855,882.8920288085938,0.3,0.43859583139419556,1928.4997253417969
8,1014,2,200.0,1247.0,2048,-1.6619767665863037,0.00264164,0.000390625,0.0003,7270,-0.0029485953506082296,1388.9622802734375,0.3,0.5734564661979675,2712.2472412109373
9,1018,2,200.0,1303.6363636363637,2304,-1.8113139390945434,0.0030407242,0.0015625,0.0003,7280,-0.005030388757586479,847.0374145507812,0.3,0.511587381362915,1813.2166931152344
10,1019,2,200.0,1330.8333333333333,2560,-1.622533482313156,0.0010656146,0.001171875,0.0003,7290,-0.003507352084852755,993.8922729492188,0.3,0.520845890045166,2193.8679931640627
11,1019,2,200.0,1322.142857142857,2816,-1.7285184800624847,0.0017832166,0.00078125,0.0003,7300,-0.0045189787168055775,703.3947143554688,0.3,0.402762234210968,1858.359197998047
12,1021,3,200.0,1375.3333333333333,3072,-1.6206085622310638,0.0060645016,0.00546875,0.0003,7310,-0.007025614846497774,1081.0740966796875,0.3,0.4776874780654907,2190.2516235351563
13,1021,3,200.0,1373.125,3328,-1.6099226295948028,0.001113794,0.004296875,0.0003,7320,-0.005228058062493801,1265.84716796875,0.3,0.5933658480644226,2673.257434082031
14,1023,3,200.0,1380.5882352941176,3584,-1.5192009150981902,0.0072496766,0.01171875,0.0003,7330,-0.012211643881164492,1123.0477294921875,0.3,0.23665636777877808,2776.617785644531
15,1023,3,200.0,1408.9473684210527,3840,-1.388063246011734,0.0054534217,0.001953125,0.0003,7340,-0.008430914091877639,1145.3812255859375,0.3,0.47280460596084595,2327.3268188476563
16,1024,3,200.0,1381.0,4096,-1.2802603721618653,0.010543371,0.0203125,0.0003,7350,-0.012801650213077664,1146.489990234375,0.3,0.5311888456344604,2425.6946716308594
17,1024,4,200.0,1357.6190476190477,4352,-1.5287156283855439,0.0029897674,0.001171875,0.0003,7360,-0.003516067564487457,1278.7803955078125,0.3,0.314775288105011,2716.685516357422
18,1024,4,200.0,1276.9565217391305,4608,-1.7692555963993073,0.0015427363,0.001171875,0.0003,7370,-0.004761172598227859,533.3936767578125,0.3,0.6082088947296143,1000.4380828857422
19,1022,4,200.0,1272.5,4864,-1.7004608929157257,0.0036788706,0.0,0.0003,7380,-0.005311677465215325,455.277099609375,0.3,0.5861201286315918,1106.4339935302735
20,1022,5,200.0,1249.2,5120,-1.3930684149265289,0.01176572,0.015234375,0.0003,7390,-0.009568676655180752,742.3967895507812,0.3,0.4917759895324707,1946.986883544922
21,1023,5,200.0,1250.7692307692307,5376,-1.560288804769516,0.0037354492,0.01015625,0.0003,7400,-0.006659310311079025,698.3087768554688,0.3,0.6655128002166748,1405.841519165039
22,1022,5,200.0,1261.7857142857142,5632,-1.5483642637729644,0.0016720816,0.00078125,0.0003,7410,-0.004390654247254133,965.8746948242188,0.3,0.4501582980155945,2135.700262451172
23,1024,5,200.0,1266.551724137931,5888,-1.4402971684932708,0.003226638,0.00234375,0.0003,7420,-0.005175993917509914,1141.0484619140625,0.3,0.42463040351867676,2324.5592407226563
24,1024,5,200.0,1255.0,6144,-1.3081226348876953,0.0019320964,0.0,0.0003,7430,-0.005226817261427641,1241.367919921875,0.3,0.5522964596748352,2352.19921875
25,1020,6,200.0,1272.1875,6400,-1.654875785112381,0.003097421,0.001171875,0.0003,7440,-0.006609332840889692,989.3165893554688,0.3,0.5536220073699951,1693.9951721191405
26,1020,6,200.0,1238.7878787878788,6656,-1.4189237296581267,0.0109181795,0.00859375,0.0003,7450,-0.00988700338639319,787.639404296875,0.3,0.5572333335876465,1736.1450256347657
27,1021,6,200.0,1257.9411764705883,6912,-1.3343027174472808,0.00027719908,0.0,0.0003,7460,-0.0008908884366974235,687.0347290039062,0.3,0.5036815404891968,1791.4507568359375
28,1020,7,200.0,1255.142857142857,7168,-1.254626876115799,0.002709538,0.0,0.0003,7470,-0.003110048733651638,849.4566040039062,0.3,0.5093988180160522,1783.6631774902344
29,1019,7,200.0,1268.3783783783783,7424,-1.3619376957416534,0.0028056037,0.00078125,0.0003,7480,-0.00403218730352819,905.7871704101562,0.3,0.5863547325134277,2203.2402160644533
30,1019,7,200.0,1272.6315789473683,7680,-1.404776692390442,0.0048124185,0.003125,0.0003,7490,-0.004911175649613142,1082.9276123046875,0.3,0.4745081067085266,2041.1721496582031
31,1018,7,200.0,1256.4102564102564,7936,-1.4974778413772583,0.0069509647,0.002734375,0.0003,7500,-0.005279339430853724,1027.904296875,0.3,0.38538527488708496,2102.460974121094
32,1017,8,200.0,1254.0,8192,-1.6670430839061736,0.0058433516,0.00078125,0.0003,7510,-0.010487686609849334,662.0111694335938,0.3,0.6009149551391602,1383.2504577636719
33,1017,8,200.0,1272.3809523809523,8448,-1.5061071395874024,0.0059860107,0.0,0.0003,7520,-0.0007617190945893526,741.0796508789062,0.3,0.4723220467567444,2007.8979736328124
34,1017,8,200.0,1264.8837209302326,8704,-1.3224394500255585,0.011370221,0.002734375,0.0003,7530,-0.007594106486067176,713.2681274414062,0.3,0.596674382686615,1762.2244873046875
35,1016,8,200.0,1267.0454545454545,8960,-1.1562642514705659,0.0038052571,0.0,0.0003,7540,-0.0039007265702821316,857.4647216796875,0.3,0.5638347864151001,1962.0667541503906
36,1017,9,200.0,1251.7391304347825,9216,-1.118450140953064,0.0010690019,0.0,0.0003,7550,-0.0012547639198601246,982.5043334960938,0.3,0.3944600820541382,2001.6981079101563
37,1016,9,200.0,1254.6808510638298,9472,-1.1157956004142762,0.008481143,0.0,0.0003,7560,-0.007329314947128296,1089.0487060546875,0.3,0.44330328702926636,2192.695526123047
38,1017,9,200.0,1257.9166666666667,9728,-1.3788238167762756,0.0071258843,0.0,0.0003,7570,-0.004004452610388398,697.0621337890625,0.3,0.49738961458206177,1985.7461547851562
39,1017,9,200.0,1255.9183673469388,9984,-1.4106295108795166,0.00844363,0.00859375,0.0003,7580,-0.01140879476442933,992.8903198242188,0.3,0.5471240282058716,2011.5996459960938
40,1015,10,200.0,1280.0,10240,-1.3441774427890778,0.008623164,0.011328125,0.0003,7590,-0.011312677059322596,619.7185668945312,0.3,0.5961559414863586,1688.353094482422
1,1254,0,200.0,1390.0,256,-1.4380831599235535,0.019945398,0.0484375,0.0003,7600,-0.012824112363159657,840.401611328125,0.3,0.4666687846183777,2001.5552307128905
2,1106,0,200.0,1290.0,512,-1.2257700204849242,0.019084793,0.056640625,0.0003,7610,-0.010454586590640247,444.2964172363281,0.3,0.7457278966903687,866.5483596801757
3,1075,0,200.0,1403.3333333333333,768,-1.1606883943080901,0.02681608,0.039453125,0.0003,7620,-0.01251643153373152,560.3460083007812,0.3,0.6890007257461548,1051.672705078125
4,1051,0,200.0,1350.0,1024,-1.1662489116191863,0.00178752,0.0,0.0003,7630,-0.0021538570057600737,514.80224609375,0.3,0.4760338068008423,1371.872366333008
5,1035,1,200.0,1318.3333333333333,1280,-1.1771688878536224,0.007270612,0.003515625,0.0003,7640,-0.004453830909915269,728.739501953125,0.3,0.6565463542938232,1588.796209716797
6,1030,1,200.0,1300.0,1536,-1.2198116660118103,0.052768268,0.0765625,0.0003,7650,-0.018623577733524143,644.1895751953125,0.3,0.6874198913574219,1179.8715545654297
7,1014,1,200.0,1138.75,1792,-1.3747868657112121,0.003002824,0.002734375,0.0003,7660,-0.0026958908652886747,570.1123657226562,0.3,0.16004568338394165,1990.8345275878905
8,1009,2,200.0,1194.0,2048,-1.2839601695537568,0.01164917,0.00859375,0.0003,7670,-0.010897881421260535,494.1457824707031,0.3,0.6320919990539551,1297.1021667480468
9,1004,2,200.0,1233.6363636363637,2304,-1.202449631690979,0.015331143,0.025,0.0003,7680,-0.012147025996819138,518.8270874023438,0.3,0.6220557689666748,1325.215673828125
10,1002,2,200.0,1286.6666666666667,2560,-1.1913713574409486,0.0037016508,0.0,0.0003,7690,-0.000394514761865139,521.0035400390625,0.3,0.8224878311157227,1090.721420288086
11,1001,2,200.0,1338.5714285714287,2816,-1.2556233763694764,0.019993575,0.035546875,0.0003,7700,-0.009200628148391843,472.61444091796875,0.3,0.7414858341217041,957.2432403564453
12,1002,3,200.0,1303.3333333333333,3072,-1.2290687799453734,0.030469699,0.065625,0.0003,7710,-0.018056065170094372,612.1951293945312,0.3,0.622011125087738,1347.7249084472655
13,1002,3,200.0,1263.75,3328,-1.2969554841518403,0.014467165,0.01171875,0.0003,7720,-0.007035345700569451,388.1341857910156,0.3,0.790871798992157,844.980599975586
14,999,3,200.0,1271.1764705882354,3584,-1.3114125072956084,0.015029235,0.01875,0.0003,7730,-0.007834245450794697,313.91351318359375,0.3,0.6214269995689392,911.6154602050781
15,1001,3,200.0,1182.1052631578948,3840,-1.2580925107002259,0.006851717,0.003125,0.0003,7740,-0.009101965231820941,356.4877624511719,0.3,0.7784450054168701,830.0898010253907
16,1004,4,200.0,1157.0,4096,-1.29271559715271,0.0032070812,0.003125,0.0003,7750,-0.001455574226565659,645.2777709960938,0.3,0.5359795093536377,1410.1114654541016
17,1001,4,200.0,1190.952380952381,4352,-1.3389498233795165,0.0026988548,0.0,0.0003,7760,-0.0027044377056881785,424.38555908203125,0.3,0.6889088153839111,885.6476501464844
18,998,4,200.0,1219.1304347826087,4608,-1.1231760263442994,0.002055921,0.0,0.0003,7770,-0.001760423742234707,515.8484497070312,0.3,0.8341911435127258,924.1476959228515
19,1000,4,200.0,1216.25,4864,-1.1707014441490173,0.0066307774,0.00234375,0.0003,7780,-0.004212494217790663,391.4516296386719,0.3,0.7799292802810669,762.167691040039
20,1001,5,200.0,1210.0,5120,-1.3262559711933135,0.02821384,0.058984375,0.0003,7790,-0.013032597908750176,412.8485107421875,0.3,0.7949427366256714,799.5520080566406
21,1002,5,200.0,1180.3846153846155,5376,-1.0818797826766968,0.035109743,0.089453125,0.0003,7800,-0.020738178677856923,416.96826171875,0.3,0.7570205926895142,919.0771087646484
22,978,5,200.0,1159.642857142857,5632,-0.8860785663127899,0.008158145,0.0046875,0.0003,7810,-0.005011475482024253,201.013671875,0.3,0.7764408588409424,599.8474472045898
23,979,6,200.0,1175.8620689655172,5888,-1.1075431823730468,0.013443288,0.01640625,0.0003,7820,-0.012006870354525745,978.3414306640625,0.3,0.3038598895072937,2322.333630371094
24,977,6,200.0,1192.3333333333333,6144,-1.1676702797412872,0.0022450066,0.005078125,0.0003,7830,-0.002480234298855066,431.9438171386719,0.3,0.8146928548812866,843.9724578857422
25,977,6,200.0,1197.8125,6400,-1.1754671156406402,0.025038667,0.0453125,0.0003,7840,-0.009263156494125725,449.8191223144531,0.3,0.7628917694091797,962.5571166992188
26,978,6,200.0,1203.6363636363637,6656,-1.2425894558429718,0.0013429332,0.0,0.0003,7850,-0.0012176253483630716,380.4733581542969,0.3,0.7002881169319153,923.6078430175781
27,977,7,200.0,1209.4117647058824,6912,-1.0737361669540406,0.012994241,0.028125,0.0003,7860,-0.013535012165084482,485.5444030761719,0.3,0.721593976020813,942.7610931396484
28,977,7,200.0,1222.5714285714287,7168,-1.00371153652668,0.020930938,0.065234375,0.0003,7870,-0.010886222613044083,409.3554992675781,0.3,0.7646226286888123,941.1771759033203
29,973,7,200.0,1232.162162162162,7424,-1.0633574903011322,0.022391818,0.04375,0.0003,7880,-0.006429060362279415,538.410400390625,0.3,0.7075030207633972,1105.184133911133
30,970,7,200.0,1224.2105263157894,7680,-1.0806987941265107,0.022001827,0.105859375,0.0003,7890,-0.017930324166081847,401.9111633300781,0.3,0.7287541627883911,921.7778930664062
31,969,8,200.0,1228.4615384615386,7936,-1.1434931457042694,0.0014996713,0.0,0.0003,7900,-0.0004139256663620472,409.31109619140625,0.3,0.6438944339752197,1074.811328125
32,967,8,200.0,1238.5,8192,-0.9899126827716828,0.0058871093,0.000390625,0.0003,7910,-0.0037248593755066393,545.786865234375,0.3,0.7110212445259094,1188.9697052001952
33,966,8,200.0,1257.142857142857,8448,-1.03431134223938,0.02884058,0.050390625,0.0003,7920,-0.012145751947537064,280.0014953613281,0.3,0.7721985578536987,737.4765686035156
34,965,9,200.0,1271.3953488372092,8704,-0.9523208022117615,0.012395178,0.108984375,0.0003,7930,-0.016706693917512894,261.0675048828125,0.3,0.7911345362663269,802.4526306152344
35,965,9,200.0,1274.3181818181818,8960,-0.9169026106595993,0.016428966,0.051953125,0.0003,7940,-0.010149178886786103,450.05084228515625,0.3,0.7892100811004639,860.830517578125
36,967,9,200.0,1279.1304347826087,9216,-1.015520378947258,0.019117404,0.0375,0.0003,7950,-0.006396915018558502,294.2849426269531,0.3,0.8573895692825317,510.6010223388672
37,968,9,200.0,1282.340425531915,9472,-1.004014179110527,0.010799548,0.054296875,0.0003,7960,-0.005781952058896422,564.14404296875,0.3,0.7101187705993652,1133.903662109375
38,969,10,200.0,1294.5833333333333,9728,-0.9722784429788589,0.018033419,0.03828125,0.0003,7970,-0.010012669023126364,789.7745971679688,0.3,0.588121235370636,1358.4210235595704
39,970,10,200.0,1306.3265306122448,9984,-0.9857410699129104,0.0066912947,0.058203125,0.0003,7980,-0.01024372293613851,353.4992370605469,0.3,0.7472003698348999,893.1819854736328
40,971,10,200.0,1319.0196078431372,10240,-0.9699364572763443,0.023202393,0.0375,0.0003,7990,-0.008467192063108087,427.36578369140625,0.3,0.769568681716919,887.614697265625
1,1268,0,200.0,1670.0,256,-0.9852877736091614,0.019568292,0.053125,0.0003,8000,-0.008148815901950001,383.4847717285156,0.3,0.7862986326217651,719.5858215332031
2,1138,0,200.0,1525.0,512,-1.591959398984909,0.01285772,0.002734375,0.0003,7610,-0.007854096940718591,699.5365600585938,0.3,0.6540140509605408,1672.963446044922
3,1087,0,200.0,1476.6666666666667,768,-1.6073399901390075,0.0045276247,0.0,0.0003,7620,-0.0008630179800093174,1262.720703125,0.3,0.22213667631149292,2391.8732727050783
4,1067,0,200.0,1348.0,1024,-1.5924845933914185,0.0025569606,0.00546875,0.0003,7630,-0.008374203857965768,444.5027770996094,0.3,0.6367982625961304,1279.1754455566406
5,1051,1,200.0,1266.6666666666667,1280,-1.6859256386756898,0.0034479212,0.001171875,0.0003,7640,-0.004777112673036754,451.3973693847656,0.3,0.6044363975524902,1170.3065704345704
