time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/approx_kl,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/clip_range
14,1025,3,200.0,3584,-401.7647058823529,318.4995712280273,0.0003,0.0009412784,154.3751678466797,-2.536085057258606,-0.004341570963151753,0.0,0.04100435972213745,130,0.3
15,1029,3,200.0,3840,-376.8421052631579,683.2998107910156,0.0003,0.0013802475,360.9344177246094,-2.529981517791748,-0.004224579175934195,0.0,0.04892396926879883,140,0.3
16,1030,3,200.0,4096,-360.5,571.0728363037109,0.0003,0.0006547312,310.3585205078125,-2.5230043530464172,-0.0017623946769163013,0.0,0.0609285831451416,150,0.3
17,1033,4,200.0,4352,-376.6666666666667,818.2655670166016,0.0003,0.00066371076,556.5260620117188,-2.519656944274902,-0.0018106803530827166,0.0,0.07787740230560303,160,0.3
18,1028,4,200.0,4608,-409.5652173913044,963.1567352294921,0.0003,0.0009226673,448.5043640136719,-2.525515818595886,-0.003133985330350697,0.0,-0.00044918060302734375,170,0.3
19,1032,4,200.0,4864,-403.75,492.317333984375,0.0003,0.0070105176,230.5071258544922,-2.5100580215454102,-0.010973349260166288,0.000390625,-6.35385513305664e-05,180,0.3
20,1035,4,200.0,5120,-389.2,499.67444229125977,0.0003,0.0063255546,257.996337890625,-2.4794693112373354,-0.007927610608749091,0.0,0.22842276096343994,190,0.3
21,1041,5,200.0,5376,-394.61538461538464,1015.9439056396484,0.0003,0.003056771,618.0025634765625,-2.477940261363983,-0.006899116653949022,0.0,0.11072278022766113,200,0.3
22,1040,5,200.0,5632,-385.35714285714283,551.4214019775391,0.0003,0.0048169177,158.24549865722656,-2.4802675604820252,-0.006700298935174942,0.0,0.20241767168045044,210,0.3
23,1042,5,200.0,5888,-378.9655172413793,702.4365547180175,0.0003,0.0333495,195.6594696044922,-2.4925033926963804,-0.027167411940172314,0.07890625,0.0009515285491943359,220,0.3
24,1043,5,200.0,6144,-368.3333333333333,732.8037384033203,0.0003,0.009303134,239.50035095214844,-2.4339141249656677,0.00014718149323016404,0.0,0.007729232311248779,230,0.3
25,1044,6,200.0,6400,-370.3125,606.200358581543,0.0003,0.008315803,390.95703125,-2.4191627979278563,-0.018007683102041483,0.005078125,0.20624679327011108,240,0.3
26,1045,6,200.0,6656,-373.93939393939394,425.33168640136716,0.0003,0.0019411519,226.3798370361328,-2.3920541763305665,-0.0004984445869922638,0.0,0.15417128801345825,250,0.3
27,1045,6,200.0,6912,-378.52941176470586,310.3932929992676,0.0003,0.009195702,177.26370239257812,-2.3895560026168825,-0.013683825102634727,0.0,0.0002785325050354004,260,0.3
28,1046,6,200.0,7168,-374.0,272.70067672729493,0.0003,0.033054814,140.57655334472656,-2.367954730987549,-0.019969412265345453,0.053125,-0.003452301025390625,270,0.3
29,1041,7,200.0,7424,-365.6756756756757,681.5860198974609,0.0003,0.0059495894,349.320068359375,-2.2873013854026794,0.0033048206940293314,0.0,0.15348565578460693,280,0.3
30,1041,7,200.0,7680,-366.3157894736842,886.3557960510254,0.0003,0.0013296471,713.174560546875,-2.2564502358436584,-0.003408597502857447,0.0,-0.003260493278503418,290,0.3
31,1042,7,200.0,7936,-352.3076923076923,310.25312423706055,0.0003,0.0046520047,146.81239318847656,-2.2463806748390196,-0.004460902442224324,0.0,-0.0415266752243042,300,0.3
32,1043,7,200.0,8192,-358.0,740.205963897705,0.0003,0.002201239,189.25167846679688,-2.318401050567627,-0.0023005157709121704,0.0,0.24042606353759766,310,0.3
33,1045,8,200.0,8448,-358.3333333333333,404.28445892333986,0.0003,0.0015595653,161.0087127685547,-2.308636200428009,-0.004171930905431509,0.0,-0.09735739231109619,320,0.3
34,1044,8,200.0,8704,-364.8837209302326,545.7561019897461,0.0003,0.0035642069,389.9093933105469,-2.2860698223114015,-0.0056556255090981725,0.003125,0.17824959754943848,330,0.3
35,1045,8,200.0,8960,-368.8636363636364,359.3450698852539,0.0003,0.0055332347,155.5253143310547,-2.200155532360077,-0.005175343691371381,0.0,9.47713851928711e-06,340,0.3
36,1047,8,200.0,9216,-362.82608695652175,549.1249359130859,0.0003,0.024377737,260.839599609375,-2.3204968929290772,-0.010440086759626866,0.026171875,0.2397303581237793,350,0.3
37,1050,9,200.0,9472,-358.51063829787233,321.1221412658691,0.0003,0.00092148245,138.59674072265625,-2.374055290222168,0.0013842539861798286,0.0,-0.037020325660705566,360,0.3
38,1049,9,200.0,9728,-355.4166666666667,1080.5331787109376,0.0003,0.00083316397,557.9315795898438,-2.363087034225464,-0.002255034865811467,0.0,0.016928493976593018,370,0.3
39,1046,9,200.0,9984,-361.2244897959184,628.2715942382813,0.0003,0.00068137655,276.8970031738281,-2.3555774092674255,-0.002444058522814885,0.0,0.17516249418258667,380,0.3
40,1046,9,200.0,10240,-363.52941176470586,319.64208297729493,0.0003,0.013542632,162.07943725585938,-2.2771949887275698,-0.008560850284993649,0.0109375,-0.00034105777740478516,390,0.3
1,1387,0,200.0,256,-4550.0,364.9667289733887,0.0003,0.0054701637,291.17303466796875,-2.2236982941627503,-0.006338564329780638,0.0015625,-0.00602567195892334,400,0.3
2,1216,0,200.0,512,-4215.0,16865.983251953126,0.0003,0.00022447691,8626.5009765625,-2.564873290061951,-0.0033760365564376115,0.0,0.0012888312339782715,10,0.3
3,1168,0,200.0,768,-3963.3333333333335,8424.853979492187,0.0003,0.00021531596,4112.82080078125,-2.5644801259040833,-0.00247329066041857,0.0,0.0011547207832336426,20,0.3
4,1130,0,200.0,1024,-3966.0,10454.028173828125,0.0003,0.00024563284,5401.92333984375,-2.56389000415802,-0.0028902285499498247,0.0,-0.001157999038696289,30,0.3
5,1108,1,200.0,1280,-4045.0,12541.2703125,0.0003,0.00013576681,6089.9169921875,-2.5629920840263365,-0.001610738830640912,0.0,0.0006516575813293457,40,0.3
6,1103,1,200.0,1536,-4084.285714285714,13366.995751953125,0.0003,0.00019005244,6793.16943359375,-2.5620862007141114,-0.0021120851626619695,0.0,-0.00015783309936523438,50,0.3
7,1104,1,200.0,1792,-4150.0,15059.47314453125,0.0003,0.00021897233,7952.72412109375,-2.5605334639549255,-0.0034887233749032022,0.0,-5.1140785217285156e-05,60,0.3
8,1088,1,200.0,2048,-4179.0,14036.32197265625,0.0003,0.00016199611,6488.36328125,-2.5604862332344056,-0.002609178051352501,0.0,-0.00016796588897705078,70,0.3
9,1081,2,200.0,2304,-4161.818181818182,11146.081396484375,0.0003,0.0003645199,5616.0888671875,-2.5570227026939394,-0.0037189544178545474,0.0,-2.777576446533203e-05,80,0.3
10,1077,2,200.0,2560,-4090.0,9912.20908203125,0.0003,0.00060393894,5331.31396484375,-2.553421711921692,-0.005013543448876589,0.0,-4.7206878662109375e-05,90,0.3
11,1078,2,200.0,2816,-3985.0,10362.600341796875,0.0003,0.00063795154,5422.8681640625,-2.5470590829849242,-0.0045464404858648775,0.0,6.431341171264648e-05,100,0.3
12,1081,2,200.0,3072,-3910.6666666666665,7100.600634765625,0.0003,0.0006839207,3714.247314453125,-2.542899525165558,-0.0034635427582543343,0.0,-0.00012564659118652344,110,0.3
13,1082,3,200.0,3328,-3875.0,7096.796923828125,0.0003,0.00047315448,3596.604248046875,-2.5447591066360475,-0.003038648422807455,0.0,-9.28640365600586e-05,120,0.3
14,1081,3,200.0,3584,-3859.4117647058824,8565.199633789063,0.0003,0.0015606878,4537.15625,-2.5290912628173827,-0.008964769728481769,0.0,-6.461143493652344e-05,130,0.3
15,1079,3,200.0,3840,-3720.0,5672.8310546875,0.0003,0.0019821574,2703.461669921875,-2.519572842121124,-0.005827199202030897,0.0,-2.4318695068359375e-05,140,0.3
16,1080,3,200.0,4096,-3700.5,5923.752197265625,0.0003,0.0024030085,2810.874267578125,-2.50378475189209,-0.008231124049052596,0.0,-9.489059448242188e-05,150,0.3
17,1077,4,200.0,4352,-3649.5238095238096,7930.6109619140625,0.0003,0.0029204064,4344.376953125,-2.4814677596092225,-0.008038252010010183,0.0,-3.4809112548828125e-05,160,0.3
18,1081,4,200.0,4608,-3543.0434782608695,4568.265771484375,0.0003,0.011684606,2287.2353515625,-2.4271533846855164,-0.025789952278137206,0.0,3.5643577575683594e-05,170,0.3
19,1078,4,200.0,4864,-3478.3333333333335,3465.1538940429687,0.0003,0.014956368,1775.1759033203125,-2.313245391845703,-0.017683142411988227,0.0015625,-4.4465065002441406e-05,180,0.3
20,1079,4,200.0,5120,-3462.0,5219.535717773438,0.0003,0.0049685715,2910.790283203125,-2.218101108074188,-0.006983158807270229,0.0,-2.562999725341797e-05,190,0.3
21,1074,5,200.0,5376,-3381.923076923077,3572.7096313476563,0.0003,0.019818276,1533.047119140625,-2.114667594432831,-0.021389303146861494,0.00390625,-8.153915405273438e-05,200,0.3
22,1074,5,200.0,5632,-3286.0714285714284,3094.4400390625,0.0003,0.036968537,1365.6800537109375,-1.8525953054428101,-0.023516666749492286,0.094140625,-3.993511199951172e-05,210,0.3
23,1075,5,200.0,5888,-3238.9655172413795,4169.414123535156,0.0003,0.014811,2441.13232421875,-1.650769931077957,-0.019847453339025378,0.00546875,2.086162567138672e-06,220,0.3
24,1076,5,200.0,6144,-3163.0,2103.3578369140623,0.0003,0.013963895,943.8269653320312,-1.4527601063251496,-0.02000666903331876,0.023046875,-3.635883331298828e-05,230,0.3
25,1074,5,200.0,6400,-3041.5625,1996.1326599121094,0.0003,0.01724024,943.4209594726562,-1.3847590267658234,-0.013493570731952786,0.0984375,-2.872943878173828e-05,240,0.3
26,1074,6,200.0,6656,-2967.5757575757575,839.9295227050782,0.0003,0.064563096,430.42022705078125,-1.1266361057758332,-0.035915674595162275,0.2046875,7.867813110351562e-06,250,0.3
27,1074,6,200.0,6912,-2898.235294117647,864.4580657958984,0.0003,0.022747573,553.7440795898438,-0.988365712761879,-0.019516427302733064,0.09140625,-2.777576446533203e-05,260,0.3
28,1076,6,200.0,7168,-2830.0,525.5239685058593,0.0003,0.010963593,261.5360107421875,-1.0326754689216613,-0.01102018402889371,0.01171875,-8.463859558105469e-06,270,0.3
29,1075,6,200.0,7424,-2691.0810810810813,122.55960693359376,0.0003,0.003712175,34.682167053222656,-0.9490684449672699,-0.009239549550693482,0.002734375,4.5299530029296875e-05,280,0.3
30,1077,7,200.0,7680,-2630.7894736842104,385.18489227294924,0.0003,0.0038259807,76.01951599121094,-1.0240130722522736,-0.006011941772885621,0.002734375,3.2186508178710938e-06,290,0.3
31,1075,7,200.0,7936,-2577.948717948718,232.68853302001952,0.0003,0.08477113,86.94873046875,-0.9508891105651855,-0.016691388841718436,0.15234375,-5.0902366638183594e-05,300,0.3
32,1078,7,200.0,8192,-2533.5,249.29235916137696,0.0003,0.016770333,144.61642456054688,-0.9724849820137024,-0.006058396911248565,0.0,1.0728836059570312e-06,310,0.3
33,1079,7,200.0,8448,-2441.6666666666665,428.3203125,0.0003,0.0042270804,239.12535095214844,-0.906171640753746,-0.005561649426817894,0.003125,-5.054473876953125e-05,320,0.3
34,1078,8,200.0,8704,-2393.953488372093,396.5667190551758,0.0003,0.0031343487,146.81434631347656,-0.8554229944944381,-0.009569383575581014,0.00078125,-3.4570693969726562e-06,330,0.3
35,1077,8,200.0,8960,-2348.409090909091,292.68446884155276,0.0003,0.002593581,140.3477325439453,-0.7998018056154251,-0.005576784536242485,0.0,-4.0531158447265625e-06,340,0.3
36,1078,8,200.0,9216,-2267.1739130434785,207.39946022033692,0.0003,0.0049863746,118.706787109375,-0.7685247212648392,-0.01057034065015614,0.00703125,-2.8014183044433594e-05,350,0.3
37,1074,8,200.0,9472,-2229.3617021276596,73.3090145111084,0.0003,0.00090574636,39.4219970703125,-0.7939495891332626,-0.003542298066895455,0.0,-2.1338462829589844e-05,360,0.3
38,1073,9,200.0,9728,-2188.75,862.9322204589844,0.0003,0.0006586402,446.3880920410156,-0.7811473608016968,-0.003242658544331789,0.000390625,-8.702278137207031e-06,370,0.3
39,1073,9,200.0,9984,-2152.2448979591836,11.085763597488404,0.0003,0.0028559533,4.586315631866455,-0.7896593779325485,-0.0029745029751211405,0.0,0.00015854835510253906,380,0.3
40,1074,9,200.0,10240,-2087.843137254902,55.60234909057617,0.0003,0.012517927,22.25946617126465,-0.7710942029953003,-0.011900123255327345,0.005078125,3.165006637573242e-05,390,0.3
1,1402,0,200.0,256,-400.0,82.50119590759277,0.0003,0.05504697,33.779911041259766,-0.6024612665176392,-0.023163107223808765,0.218359375,4.708766937255859e-06,400,0.3
2,1215,0,200.0,512,-200.0,2.3488655626773833,0.0003,0.05097866,1.6692771911621094,-2.3868144035339354,-0.02748904307372868,0.18203125,1.9848346710205078e-05,410,0.3
3,1170,0,200.0,768,-280.0,463.8719909667969,0.0003,0.0066820513,109.86531829833984,-2.3747029542922973,-0.004541264218278229,0.0,0.18561214208602905,420,0.3
4,1155,0,200.0,1024,-338.0,26.268289065361024,0.0003,0.051468182,1.537328839302063,-2.4019861817359924,-0.02308595832437277,0.1875,9.256601333618164e-05,430,0.3
5,1145,1,200.0,1280,-348.3333333333333,30.82032392024994,0.0003,0.02952071,16.179794311523438,-2.3890239715576174,-0.0195704803802073,0.066015625,-0.0011829137802124023,440,0.3
6,1124,1,200.0,1536,-355.7142857142857,1.658353680372238,0.0003,0.014756968,0.28511539101600647,-2.3862508893013,-0.006496618245728314,0.009375,-0.0003465414047241211,450,0.3
7,1120,1,200.0,1792,-348.75,1.4296488165855408,0.0003,0.047296535,0.23810292780399323,-2.3653462290763856,-0.03034113859757781,0.1234375,0.006462574005126953,460,0.3
8,1116,1,200.0,2048,-369.0,110.81349039077759,0.0003,0.008177242,36.88071823120117,-2.3017497420310975,-0.003071726392954588,0.005078125,0.0032482147216796875,470,0.3
9,1109,2,200.0,2304,-375.45454545454544,91.79916839599609,0.0003,0.005290122,48.73987579345703,-2.39133939743042,-0.007549008587375283,0.00234375,-0.009815454483032227,480,0.3
10,1108,2,200.0,2560,-377.5,2.108511966466904,0.0003,0.03523904,0.6513274908065796,-2.2419931173324583,-0.02391410479322076,0.14609375,0.07266998291015625,490,0.3
11,1109,2,200.0,2816,-370.0,58.05853304862976,0.0003,0.008568068,9.008795738220215,-2.256117045879364,-0.0034772665007039905,0.01953125,-2.6876273155212402,500,0.3
12,1109,2,200.0,3072,-365.3333333333333,114.48414402008056,0.0003,0.021743935,67.65019989013672,-2.2852964401245117,-0.012340766424313188,0.048046875,-0.05537843704223633,510,0.3
13,1108,3,200.0,3328,-367.5,124.0423095703125,0.0003,0.0026607525,58.103485107421875,-2.2360529780387877,-0.004594204062595963,0.0,0.0010814666748046875,520,0.3
14,1104,3,200.0,3584,-371.7647058823529,2.5315158367156982,0.0003,0.012967253,0.8551411032676697,-2.123905599117279,-0.012896264484152199,0.003125,0.03983485698699951,530,0.3
15,1103,3,200.0,3840,-371.57894736842104,40.217905807495114,0.0003,0.027620543,16.74895668029785,-2.186744713783264,-0.0035745383938774467,0.046875,-0.0009615421295166016,540,0.3
16,1104,3,200.0,4096,-378.0,32.76814522743225,0.0003,0.01384446,5.629598617553711,-2.2845383882522583,-0.01464554937556386,0.070703125,0.036681413650512695,550,0.3
17,1103,3,200.0,4352,-379.04761904761904,29.493202781677248,0.0003,0.019794188,22.42919921875,-2.1522385597229006,-0.014156975178048014,0.0296875,-0.002681732177734375,560,0.3
18,1104,4,200.0,4608,-374.3478260869565,135.71192846298217,0.0003,0.0015062473,70.21192169189453,-2.3102985858917235,0.0003841405501589179,0.0,-0.02564704418182373,570,0.3
19,1099,4,200.0,4864,-375.4166666666667,3.340223640203476,0.0003,0.0135289375,1.6117161512374878,-2.3775739669799805,-0.006817383307497949,0.019921875,-1.1820213794708252,580,0.3
20,1100,4,200.0,5120,-378.4,1.384941916167736,0.0003,0.031744868,0.032021522521972656,-2.4148353576660155,-0.0224798196926713,0.133203125,0.00013399124145507812,590,0.3
21,1099,4,200.0,5376,-375.0,30.765162181854247,0.0003,0.016081966,15.454656600952148,-2.414634656906128,-0.013842860527802259,0.014453125,0.0011671185493469238,600,0.3
22,1099,5,200.0,5632,-376.42857142857144,108.39775037765503,0.0003,0.0044213375,63.11183547973633,-2.250129449367523,0.00034385719336569307,0.00234375,0.014317154884338379,610,0.3
23,1099,5,200.0,5888,-375.86206896551727,2.334866297245026,0.0003,0.03376686,1.6443716287612915,-2.410010349750519,-0.0212457183515653,0.12734375,0.0724482536315918,620,0.3
24,1096,5,200.0,6144,-376.6666666666667,8.67617130279541,0.0003,0.023988666,3.4857146739959717,-2.3318601489067077,-0.012064114166423678,0.05234375,0.23125439882278442,630,0.3
25,1094,5,200.0,6400,-373.125,1.399169710278511,0.0003,0.019617386,0.3943282961845398,-2.4025817990303038,-0.017158059193752705,0.081640625,-0.03176093101501465,640,0.3
26,1092,6,200.0,6656,-359.09090909090907,142.46195468902587,0.0003,0.020434454,46.69940948486328,-2.316425096988678,0.0011489934287965298,0.07578125,0.1093066930770874,650,0.3
27,1093,6,200.0,6912,-357.05882352941177,865.9917388916016,0.0003,9.8926714e-05,486.6499328613281,-2.264743387699127,-0.00022545375395566225,0.0,0.05321305990219116,660,0.3
28,1093,6,200.0,7168,-361.14285714285717,129.2970100402832,0.0003,3.6822166e-05,56.13829803466797,-2.271331453323364,-0.00048361802473664286,0.0,0.03298217058181763,670,0.3
29,1093,6,200.0,7424,-354.5945945945946,225.57075881958008,0.0003,0.012311344,146.73748779296875,-2.24756019115448,-0.0057038994738832114,0.0109375,-0.0407947301864624,680,0.3
30,1091,7,200.0,7680,-355.2631578947368,510.8569641113281,0.0003,0.0018928573,282.06475830078125,-2.311724364757538,-0.00200407390948385,0.0,0.14460325241088867,690,0.3
31,1093,7,200.0,7936,-356.4102564102564,123.40492696762085,0.0003,7.760548e-05,9.852303504943848,-2.1860315203666687,-0.0007507686037570238,0.0,-8.420951843261719,700,0.3
32,1091,7,200.0,8192,-356.5,1.3695202596485614,0.0003,0.022277988,0.6534316539764404,-2.38812894821167,-0.017040668288245797,0.06328125,0.0024251341819763184,710,0.3
33,1092,7,200.0,8448,-360.95238095238096,75.33557624816895,0.0003,0.018391982,23.281787872314453,-2.241075670719147,-0.009907896583899855,0.09296875,0.037265241146087646,720,0.3
34,1093,7,200.0,8704,-363.0232558139535,30.758724987506866,0.0003,0.038148373,19.125896453857422,-2.281928205490112,-0.006623650062829256,0.05859375,0.0008892416954040527,730,0.3
35,1094,8,200.0,8960,-362.95454545454544,29.08713216781616,0.0003,0.025509747,13.533340454101562,-2.1897943019866943,-0.015510408370755614,0.06640625,-0.0004916191101074219,740,0.3
36,1093,8,200.0,9216,-363.04347826086956,5.143390798568726,0.0003,0.011620656,1.660673975944519,-2.2198951959609987,-0.008560256939381361,0.013671875,0.5686705112457275,750,0.3
37,1093,8,200.0,9472,-363.82978723404256,36.14228219985962,0.0003,0.0032248618,15.387626647949219,-2.1521642327308657,-0.0036209790967404844,0.00390625,-0.6451882123947144,760,0.3
38,1096,8,200.0,9728,-363.3333333333333,5.513484013080597,0.0003,0.0030660157,2.03887939453125,-2.1322728633880614,-0.0077922732103616,0.000390625,-0.6735420227050781,770,0.3
39,1094,9,200.0,9984,-362.0408163265306,142.47035217285156,0.0003,0.0010432166,78.14871215820312,-2.1347845911979677,0.0013373088906519115,0.0,-0.003075838088989258,780,0.3
40,1094,9,200.0,10240,-363.1372549019608,110.32806701660157,0.0003,0.0023653726,95.50379943847656,-2.2018027782440184,-0.003364000399596989,0.003125,0.051355063915252686,790,0.3
1,1347,0,200.0,256,-600.0,2.0628782361745834,0.0003,0.0210923,0.6479616165161133,-2.3396120429039002,-0.02857920094393194,0.0453125,0.3811269998550415,800,0.3
2,1235,0,200.0,512,-500.0,341.59336948394775,0.0003,0.0014976882,149.09730529785156,-0.5536738038063049,-0.009021222754381598,0.00234375,2.658367156982422e-05,410,0.3
3,1164,0,200.0,768,-463.3333333333333,6.267705011367798,0.0003,0.00081961276,2.679487466812134,-0.509108167886734,-0.0007951571606099606,0.0,-0.00016772747039794922,420,0.3
4,1141,0,200.0,1024,-448.0,51.78021936416626,0.0003,0.0004912694,29.81627655029297,-0.49724272936582564,-0.004762358870357275,0.0015625,-7.164478302001953e-05,430,0.3
5,1118,1,200.0,1280,-455.0,30.19340310096741,0.0003,0.00067257136,9.901361465454102,-0.5058673784136772,-0.004999285971280187,0.000390625,-4.2557716369628906e-05,440,0.3
6,1085,1,200.0,1536,-447.14285714285717,101.67706670761109,0.0003,0.027765246,43.0424919128418,-0.42446243911981585,-0.02039774679578841,0.080859375,-6.306171417236328e-05,450,0.3
7,1071,1,200.0,1792,-435.0,3.5756041765213014,0.0003,7.083663e-05,1.669717788696289,-0.34388030618429183,0.00031143990345299243,0.0,-1.0848045349121094e-05,460,0.3
8,1078,1,200.0,2048,-432.0,33.087396669387815,0.0003,0.00042269262,17.98625373840332,-0.3563907310366631,-0.0035154050681740047,0.0,5.9604644775390625e-06,470,0.3
9,1078,2,200.0,2304,-429.09090909090907,31.654489994049072,0.0003,0.0017391345,3.0499725341796875,-0.3521791577339172,-0.004927704052533954,0.001953125,3.987550735473633e-05,480,0.3
10,1075,2,200.0,2560,-426.6666666666667,1.8605419039726256,0.0003,0.0015599139,1.4247318506240845,-0.3099019885063171,-0.0014438831247389316,0.0,4.4345855712890625e-05,490,0.3
11,1077,2,200.0,2816,-422.85714285714283,1.5494334660470486,0.0003,0.0074000955,0.8899669051170349,-0.32206130772829056,-0.0051718540489673615,0.01328125,2.6404857635498047e-05,500,0.3
12,1077,2,200.0,3072,-421.3333333333333,2.7634708642959596,0.0003,0.0037756397,1.006381630897522,-0.43728339970111846,-0.00026897129137068985,0.0,-0.0001329183578491211,510,0.3
13,1068,3,200.0,3328,-420.0,1.3733681835234166,0.0003,0.003512301,0.3500245213508606,-0.4746373951435089,0.000679493136703968,0.0,5.3822994232177734e-05,520,0.3
14,1069,3,200.0,3584,-423.52941176470586,1.3699061185121537,0.0003,0.006246237,0.6615545749664307,-0.5955776840448379,-0.0070890903938561674,0.1171875,-7.152557373046875e-05,530,0.3
15,1071,3,200.0,3840,-421.05263157894734,108.08873653411865,0.0003,0.0020915142,50.71730041503906,-0.5636501401662827,-0.008201040630228817,0.001953125,3.0994415283203125e-05,540,0.3
16,1075,3,200.0,4096,-420.0,2.824222409725189,0.0003,0.0020390367,1.1202996969223022,-0.5292171001434326,-0.0016364182345569133,0.0,1.1265277862548828e-05,550,0.3
17,1070,4,200.0,4352,-420.95238095238096,30.793926811218263,0.0003,0.0009832988,22.965055465698242,-0.4994821473956108,-0.0062695461558178065,0.00234375,7.76052474975586e-05,560,0.3
18,1075,4,200.0,4608,-419.1304347826087,1.417558254674077,0.0003,0.014746426,0.35049688816070557,-0.48545022308826447,-0.0047077271854504945,0.02109375,-6.318092346191406e-06,570,0.3
19,1074,4,200.0,4864,-418.3333333333333,2.6927869737148287,0.0003,0.008877069,1.518386721611023,-0.3471368208527565,-0.0024390756618231533,0.015234375,0.00013762712478637695,580,0.3
20,1077,4,200.0,5120,-417.2,1.376825650036335,0.0003,0.0010995443,0.6288749575614929,-0.31229155957698823,-0.0008142022415995598,0.0,-6.079673767089844e-05,590,0.3
21,1079,4,200.0,5376,-416.53846153846155,42.538918590545656,0.0003,0.0015131028,17.1334285736084,-0.26376247107982637,-0.005908437725156546,0.00234375,0.00012189149856567383,600,0.3
22,1079,5,200.0,5632,-420.7142857142857,214.17242774963378,0.0003,7.018261e-05,100.07501220703125,-0.25621250569820403,-0.0021738913375884293,0.0,0.00013047456741333008,610,0.3
23,1081,5,200.0,5888,-420.0,2.805468347668648,0.0003,2.4834648e-05,1.7640836238861084,-0.2545323744416237,-1.4001969248056412e-06,0.0,0.0018732547760009766,620,0.3
24,1083,5,200.0,6144,-419.3333333333333,1.3820531770586968,0.0003,0.00045826728,0.8587170839309692,-0.24875357896089553,-0.00018752848263829945,0.001171875,-0.0023936033248901367,630,0.3
25,1081,5,200.0,6400,-418.125,1.3710305407643317,0.0003,0.00023718574,1.1482363939285278,-0.23815316706895828,-0.00016224300488829613,0.0,0.00026154518127441406,640,0.3
26,1081,6,200.0,6656,-417.57575757575756,2.6538521379232405,0.0003,0.00076336064,1.3348681926727295,-0.22452888786792755,-0.000785021181218326,0.0,0.002367079257965088,650,0.3
27,1081,6,200.0,6912,-417.05882352941177,1.3737434238195418,0.0003,0.0044715907,0.9864060878753662,-0.1833049699664116,-0.002189435483887792,0.006640625,0.0005565285682678223,660,0.3
28,1082,6,200.0,7168,-417.42857142857144,33.912809467315675,0.0003,0.0008576943,17.227405548095703,-0.1450233407318592,-0.006401666346937418,0.001953125,0.011881768703460693,670,0.3
29,1082,6,200.0,7424,-416.4864864864865,32.24980068206787,0.0003,0.0006280013,13.028738975524902,-0.13803087919950485,-0.00013448556419461965,0.001171875,-0.10371267795562744,680,0.3
30,1083,7,200.0,7680,-416.8421052631579,2.983175528049469,0.0003,0.002654754,1.5241105556488037,-0.15335586071014404,-0.0009168391348794103,0.008203125,-0.00027501583099365234,690,0.3
31,1083,7,200.0,7936,-416.4102564102564,33.40977053642273,0.0003,0.00030851853,26.724470138549805,-0.15827225968241693,-0.003949567780364305,0.0,0.0026979446411132812,700,0.3
