time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction
0,979,200.0,1,-349.0,256,,,,,,,,,,
0,973,200.0,2,-589.0,512,0.0002461671829223633,2426.593829345703,932.2557373046875,-0.005105850100517273,0.3,0.0003,0.0005905444,10,-2.5647746920585632,0.0
0,941,200.0,3,-573.6666666666666,768,0.007631659507751465,1406.9472412109376,631.0590209960938,-0.00372877293266356,0.3,0.0003,0.000466872,20,-2.5638971090316773,0.0
1,939,200.0,4,-694.4,1024,-0.002146124839782715,1753.9217041015625,776.5496826171875,-0.003741044388152659,0.3,0.0003,0.00038694125,30,-2.562325656414032,0.0
1,930,200.0,5,-666.6666666666666,1280,0.002408146858215332,1940.0244934082032,988.5383911132812,-0.003154544183053076,0.3,0.0003,0.00028471882,40,-2.5622038006782533,0.0
1,929,200.0,6,-698.2857142857143,1536,0.0017718672752380371,2606.827844238281,1498.16357421875,-0.0017774646810721606,0.3,0.0003,0.00016528484,50,-2.5617351293563844,0.0
1,926,200.0,7,-733.0,1792,-0.0006755590438842773,2201.5488220214843,1073.3795166015625,-0.0012517482042312621,0.3,0.0003,9.143003e-05,60,-2.560195767879486,0.0
2,923,200.0,8,-777.8,2048,-3.2901763916015625e-05,1993.6141723632813,982.503173828125,-0.0013411531690508127,0.3,0.0003,0.00012762728,70,-2.559115767478943,0.0
2,924,200.0,9,-783.0909090909091,2304,0.00039398670196533203,1618.0236572265626,809.9204711914062,-0.00233936095610261,0.3,0.0003,0.00021201978,80,-2.5578956604003906,0.0
2,923,200.0,10,-755.0833333333334,2560,9.85264778137207e-05,1250.2613098144532,560.607666015625,-0.005082926573231816,0.3,0.0003,0.000624703,90,-2.5547468781471254,0.0
3,922,200.0,11,-759.5714285714286,2816,0.0002967715263366699,1971.834735107422,976.7991333007812,-0.0038638118421658874,0.3,0.0003,0.00084795523,100,-2.5522157192230224,0.0
