time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/entropy_loss
1,-718.0,1043,0,200.0,256,,,,,,,,,,
2,-789.5,1014,0,200.0,512,1779.4730895996095,-0.0018216371536254883,732.7241821289062,-0.007618765300139785,0.3,0.0013291962,0.0,0.0003,10,-2.5645010113716125
3,-783.6666666666666,1031,0,200.0,768,2383.808068847656,0.0020560622215270996,1188.483642578125,-0.002408332994673401,0.3,0.00052518165,0.0,0.0003,20,-2.5623555541038514
4,-645.6,1046,0,200.0,1024,1789.1222778320312,0.005945682525634766,814.8250122070312,-0.0029529788065701724,0.3,0.0003972191,0.0,0.0003,30,-2.561651182174683
5,-628.1666666666666,1046,1,200.0,1280,1731.9357971191407,0.0013172030448913574,851.2686767578125,-0.0037543732672929765,0.3,0.0006919415,0.0,0.0003,40,-2.561430811882019
6,-640.8571428571429,1054,1,200.0,1536,2239.983020019531,0.0062482357025146484,1197.2757568359375,-0.0028411337407305837,0.3,0.0003459046,0.0,0.0003,50,-2.561623787879944
7,-629.125,1057,1,200.0,1792,1133.7679870605468,0.005538582801818848,581.0052490234375,-0.005522821878548712,0.3,0.00067405426,0.0,0.0003,60,-2.560825502872467
8,-581.0,1061,1,200.0,2048,1579.6760314941407,0.0014513134956359863,854.2256469726562,-0.009590140590444208,0.3,0.0023751308,0.0,0.0003,70,-2.556850492954254
9,-544.0909090909091,1063,2,200.0,2304,2938.34296875,0.0007246136665344238,1310.22900390625,-0.005902781384065747,0.3,0.001995955,0.0,0.0003,80,-2.5500388145446777
10,-536.0,1063,2,200.0,2560,2605.5176635742187,-0.00014472007751464844,1172.8028564453125,-0.010218057059682905,0.3,0.004048992,0.0,0.0003,90,-2.5445462822914124
11,-506.7857142857143,1061,2,200.0,2816,2313.8192443847656,0.02937173843383789,1209.6419677734375,-0.003251251857727766,0.3,0.0005983461,0.0,0.0003,100,-2.546596622467041
12,-504.6666666666667,1063,2,200.0,3072,1310.7972106933594,0.14510804414749146,726.6111450195312,-0.0013215397018939256,0.3,9.897165e-05,0.0,0.0003,110,-2.5451298356056213
13,-490.875,1065,3,200.0,3328,2140.5275390625,0.02553659677505493,1142.6512451171875,-0.002692923019640148,0.3,0.0003254863,0.0,0.0003,120,-2.54055517911911
14,-507.47058823529414,1067,3,200.0,3584,1636.7651916503905,0.04821944236755371,695.307861328125,-0.0024850079498719424,0.3,0.00030595064,0.0,0.0003,130,-2.538418102264404
15,-519.9473684210526,1069,3,200.0,3840,1428.4701293945313,0.04248708486557007,711.2003784179688,-0.0014643932227045298,0.3,0.0001926974,0.0,0.0003,140,-2.542560541629791
16,-512.7,1071,3,200.0,4096,1582.3196716308594,-0.03119969367980957,1016.4077758789062,-0.003181736683472991,0.3,0.00032158894,0.0,0.0003,150,-2.546440839767456
