time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/value_loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl
0,256,1,200.0,-740.0,1066,,,,,,,,,,
0,512,2,200.0,-815.0,1056,107.9215087890625,-0.012537253461778164,-0.004174947738647461,0.0003,325.3155067443848,-2.5641762256622314,0.0,10,0.3,0.0023867288
0,768,3,200.0,-823.3333333333334,1020,248.2755584716797,-0.0077538406010717155,0.0015285611152648926,0.0003,526.5201019287109,-2.559300482273102,0.0,20,0.3,0.0019073121
1,1024,4,200.0,-692.0,1006,109.32286071777344,-0.005705541302450001,-0.004114866256713867,0.0003,255.74802322387694,-2.5584700465202332,0.0,30,0.3,0.00151011
1,1280,5,200.0,-678.3333333333334,1006,301.4923095703125,-0.007783204689621926,0.001922607421875,0.0003,531.9419075012207,-2.5606483459472655,0.0,40,0.3,0.0025216215
1,1536,6,200.0,-692.8571428571429,1022,262.04486083984375,-0.002562064537778497,0.006912529468536377,0.0003,622.8847854614257,-2.558437633514404,0.0,50,0.3,0.0011606338
1,1792,7,200.0,-681.25,1025,126.14771270751953,-0.004607055196538567,0.015181958675384521,0.0003,234.9233428955078,-2.5524208784103393,0.0,60,0.3,0.0009463411
2,2048,8,200.0,-656.0,1005,312.94012451171875,-0.011440753960050643,0.0014938116073608398,0.0003,610.2922943115234,-2.5405686020851137,0.0,70,0.3,0.008290718
2,2304,9,200.0,-647.2727272727273,1008,50.85441207885742,-0.021693141432479024,0.002579033374786377,0.0003,175.66945762634276,-2.4998747229576113,0.01015625,80,0.3,0.017289553
2,2560,10,200.0,-641.6666666666666,1014,41.050228118896484,-0.019667794555425645,0.0018880963325500488,0.0003,75.28647956848144,-2.4250843286514283,0.052734375,90,0.3,0.02806466
2,2816,11,200.0,-590.0,1020,581.4909057617188,-0.006360377743840217,0.008335709571838379,0.0003,1246.1186920166015,-2.381161057949066,0.0,100,0.3,0.005030798
2,3072,12,200.0,-579.3333333333334,1025,111.8916015625,-0.006885820627212524,0.02006387710571289,0.0003,210.84057006835937,-2.3878435850143434,0.0,110,0.3,0.0025785174
3,3328,13,200.0,-576.875,1027,233.1802520751953,-0.004437753197271377,0.06065136194229126,0.0003,511.5996864318848,-2.3783535242080687,0.0,120,0.3,0.0023134705
3,3584,14,200.0,-555.2941176470588,1028,98.47107696533203,-0.0009078330360352993,0.058250248432159424,0.0003,396.74244079589846,-2.365292024612427,0.0,130,0.3,0.0010201181
3,3840,15,200.0,-536.8421052631579,1031,72.3027572631836,-0.01636964185163379,-0.0023822784423828125,0.0003,455.1248008728027,-2.3909983158111574,0.03515625,140,0.3,0.01758299
3,4096,16,200.0,-515.5,1031,340.365478515625,-0.005721707921475172,-0.056298136711120605,0.0003,531.7709884643555,-2.4337249517440798,0.0,150,0.3,0.0025456587
4,4352,17,200.0,-517.1428571428571,1035,447.6917419433594,-0.00651929834857583,0.16121923923492432,0.0003,745.830192565918,-2.4566845297813416,0.0,160,0.3,0.0039557246
4,4608,18,200.0,-509.5652173913044,1034,143.6242218017578,-0.005297734006308019,0.11419779062271118,0.0003,460.47221145629885,-2.4582914471626283,0.0,170,0.3,0.0014591869
4,4864,19,200.0,-501.25,1033,221.45811462402344,-0.006925544515252113,0.10054188966751099,0.0003,425.29236755371096,-2.4824942111968995,0.00078125,180,0.3,0.005656202
4,5120,20,200.0,-491.2,1034,253.14730834960938,-0.00776729746721685,0.14322638511657715,0.0003,474.4801612854004,-2.519093906879425,0.0,190,0.3,0.003796915
5,5376,21,200.0,-481.53846153846155,1035,155.63462829589844,-0.0031119952676817776,0.09372657537460327,0.0003,451.4359619140625,-2.528946137428284,0.0,200,0.3,0.0010847554
5,5632,22,200.0,-472.85714285714283,1035,408.0404968261719,-0.0042635302525013685,-0.0107954740524292,0.0003,851.1851470947265,-2.5414825320243835,0.0,210,0.3,0.001840008
5,5888,23,200.0,-468.9655172413793,1035,349.08331298828125,-0.0028186240931972863,0.015644490718841553,0.0003,541.2675491333008,-2.5347349762916567,0.0,220,0.3,0.00023891218
5,6144,24,200.0,-463.3333333333333,1037,232.69961547851562,-0.009102663677185773,0.10464054346084595,0.0003,498.7154769897461,-2.544236695766449,0.0046875,230,0.3,0.006244333
6,6400,25,200.0,-460.0,1038,528.5306396484375,-0.0012070810422301292,-0.00040137767791748047,0.0003,859.5499969482422,-2.5383126735687256,0.0,240,0.3,0.001904458
6,6656,26,200.0,-461.2121212121212,1039,422.447021484375,-0.0028381502139382063,-0.23462986946105957,0.0003,649.24541015625,-2.534006178379059,0.0,250,0.3,0.0005466691
6,6912,27,200.0,-462.94117647058823,1041,221.51242065429688,-0.004275890067219734,0.0030017495155334473,0.0003,648.9880889892578,-2.5401480555534364,0.0,260,0.3,0.002580974
6,7168,28,200.0,-469.42857142857144,1041,254.85354614257812,-0.007684245100244879,0.0480191707611084,0.0003,517.5362686157226,-2.5318324327468873,0.0,270,0.3,0.006016797
7,7424,29,200.0,-479.72972972972974,1041,94.61329650878906,-0.009988131560385227,0.002520442008972168,0.0003,167.43098182678222,-2.5128000497817995,0.000390625,280,0.3,0.0059258384
7,7680,30,200.0,-473.1578947368421,1041,74.37870788574219,-0.01347258232999593,0.04506325721740723,0.0003,170.51502685546876,-2.5304665088653566,0.008984375,290,0.3,0.004855698
7,7936,31,200.0,-467.6923076923077,1043,266.3434753417969,-0.006571471272036433,0.004522204399108887,0.0003,460.59081573486327,-2.529122793674469,0.007421875,300,0.3,0.0034997463
7,8192,32,200.0,-469.25,1041,119.1380844116211,-0.015555105998646467,-0.01991879940032959,0.0003,425.77949409484864,-2.532861959934235,0.037890625,310,0.3,0.021301612
8,8448,33,200.0,-466.1904761904762,1041,325.9034423828125,-0.011727624898776412,0.02827972173690796,0.0003,843.7643524169922,-2.505832886695862,0.008984375,320,0.3,0.010495009
8,8704,34,200.0,-471.6279069767442,1042,86.92878723144531,-0.008904064004309476,0.020431697368621826,0.0003,259.68492126464844,-2.432732117176056,0.0,330,0.3,0.0067073023
8,8960,35,200.0,-475.6818181818182,1042,47.6031379699707,-0.00371791934594512,-0.20786452293395996,0.0003,151.46993885040283,-2.4280977487564086,0.0,340,0.3,0.0017038609
8,9216,36,200.0,-478.04347826086956,1042,54.83782958984375,-0.013295127742458135,-0.06917738914489746,0.0003,129.92401428222655,-2.450259828567505,0.00625,350,0.3,0.013895155
9,9472,37,200.0,-485.74468085106383,1042,230.22091674804688,-0.0033194655552506447,0.038175880908966064,0.0003,517.1010108947754,-2.4741868019104003,0.0,360,0.3,0.0040574605
9,9728,38,200.0,-491.4583333333333,1043,148.58998107910156,-0.0034328190376982093,-0.00017511844635009766,0.0003,282.6093925476074,-2.4429754614830017,0.0,370,0.3,0.0015121172
9,9984,39,200.0,-494.6938775510204,1044,81.2794418334961,-0.02474291590042412,0.001001119613647461,0.0003,152.63844299316406,-2.3945859909057616,0.22421875,380,0.3,0.05199809
9,10240,40,200.0,-485.88235294117646,1044,87.89910125732422,-0.005848823057021946,0.02616119384765625,0.0003,159.36157722473143,-2.397686541080475,0.014453125,390,0.3,0.008988797
0,256,1,200.0,-1550.0,1389,381.6157531738281,-0.010071037895977497,0.14432239532470703,0.0003,679.3658279418945,-2.3561710000038145,0.000390625,400,0.3,0.0055171438
0,512,2,200.0,-1605.0,1167,1076.0804443359375,-0.005200495407916605,0.003446519374847412,0.0003,2267.9872619628904,-2.5647465348243714,0.0,10,0.3,0.0005940711
0,768,3,200.0,-1506.6666666666667,1148,570.1065063476562,-0.0036819894099608063,0.007252216339111328,0.0003,1550.59736328125,-2.5634806632995604,0.0,20,0.3,0.0007169021
0,1024,4,200.0,-1570.0,1108,606.586181640625,-0.0040479415562003854,-0.0027407407760620117,0.0003,1122.1209106445312,-2.5619455695152284,0.0,30,0.3,0.00059278985
1,1280,5,200.0,-1616.6666666666667,1098,759.4270629882812,-0.0026692856568843125,-0.0006988048553466797,0.0003,1904.922625732422,-2.5615742683410643,0.0,40,0.3,0.0003412438
1,1536,6,200.0,-1694.2857142857142,1068,687.901123046875,-0.0026401685550808906,-3.3736228942871094e-05,0.0003,1311.25654296875,-2.5603529810905457,0.0,50,0.3,0.00032130838
1,1792,7,200.0,-1738.75,1060,900.3057861328125,-0.004703888949006796,0.0004445314407348633,0.0003,1983.21669921875,-2.5582427382469177,0.0,60,0.3,0.00048110983
1,2048,8,200.0,-1773.0,1048,723.6682739257812,-0.0035152089316397906,-5.233287811279297e-05,0.0003,1563.2467956542969,-2.554248905181885,0.0,70,0.3,0.00065420754
2,2304,9,200.0,-1817.2727272727273,1039,721.3275756835938,-0.009542286838404834,0.00013214349746704102,0.0003,1392.4183410644532,-2.5442307114601137,0.0,80,0.3,0.0023378038
2,2560,10,200.0,-1820.0,1037,841.640869140625,-0.010807361453771591,6.633996963500977e-05,0.0003,1535.6432983398438,-2.5292765140533446,0.0,90,0.3,0.0031017433
2,2816,11,200.0,-1741.4285714285713,1030,494.95587158203125,-0.013646453339606523,0.00015014410018920898,0.0003,1006.0415985107422,-2.4980671405792236,0.0,100,0.3,0.0057003065
2,3072,12,200.0,-1741.3333333333333,1027,299.4035949707031,-0.017384101217612625,-0.00013554096221923828,0.0003,610.9205047607422,-2.4800783157348634,0.0,110,0.3,0.011690486
3,3328,13,200.0,-1718.75,1029,516.4059448242188,-0.026317601650953294,-8.380413055419922e-05,0.0003,1086.2941497802735,-2.417333114147186,0.029296875,120,0.3,0.019360948
3,3584,14,200.0,-1691.764705882353,1032,295.9917297363281,-0.02538310792297125,-8.082389831542969e-05,0.0003,593.4456436157227,-2.323272430896759,0.01875,130,0.3,0.024556518
3,3840,15,200.0,-1594.7368421052631,1032,131.7599639892578,-0.019580519245937466,3.0875205993652344e-05,0.0003,272.98851470947267,-2.111206567287445,0.06875,140,0.3,0.039572753
