time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/entropy_loss,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/loss,train/approx_kl
256,200.0,0,919,-143.0,1,,,,,,,,,,
512,200.0,0,889,-373.0,2,6.216764450073242e-05,-2.564700555801392,0.3,0.0,10,1407.3229278564454,0.0003,-0.006385957379825414,437.0308532714844,0.00084070605
768,200.0,0,872,-349.6666666666667,3,0.015078067779541016,-2.563326966762543,0.3,0.0,20,643.7058227539062,0.0003,-0.004947803635150194,281.835693359375,0.0008988441
1024,200.0,1,858,-481.2,4,-0.025369763374328613,-2.560775136947632,0.3,0.0,30,403.326416015625,0.0003,-0.002211483719293028,150.26971435546875,0.00040888693
1280,200.0,1,868,-395.1666666666667,5,0.0008187294006347656,-2.5602953314781187,0.3,0.0,40,545.9337753295898,0.0003,-0.003192968713119626,258.6071472167969,0.00038661435
1536,200.0,1,871,-432.42857142857144,6,0.009885847568511963,-2.5583606600761413,0.3,0.0,50,1748.9246887207032,0.0003,-0.0041761260712519285,1044.2962646484375,0.0005836128
1792,200.0,2,873,-467.375,7,-0.0062454938888549805,-2.5573699474334717,0.3,0.0,60,561.1686965942383,0.0003,-0.0026425947435200214,254.59498596191406,0.000389321
2048,200.0,2,873,-511.5,8,-0.002965211868286133,-2.5552318572998045,0.3,0.0,70,477.5029693603516,0.0003,-0.0014880525646731257,239.43545532226562,0.00025717937
2304,200.0,2,876,-514.0909090909091,9,0.004900991916656494,-2.5495871782302855,0.3,0.0,80,284.47933197021484,0.0003,-0.003544104634784162,171.8123321533203,0.0007134804
2560,200.0,2,878,-496.0,10,-0.004852175712585449,-2.54495393037796,0.3,0.0,90,166.75710678100586,0.0003,-0.006366275227628648,64.99662780761719,0.001879639
2816,200.0,3,881,-500.5,11,0.0006263852119445801,-2.537142980098724,0.3,0.0,100,662.7196365356446,0.0003,-0.010242852009832859,391.9403076171875,0.006847213
3072,200.0,3,883,-486.6,12,0.006366074085235596,-2.496709978580475,0.3,0.00859375,110,134.4397087097168,0.0003,-0.013797037512995302,60.76784133911133,0.011296194
3328,200.0,3,882,-472.875,13,0.0019050836563110352,-2.461971163749695,0.3,0.04765625,120,611.4045684814453,0.0003,-0.023436081223189832,204.94703674316406,0.023012493
3584,200.0,4,884,-477.05882352941177,14,0.012710988521575928,-2.4339584827423097,0.3,0.00390625,130,624.2567749023438,0.0003,-0.01171033182181418,296.6285095214844,0.007907526
3840,200.0,4,888,-451.7368421052632,15,0.12750887870788574,-2.4533109784126284,0.3,0.0,140,488.28764724731445,0.0003,-0.003922083275392651,249.9613800048828,0.0023673559
4096,200.0,4,890,-456.15,16,0.2699429392814636,-2.476082372665405,0.3,0.0,150,414.44201507568357,0.0003,-0.005232702661305666,223.81263732910156,0.0023883116
4352,200.0,4,891,-467.5238095238095,17,-0.021568775177001953,-2.4798193097114565,0.3,0.0,160,255.3857406616211,0.0003,-0.004783031437546015,118.7267074584961,0.001369213
4608,200.0,5,894,-471.9130434782609,18,-0.053485989570617676,-2.4792391300201415,0.3,0.0,170,294.33524017333986,0.0003,-0.011613985220901669,143.92713928222656,0.004373746
4864,200.0,5,897,-441.8333333333333,19,-2.1660192012786865,-2.452149045467377,0.3,0.0,180,206.0627254486084,0.0003,-0.005908605316653848,37.14157485961914,0.00250276
5120,200.0,5,899,-434.84,20,0.0033263564109802246,-2.446939301490784,0.3,0.0,190,1727.8049713134765,0.0003,-0.0064145154785364865,753.9910278320312,0.002178059
5376,200.0,5,900,-435.7692307692308,21,0.012495934963226318,-2.4539584159851073,0.3,0.0,200,570.7902015686035,0.0003,-0.004638068890199065,396.71673583984375,0.0020905968
5632,200.0,6,901,-430.7857142857143,22,-0.28006935119628906,-2.460321915149689,0.3,0.0,210,65.454838180542,0.0003,-0.005757643561810255,21.189151763916016,0.0024017396
5888,200.0,6,901,-439.51724137931035,23,-1.9073486328125e-05,-2.4277001857757567,0.3,0.1171875,220,651.5852157592774,0.0003,-0.027168213203549386,206.43490600585938,0.04404407
6144,200.0,6,902,-440.23333333333335,24,-0.37001776695251465,-2.3933496356010435,0.3,0.0,230,363.7475296020508,0.0003,-0.00795518693048507,173.7921600341797,0.0049331663
6400,200.0,7,903,-440.4375,25,0.00441133975982666,-2.409780943393707,0.3,0.0,240,60.164710998535156,0.0003,-0.007250838587060571,21.81820297241211,0.002273789
6656,200.0,7,905,-441.030303030303,26,0.0013295412063598633,-2.3881283044815063,0.3,0.000390625,250,110.35454750061035,0.0003,-0.011007451033219696,65.52738952636719,0.009228092
6912,200.0,7,906,-434.7647058823529,27,-0.0007079839706420898,-2.3309269666671755,0.3,0.001953125,260,42.11596145629883,0.0003,-0.012479342520236969,19.714828491210938,0.009382007
7168,200.0,7,908,-426.65714285714284,28,0.00016385316848754883,-2.360818076133728,0.3,0.019140625,270,1121.424398803711,0.0003,-0.014581008395180107,501.0087585449219,0.012460595
7424,200.0,8,909,-424.0810810810811,29,4.9233436584472656e-05,-2.388623762130737,0.3,0.028515625,280,555.9159851074219,0.0003,-0.01163592622615397,333.7881774902344,0.013026235
7680,200.0,8,910,-413.7368421052632,30,-9.894371032714844e-06,-2.342300629615784,0.3,0.0,290,131.04752082824706,0.0003,-0.003289433312602341,73.62456512451172,0.0030495576
7936,200.0,8,911,-406.1025641025641,31,0.0019841790199279785,-2.3367969393730164,0.3,0.0,300,1797.9537689208985,0.0003,-0.003805939480662346,650.3555297851562,0.0018493675
8192,200.0,8,912,-410.5,32,5.245208740234375e-05,-2.3051584362983704,0.3,0.0,310,704.2011352539063,0.0003,-0.00771656611468643,394.7945556640625,0.0064372914
8448,200.0,9,913,-399.35714285714283,33,0.000664055347442627,-2.2919292092323302,0.3,0.00078125,320,89.93372802734375,0.0003,-0.003708581463433802,40.18824768066406,0.0036430499
8704,200.0,9,913,-400.6511627906977,34,-0.0027794837951660156,-2.2664013624191286,0.3,0.0,330,1123.4200225830077,0.0003,-0.0035716050770133734,635.6558837890625,0.0023381966
8960,200.0,9,913,-401.22727272727275,35,0.0009090304374694824,-2.2326476097106935,0.3,0.0,340,37.80451965332031,0.0003,-0.008146740472875535,16.127309799194336,0.0054000905
9216,200.0,10,913,-401.89130434782606,36,-0.28350818157196045,-2.202512466907501,0.3,0.003125,350,35.74572887420654,0.0003,-0.005800819490104914,13.971894264221191,0.009423143
9472,200.0,10,915,-392.97872340425533,37,0.005793452262878418,-2.1484241247177125,0.3,0.0515625,360,42.102989959716794,0.0003,-0.018116388656198978,20.00310707092285,0.030227818
9728,200.0,10,915,-395.9791666666667,38,0.0022872090339660645,-2.183561086654663,0.3,0.0,370,1285.580859375,0.0003,-0.004274569312110543,510.8584289550781,0.0077969264
9984,200.0,10,915,-395.9591836734694,39,0.04346942901611328,-2.163037586212158,0.3,0.0,380,56.350892066955566,0.0003,-0.006395823252387345,30.009538650512695,0.004778549
10240,200.0,11,915,-396.7843137254902,40,-1.2600953578948975,-2.185993027687073,0.3,0.0,390,30.18728322982788,0.0003,-0.006884104432538151,8.608092308044434,0.008726034
10496,200.0,11,916,-396.03846153846155,41,0.003539443016052246,-2.045839715003967,0.3,0.018359375,400,32.669406700134275,0.0003,-0.005559406336396932,15.569985389709473,0.019764012
10752,200.0,11,917,-395.22641509433964,42,-0.03642404079437256,-1.9579852223396301,0.3,0.065625,410,27.1052001953125,0.0003,-0.014165084622800351,16.63812828063965,0.023367595
11008,200.0,11,918,-394.45454545454544,43,-0.03293037414550781,-1.9629006385803223,0.3,0.116015625,420,23.533167552947997,0.0003,-0.018490966875106096,13.244455337524414,0.03356586
11264,200.0,12,919,-394.10714285714283,44,-8.618831634521484e-05,-1.8681685268878936,0.3,0.1765625,430,19.29396781921387,0.0003,-0.025663243047893046,8.650734901428223,0.026438273
11520,200.0,12,919,-388.2280701754386,45,-7.748603820800781e-06,-1.847889256477356,0.3,0.020703125,440,61.32037725448608,0.0003,-0.00946467519388534,35.16971969604492,0.015066089
11776,200.0,12,920,-387.86206896551727,46,2.9325485229492188e-05,-1.8538401544094085,0.3,0.0,450,1342.5335540771484,0.0003,0.0025999197270721195,653.6848754882812,0.002810639
12032,200.0,13,921,-373.1666666666667,47,0.0001462101936340332,-1.8458584070205688,0.3,0.0,460,2560.069677734375,0.0003,-0.00029702270403504373,1100.9498291015625,4.1249674e-05
12288,200.0,13,922,-373.2295081967213,48,0.000873565673828125,-1.8389774024486543,0.3,0.0,470,90.44531192779542,0.0003,-0.0030786062590777872,49.96611404418945,0.0016588718
12544,200.0,13,923,-373.83870967741933,49,8.356571197509766e-05,-1.841580480337143,0.3,0.0,480,16.44212679862976,0.0003,-0.004938002675771713,8.281262397766113,0.0040302766
12800,200.0,13,923,-374.375,50,3.230571746826172e-05,-1.7918469667434693,0.3,0.043359375,490,12.156184577941895,0.0003,-0.01821586932055652,6.683784484863281,0.023804326
13056,200.0,14,924,-373.9230769230769,51,0.00013524293899536133,-1.784695529937744,0.3,0.23828125,500,18.32603669166565,0.0003,-0.03252710928209126,9.94393539428711,0.05684948
13312,200.0,14,925,-373.72727272727275,52,-0.0001926422119140625,-1.8293809354305268,0.3,0.026171875,510,23.301593208312987,0.0003,0.0006390239461325109,11.005146026611328,0.021997508
13568,200.0,14,925,-372.7313432835821,53,-2.944469451904297e-05,-1.8314716696739197,0.3,0.0,520,44.974152660369874,0.0003,-0.004455068847164512,22.509963989257812,0.0022066622
13824,200.0,14,926,-372.5072463768116,54,0.0005300045013427734,-1.7810798227787017,0.3,0.0,530,626.300422668457,0.0003,-0.0011852335184812546,366.4324645996094,0.0011316026
14080,200.0,15,926,-372.9428571428571,55,-0.020601272583007812,-1.7650214314460755,0.3,0.0,540,33.168618488311765,0.0003,-0.0050635482650250195,14.78307819366455,0.0053915656
14336,200.0,15,927,-372.9718309859155,56,-1.537799835205078e-05,-1.7685989618301392,0.3,0.000390625,550,10.88914976119995,0.0003,-0.0062343251309357585,6.0875630378723145,0.011131029
