rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss
-640.0,1092,1,0,256,200.0,,,,,,,,,,
-715.0,1029,2,0,512,200.0,0.0,-0.0027399063110351562,0.3,311.9621887207031,-0.008920005708932876,10,0.0017880343,818.2804626464844,0.0003,-2.56435170173645
-706.6666666666666,1034,3,0,768,200.0,0.0,0.001357436180114746,0.3,510.2862548828125,-0.0033431187272071838,20,0.0008030492,1065.2868194580078,0.0003,-2.561346101760864
-560.0,1030,4,0,1024,200.0,0.0,0.0009778738021850586,0.3,394.74261474609375,-0.008330344897694885,30,0.0031615112,841.2396697998047,0.0003,-2.559216558933258
-556.6666666666666,1028,5,1,1280,200.0,0.0,0.0002816915512084961,0.3,271.9701232910156,-0.0015671077882871032,40,0.0011680266,497.7225006103516,0.0003,-2.553227889537811
-581.4285714285714,1028,6,1,1536,200.0,0.0,-7.331371307373047e-05,0.3,264.09490966796875,-0.003565843775868416,50,0.00051342347,526.0768127441406,0.0003,-2.549983060359955
-527.5,1036,7,1,1792,200.0,0.0,0.002227604389190674,0.3,554.1431884765625,-0.011493766633793711,60,0.0046390956,903.7865661621094,0.0003,-2.547700846195221
-472.0,1044,8,1,2048,200.0,0.0,0.020817220211029053,0.3,511.9235534667969,-0.000932196737267077,70,0.0009753001,1354.523001098633,0.0003,-2.543770205974579
-434.54545454545456,1046,9,2,2304,200.0,0.0,0.22542881965637207,0.3,151.10906982421875,-0.0018893397180363535,80,0.0003884451,413.52342834472654,0.0003,-2.5391824722290037
-435.0,1047,10,2,2560,200.0,0.0,0.0688132643699646,0.3,746.5656127929688,-0.0017923367908224464,90,0.00024250709,1581.8657165527343,0.0003,-2.5394196033477785
-415.7142857142857,1033,11,2,2816,200.0,0.0,0.03786873817443848,0.3,951.91845703125,-0.002438993169926107,100,0.00034298562,1958.703466796875,0.0003,-2.5425943970680236
-422.0,1031,12,2,3072,200.0,0.0,-0.023486971855163574,0.3,188.93772888183594,0.0002714538830332458,110,0.000102878315,498.71814727783203,0.0003,-2.539072239398956
-416.25,1034,13,3,3328,200.0,0.0,-0.07430124282836914,0.3,471.185546875,-0.0012034088606014848,120,0.00013679871,1261.1042755126953,0.0003,-2.5406957626342774
-425.88235294117646,1037,14,3,3584,200.0,0.0,0.12349581718444824,0.3,627.7047729492188,-0.004432828375138342,130,0.0006103567,1022.4242370605468,0.0003,-2.541255223751068
-397.36842105263156,1038,15,3,3840,200.0,0.0,0.06384903192520142,0.3,548.5935668945312,-0.002569422614760697,140,0.0005331037,1176.4134979248047,0.0003,-2.5341536521911623
-388.0,1042,16,3,4096,200.0,0.0,-0.12318074703216553,0.3,626.1134643554688,-0.002366251009516418,150,0.00041032466,1052.530665588379,0.0003,-2.5342277884483337
-377.6190476190476,1041,17,4,4352,200.0,0.002734375,0.002027451992034912,0.3,739.732421875,-0.012964208517223597,160,0.010558473,992.520524597168,0.0003,-2.526723039150238
-405.2173913043478,1042,18,4,4608,200.0,0.0,0.08935576677322388,0.3,732.1368408203125,-0.003588344110175967,170,0.005697608,1593.858447265625,0.0003,-2.497381663322449
-409.1666666666667,1042,19,4,4864,200.0,0.0,0.0005069971084594727,0.3,325.58111572265625,-0.0025201525073498487,180,0.0008844633,648.3083389282226,0.0003,-2.4822528839111326
-399.6,1045,20,4,5120,200.0,0.0,0.047321200370788574,0.3,865.3690795898438,-0.0020666233263909816,190,0.0004072974,1675.238214111328,0.0003,-2.467105579376221
-398.84615384615387,1048,21,5,5376,200.0,0.0,0.13245153427124023,0.3,184.2637176513672,-0.00599846534896642,200,0.0032005573,464.2815628051758,0.0003,-2.4429221510887147
-398.57142857142856,1046,22,5,5632,200.0,0.0,-0.20308709144592285,0.3,103.62879943847656,-0.01346744135953486,210,0.0060845953,423.93325271606443,0.0003,-2.4073054432868957
-408.2758620689655,1049,23,5,5888,200.0,0.0,0.0005218386650085449,0.3,287.0406799316406,-0.006384922144934535,220,0.0040943176,956.2375518798829,0.0003,-2.3872777462005614
-408.3333333333333,1050,24,5,6144,200.0,0.0,-0.0006388425827026367,0.3,279.0621643066406,-0.005081753223203122,230,0.003954885,652.8659439086914,0.0003,-2.387138295173645
-399.375,1049,25,6,6400,200.0,0.003125,-0.0005993843078613281,0.3,139.4005584716797,-0.008820336870849132,240,0.01225251,226.05138206481934,0.0003,-2.3511683464050295
-403.3333333333333,1047,26,6,6656,200.0,0.0,0.022365272045135498,0.3,394.9633483886719,0.0013573484960943461,250,0.002268511,782.4810684204101,0.0003,-2.2968345403671266
-399.4117647058824,1050,27,6,6912,200.0,0.0,0.03228902816772461,0.3,260.064697265625,-0.003238538303412497,260,0.0010952454,613.115348815918,0.0003,-2.315262532234192
-398.57142857142856,1048,28,6,7168,200.0,0.0,0.07847011089324951,0.3,899.2537231445312,-0.00391068106982857,270,0.0009909132,2017.7611206054687,0.0003,-2.337391173839569
-400.5405405405405,1049,29,7,7424,200.0,0.0,0.056464195251464844,0.3,398.0328674316406,-0.0030622285325080157,280,0.0017043755,758.4235733032226,0.0003,-2.3260823369026182
-385.0,1045,30,7,7680,200.0,0.0,-0.3969224691390991,0.3,292.058837890625,-0.0006158201256766915,290,0.0002391215,682.6668518066406,0.0003,-2.2923410177230834
-382.3076923076923,1043,31,7,7936,200.0,0.0,0.2962391972541809,0.3,696.60546875,-0.002459872723557055,300,0.0005279088,1008.3045288085938,0.0003,-2.3000943779945375
-380.25,1044,32,7,8192,200.0,0.0,-0.031899333000183105,0.3,591.5621948242188,-0.006295120203867554,310,0.0040412107,975.1789810180665,0.0003,-2.2851125717163088
-386.42857142857144,1045,33,8,8448,200.0,0.0,0.030350327491760254,0.3,155.56211853027344,-0.009320199908688664,320,0.006015637,321.2769577026367,0.0003,-2.251818025112152
-378.3720930232558,1046,34,8,8704,200.0,0.0484375,-0.0013490915298461914,0.3,834.90869140625,-0.01672052821377292,330,0.032094575,1188.7012145996093,0.0003,-2.123595416545868
-375.6818181818182,1046,35,8,8960,200.0,0.0,0.013476192951202393,0.3,827.1802368164062,-0.015076321084052324,340,0.012714063,1969.5654235839843,0.0003,-2.0637226939201354
-366.0869565217391,1041,36,8,9216,200.0,0.0,0.16216588020324707,0.3,369.7054443359375,-0.00256199681898579,350,0.0008951598,764.9212646484375,0.0003,-2.065811538696289
-360.21276595744683,1041,37,9,9472,200.0,0.0,0.2271486520767212,0.3,270.39105224609375,-0.0056370548903942105,360,0.0016753187,580.0492889404297,0.0003,-2.0300931453704836
-356.6666666666667,1042,38,9,9728,200.0,0.00234375,0.0011841654777526855,0.3,605.75537109375,-0.013821726571768523,370,0.0121209165,1209.9409286499024,0.0003,-2.0745893120765686
-355.7142857142857,1043,39,9,9984,200.0,0.0,-0.04083406925201416,0.3,566.0728759765625,0.0028261372353881598,380,0.0013239237,994.8362823486328,0.0003,-2.1354311108589172
-365.4901960784314,1045,40,9,10240,200.0,0.0,0.04466259479522705,0.3,280.39190673828125,-0.0020600037998519836,390,0.0007148066,776.2145751953125,0.0003,-2.168608510494232
-4450.0,1400,1,0,256,200.0,0.0,-0.004288315773010254,0.3,285.3613586425781,-0.012962353718467056,400,0.009971569,440.6053100585938,0.0003,-2.171694481372833
