time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/value_loss,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance
2,796,2048,1,200.0,-2294.0,,,,,,,,,,
6,648,4096,2,200.0,-2125.5,-0.004740103176300181,31289.670513916015,10,-2.4838061332702637,14771.41015625,0.0029858344,0.0003,0.00087890625,0.2,0.0013957619667053223
10,611,6144,3,200.0,-2076.6666666666665,-0.0067705554094573015,26364.62062988281,20,-2.4787562012672426,14898.6552734375,0.005430364,0.0003,0.00830078125,0.2,-5.4836273193359375e-06
13,592,8192,4,200.0,-2038.25,-0.004384477791609243,24677.547509765624,30,-2.4696401320397854,11303.2158203125,0.0038978597,0.0003,0.0005859375,0.2,-1.9073486328125e-06
17,583,10240,5,200.0,-1967.0588235294117,-0.009040094399097143,23583.514038085938,40,-2.4495136082172393,10967.3525390625,0.009714974,0.0003,0.037109375,0.2,-3.337860107421875e-06
2,827,2048,1,200.0,-380.0,-0.00564696184155764,18175.510592651368,50,-2.4153692804276945,8439.6748046875,0.007756518,0.0003,0.02275390625,0.2,-5.841255187988281e-06
6,649,4096,2,200.0,-456.0,-0.007364414872427005,2711.646397781372,10,-2.4816988885402678,1190.6776123046875,0.0076658726,0.0003,0.012060546875,0.2,0.0008068680763244629
10,605,6144,3,200.0,-485.3333333333333,-0.007936463989608455,2624.7956130981447,20,-2.4678502336144446,1323.09423828125,0.008967386,0.0003,0.03330078125,0.2,0.11722457408905029
13,586,8192,4,200.0,-495.5,-0.013895076866901945,2811.946215057373,30,-2.4518715336918833,1067.44677734375,0.013631443,0.0003,0.056982421875,0.2,0.08225768804550171
17,575,10240,5,200.0,-473.1372549019608,-0.01201447574640042,2888.9903614044188,40,-2.440409266203642,1379.948486328125,0.0092969155,0.0003,0.061083984375,0.2,0.16275817155838013
2,832,2048,1,200.0,-1711.0,-0.008747529129323084,2547.4276447296143,50,-2.40417927801609,1351.730712890625,0.009204142,0.0003,0.066162109375,0.2,0.21324032545089722
6,628,4096,2,200.0,-1492.5,-0.00977495981787797,18793.635354614256,60,-2.357452715188265,7083.36865234375,0.011560109,0.0003,0.05791015625,0.2,-2.86102294921875e-06
10,592,6144,3,200.0,-1458.6666666666667,-0.012557210765226045,11227.677146911621,70,-2.2921125054359437,6569.42529296875,0.011744371,0.0003,0.09189453125,0.2,-1.1920928955078125e-06
14,579,8192,4,200.0,-1401.5,-0.007785740084364079,12793.462100219727,80,-2.238501565158367,6433.2236328125,0.011542436,0.0003,0.04423828125,0.2,-5.960464477539062e-07
17,569,10240,5,200.0,-1338.6274509803923,-0.007077146097435616,9015.371110534668,90,-2.1784341134130956,3853.642822265625,0.006937262,0.0003,0.046533203125,0.2,-1.430511474609375e-06
2,835,2048,1,200.0,-369.0,-0.012145122415677178,7400.43021850586,100,-2.081890373677015,3813.84619140625,0.016104393,0.0003,0.133203125,0.2,-1.0728836059570312e-06
