time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction
32,958,200.0,123,507.99,31488,-0.07148277759552002,45262.21376953125,21078.724609375,-0.0012613038532435894,0.3,0.0003,0.00021604146,1220,-2.025038814544678,0.0
33,958,200.0,124,509.26,31744,0.12696784734725952,13046.903552246094,7789.87890625,-0.0001822995487600565,0.3,0.0003,4.0834537e-05,1230,-2.0361877202987673,0.0
33,958,200.0,125,506.33,32000,0.12766242027282715,10335.712297058106,5227.55126953125,-0.0011286363820545374,0.3,0.0003,0.00032228138,1240,-2.0593444228172304,0.0
33,958,200.0,126,509.07,32256,0.101779043674469,13171.59627685547,8372.8193359375,-0.00291463213507086,0.3,0.0003,0.0012613691,1250,-1.9914981365203857,0.0
33,958,200.0,127,508.69,32512,0.07272034883499146,31732.2837890625,14190.55859375,-0.012881043832749128,0.3,0.0003,0.0087272115,1260,-1.9934249758720397,0.0
34,958,200.0,128,512.02,32768,0.07298463582992554,15543.126708984375,10072.9580078125,-0.0050894735846668485,0.3,0.0003,0.0055102063,1270,-1.892154598236084,0.0
34,958,200.0,129,516.03,33024,0.05651712417602539,11878.16513671875,5743.61376953125,-0.00036738504422828555,0.3,0.0003,0.0005194135,1280,-1.8636435210704803,0.0
34,958,200.0,130,515.1,33280,0.1358928084373474,17375.41456298828,5236.20458984375,-0.00023006205447018147,0.3,0.0003,0.0012874622,1290,-1.8893224120140075,0.0
35,958,200.0,131,515.32,33536,0.06421566009521484,16992.24149169922,7871.48681640625,-0.0010385708883404732,0.3,0.0003,0.00066811405,1300,-1.8908408045768739,0.0
35,957,200.0,132,516.46,33792,0.18847686052322388,16268.8240234375,9659.92578125,-0.002418456505984068,0.3,0.0003,0.0005925193,1310,-1.9225979447364807,0.0
35,957,200.0,133,517.14,34048,0.11499375104904175,16168.3083984375,6777.06982421875,-0.0019724491517990827,0.3,0.0003,0.00066344626,1320,-1.938363915681839,0.0
35,957,200.0,134,516.74,34304,0.06932395696640015,34294.4974609375,16352.4912109375,-0.0008441103156656027,0.3,0.0003,0.00014220015,1330,-1.95138458609581,0.0
