time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction
0,962,200.0,1,857.0,256,,,,,,,,,,
0,978,200.0,2,627.0,512,-5.2928924560546875e-05,36456.21787109375,21682.076171875,-0.004221175285056234,0.3,0.0003,0.00044926442,10,-2.5648056983947756,0.0
0,965,200.0,3,303.6666666666667,768,0.0020369291305541992,1153.2466430664062,500.9718933105469,-0.00392183936201036,0.3,0.0003,0.0006162196,20,-2.563945508003235,0.0
1,965,200.0,4,349.2,1024,0.0002429485321044922,19821.348046875,7709.82421875,-0.00425721756182611,0.3,0.0003,0.0007856474,30,-2.5626387357711793,0.0
1,956,200.0,5,464.6666666666667,1280,0.001226663589477539,18772.35673828125,7099.31982421875,-0.00238948289770633,0.3,0.0003,0.00034314208,40,-2.5617223739624024,0.0
1,951,200.0,6,444.0,1536,0.00809866189956665,44808.52783203125,22831.203125,-0.002310209907591343,0.3,0.0003,0.00027928385,50,-2.559149384498596,0.0
1,948,200.0,7,427.5,1792,0.0030984878540039062,19915.142431640626,9737.9296875,-0.004724785964936018,0.3,0.0003,0.00053899107,60,-2.558834362030029,0.0
2,947,200.0,8,409.6,2048,0.010616660118103027,20118.25993652344,7780.18359375,-0.0015881803585216403,0.3,0.0003,0.00038308254,70,-2.5562759160995485,0.0
2,947,200.0,9,423.3636363636364,2304,0.005631744861602783,38374.29091796875,16099.236328125,-0.0006487094331532716,0.3,0.0003,0.00011506444,80,-2.5534420013427734,0.0
2,948,200.0,10,450.8333333333333,2560,0.005401968955993652,18646.354931640624,7361.12841796875,-0.0033482609083876013,0.3,0.0003,0.00043444987,90,-2.550999641418457,0.0
2,949,200.0,11,469.7857142857143,2816,-0.004248261451721191,19184.561157226562,7222.81298828125,-0.0010859150672331453,0.3,0.0003,0.00014898437,100,-2.5538805723190308,0.0
3,952,200.0,12,464.73333333333335,3072,0.01298511028289795,12348.44921875,6775.564453125,-0.002887173870112747,0.3,0.0003,0.00067891297,110,-2.5523330211639403,0.0
3,952,200.0,13,462.0,3328,0.033178091049194336,28675.46689453125,13136.8212890625,-0.0021269233897328378,0.3,0.0003,0.0005895565,120,-2.5439907789230345,0.0
3,954,200.0,14,456.1764705882353,3584,0.0167996883392334,19335.0947265625,9288.0546875,-0.0023862948874011636,0.3,0.0003,0.0004255122,130,-2.5409753918647766,0.0
4,954,200.0,15,530.2631578947369,3840,0.024459362030029297,17503.13603515625,9108.9638671875,-0.0010582843096926808,0.3,0.0003,0.00015238347,140,-2.5390230894088743,0.0
4,956,200.0,16,524.15,4096,0.023948609828948975,35137.4056640625,14879.7275390625,-0.0009823755943216383,0.3,0.0003,9.9212164e-05,150,-2.5406408309936523,0.0
4,956,200.0,17,520.0952380952381,4352,0.04641246795654297,19370.828686523437,11343.7890625,-0.0008286375319585204,0.3,0.0003,6.012828e-05,160,-2.537466275691986,0.0
4,957,200.0,18,509.2608695652174,4608,0.0004406571388244629,19649.970458984375,13138.8955078125,-0.01054336098022759,0.3,0.0003,0.0043498757,170,-2.5368085503578186,0.0
5,958,200.0,19,517.9166666666666,4864,0.04148179292678833,15506.259375,9779.072265625,-0.0007185283582657575,0.3,0.0003,0.0009814543,180,-2.5119289994239806,0.0
5,959,200.0,20,529.88,5120,0.03238475322723389,42201.27509765625,15866.2236328125,-0.0006102164858020842,0.3,0.0003,9.55977e-05,190,-2.5110416769981385,0.0
5,960,200.0,21,527.4230769230769,5376,0.048995912075042725,15196.196325683593,10978.2607421875,-0.0027847101911902426,0.3,0.0003,0.0007074594,200,-2.508697497844696,0.0
5,959,200.0,22,533.4642857142857,5632,0.043852150440216064,19461.36513671875,11584.67578125,-0.0033498224802315235,0.3,0.0003,0.00078731147,210,-2.4911583065986633,0.0
6,959,200.0,23,527.0344827586207,5888,5.823373794555664e-05,26971.892626953126,12454.4306640625,-0.0015207526041194797,0.3,0.0003,0.00054583023,220,-2.479349172115326,0.0
6,959,200.0,24,533.2666666666667,6144,0.0010378360748291016,16883.1888671875,5610.8466796875,-0.003051040112040937,0.3,0.0003,0.001142554,230,-2.4747016787528993,0.0
6,960,200.0,25,530.96875,6400,0.030944526195526123,16703.361254882813,4646.40478515625,-0.0025566909462213516,0.3,0.0003,0.00053128414,240,-2.4723026037216185,0.0
6,960,200.0,26,534.939393939394,6656,0.010412454605102539,14634.006494140625,3228.080322265625,-0.0022307208739221094,0.3,0.0003,0.00052490435,250,-2.4915618896484375,0.0
7,961,200.0,27,532.0882352941177,6912,0.017660140991210938,19247.7458984375,11103.986328125,-0.0025001168251037598,0.3,0.0003,0.00071928813,260,-2.501147818565369,0.0
7,961,200.0,28,536.9714285714285,7168,0.03434610366821289,23801.341430664062,16985.607421875,-0.004107857216149568,0.3,0.0003,0.00096163177,270,-2.4943872928619384,0.0
7,960,200.0,29,529.3243243243244,7424,0.02392655611038208,9632.123721313477,5552.6435546875,-0.0015386710409075021,0.3,0.0003,0.0011971449,280,-2.484481942653656,0.0
8,959,200.0,30,555.6315789473684,7680,0.03652554750442505,25739.4234375,5238.70654296875,0.00023099968675523996,0.3,0.0003,0.00022338238,290,-2.4673025131225588,0.0
