time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/value_loss,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance
2,855,2048,1,200.0,-1480.0,,,,,,,,,,
6,668,4096,2,200.0,-1315.5,-0.004790445286926115,13349.837741088868,10,-2.4837498635053636,6066.2802734375,0.0029936328,0.0003,0.002001953125,0.2,0.0018056631088256836
9,624,6144,3,200.0,-1286.0,-0.005927503367274767,10989.86432800293,20,-2.4787240140140057,6083.28857421875,0.005804709,0.0003,0.0052734375,0.2,3.5762786865234375e-07
13,602,8192,4,200.0,-1303.0,-0.004749378451379016,11028.060345458984,30,-2.4739714965224264,4562.01513671875,0.0041879397,0.0003,0.000244140625,0.2,-4.887580871582031e-06
17,594,10240,5,200.0,-1297.2549019607843,-0.00945262223831378,10979.067819213868,40,-2.4625333063304424,5406.4990234375,0.010446289,0.0003,0.02646484375,0.2,-3.933906555175781e-06
2,886,2048,1,200.0,-1920.0,-0.004239322435751092,9993.193222045898,50,-2.4440946251153948,4720.435546875,0.005142146,0.0003,0.0021484375,0.2,-6.556510925292969e-06
5,683,4096,2,200.0,-1865.0,-0.007706741312722443,23907.464270019533,10,-2.4827059112489223,11402.7060546875,0.005768193,0.0003,0.009033203125,0.2,0.0008071660995483398
9,623,6144,3,200.0,-1835.0,-0.007995429048605729,22658.76591796875,20,-2.475174242258072,8881.09375,0.007848753,0.0003,0.007470703125,0.2,-6.318092346191406e-06
13,592,8192,4,200.0,-1845.25,-0.007594422313559335,21376.860430908204,30,-2.4608817301690578,8182.2392578125,0.005930801,0.0003,0.019775390625,0.2,-9.417533874511719e-06
17,579,10240,5,200.0,-1800.9803921568628,-0.0079910654683772,21830.061773681642,40,-2.443712637573481,10206.7216796875,0.0052175783,0.0003,0.026318359375,0.2,-4.410743713378906e-06
2,853,2048,1,200.0,-1080.0,-0.008097957612335449,16021.167663574219,50,-2.409897305816412,8855.421875,0.010251853,0.0003,0.042724609375,0.2,-2.384185791015625e-06
6,624,4096,2,200.0,-1098.5,-0.010317393952573185,7226.910816955567,60,-2.4140894509851933,2964.242919921875,0.010573336,0.0003,0.04599609375,0.2,-3.933906555175781e-06
