time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/value_loss,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance
2,886,2048,1,200.0,-1480.0,,,,,,,,,,
5,710,4096,2,200.0,-1315.5,-0.004790445286926115,13349.837741088868,10,-2.4837498635053636,6066.2802734375,0.0029936328,0.0003,0.002001953125,0.2,0.0018056631088256836
9,658,6144,3,200.0,-1286.0,-0.005927503367274767,10989.86432800293,20,-2.4787240140140057,6083.28857421875,0.005804709,0.0003,0.0052734375,0.2,3.5762786865234375e-07
13,624,8192,4,200.0,-1303.0,-0.004749378451379016,11028.060345458984,30,-2.4739714965224264,4562.01513671875,0.0041879397,0.0003,0.000244140625,0.2,-4.887580871582031e-06
16,612,10240,5,200.0,-1297.2549019607843,-0.00945262223831378,10979.067819213868,40,-2.4625333063304424,5406.4990234375,0.010446289,0.0003,0.02646484375,0.2,-3.933906555175781e-06
2,862,2048,1,200.0,-4092.0,-0.004239322435751092,9993.193222045898,50,-2.4440946251153948,4720.435546875,0.005142146,0.0003,0.0021484375,0.2,-6.556510925292969e-06
5,683,4096,2,200.0,-4103.0,-0.004991942370543257,106595.8229736328,10,-2.4840703159570694,53261.609375,0.0023787178,0.0003,0.0,0.2,0.0002110600471496582
9,646,6144,3,200.0,-4039.6666666666665,-0.003752526665630285,109705.60739746093,20,-2.4809954717755316,47702.2265625,0.0019368518,0.0003,0.0,0.2,-1.5616416931152344e-05
13,625,8192,4,200.0,-4075.25,-0.004436379138496704,99564.45715332031,30,-2.475611264258623,45499.07421875,0.0025212073,0.0003,0.0,0.2,-4.649162292480469e-06
16,610,10240,5,200.0,-3966.6666666666665,-0.005394580731081078,108107.81665039062,40,-2.4667427748441697,51126.2734375,0.0036611115,0.0003,0.001806640625,0.2,-8.344650268554688e-07
2,904,2048,1,200.0,-1136.0,-0.006809990452893544,76171.54453125,50,-2.4507071293890474,44660.34765625,0.00678923,0.0003,0.00869140625,0.2,-8.344650268554688e-07
5,707,4096,2,200.0,-1103.0,-0.010994475413463078,7918.23596496582,60,-2.4027565993368625,3575.979248046875,0.011062045,0.0003,0.08310546875,0.2,-2.0265579223632812e-06
9,655,6144,3,200.0,-1058.0,-0.008140992509652278,7085.124131774903,70,-2.3549159727990627,3117.113525390625,0.013257866,0.0003,0.054052734375,0.2,-2.86102294921875e-06
13,622,8192,4,200.0,-1033.0,-0.012693984742509202,6369.907189941407,80,-2.2828901283442975,3220.0439453125,0.011935774,0.0003,0.106689453125,0.2,-5.960464477539062e-07
16,610,10240,5,200.0,-983.3333333333334,-0.01093653742937022,5027.822579956055,90,-2.25571770966053,2163.5,0.0137406215,0.0003,0.072705078125,0.2,-1.3113021850585938e-06
2,791,2048,1,200.0,-3662.0,-0.012947767891455441,4135.068445587158,100,-2.201234196871519,1876.3905029296875,0.015752759,0.0003,0.143115234375,0.2,-9.5367431640625e-07
6,645,4096,2,200.0,-3337.5,-0.011203977231343743,84735.18508300782,60,-2.410931672155857,40024.80859375,0.010678688,0.0003,0.037646484375,0.2,-4.76837158203125e-07
10,599,6144,3,200.0,-3220.3333333333335,-0.014365053590154275,58895.45084228516,70,-2.3354013808071614,26214.484375,0.014179887,0.0003,0.086572265625,0.2,-8.344650268554688e-07
14,582,8192,4,200.0,-3080.25,-0.010661698825424537,58457.04631347656,80,-2.2580138385295867,30344.41796875,0.010810061,0.0003,0.05673828125,0.2,-5.960464477539062e-07
