time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/value_loss,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/n_updates,train/clip_range,train/approx_kl,train/learning_rate
0,200.0,1,-640.0,983,256,,,,,,,,,,
0,200.0,2,-715.0,942,512,198.19765396118163,0.0,-2.5641910910606383,-0.010303582274354994,-0.005466580390930176,79.40113830566406,10,0.3,0.0024619247,0.0003
0,200.0,3,-723.3333333333334,949,768,248.3378433227539,0.0,-2.558950686454773,-0.0067200306570157405,0.0008936524391174316,85.71609497070312,20,0.3,0.002589664,0.0003
1,200.0,4,-540.0,967,1024,392.6374565124512,0.0,-2.5528942108154298,-0.006021937704645097,-0.0011786222457885742,145.52439880371094,30,0.3,0.004177223,0.0003
1,200.0,5,-491.6666666666667,972,1280,352.6304843902588,0.0,-2.54255006313324,-0.004122177686076612,0.0007922649383544922,282.2635803222656,40,0.3,0.0020514855,0.0003
1,200.0,6,-500.0,973,1536,360.95746955871584,0.0,-2.5318852782249452,-0.006723943562246859,0.027934253215789795,136.08706665039062,50,0.3,0.0028593086,0.0003
1,200.0,7,-498.75,976,1792,218.10462760925293,0.0,-2.5013835310935972,-0.010871998616494238,-0.026628851890563965,149.57989501953125,60,0.3,0.010407662,0.0003
2,200.0,8,-478.0,970,2048,328.65633926391604,0.00078125,-2.4496979832649233,-0.009976692288182676,0.010845661163330078,264.2852478027344,70,0.3,0.010511445,0.0003
2,200.0,9,-457.27272727272725,971,2304,111.74943809509277,0.055078125,-2.389836239814758,-0.021161307103466243,-0.005730032920837402,40.57006072998047,80,0.3,0.03850103,0.0003
2,200.0,10,-461.6666666666667,965,2560,363.86846923828125,0.019140625,-2.3234457969665527,-0.010394024674315005,0.019156992435455322,229.2881622314453,90,0.3,0.010106403,0.0003
2,200.0,11,-437.14285714285717,966,2816,583.374592590332,0.0,-2.3252633810043335,-0.001803911617025733,-0.04632675647735596,315.63226318359375,100,0.3,0.002137351,0.0003
3,200.0,12,-440.6666666666667,964,3072,180.3839424133301,0.0,-2.2852208852767943,-0.00413289749994874,-0.008638978004455566,108.2104721069336,110,0.3,0.0032973,0.0003
3,200.0,13,-448.75,956,3328,430.6689163208008,0.008203125,-2.2275566935539244,-0.017300097492989153,0.014298021793365479,288.73370361328125,120,0.3,0.018025532,0.0003
3,200.0,14,-448.8235294117647,952,3584,160.40477485656737,0.0,-2.144426000118256,-0.0016948086209595203,-0.025317788124084473,81.01179504394531,130,0.3,0.0038705745,0.0003
4,200.0,15,-433.1578947368421,942,3840,553.7962825775146,0.00390625,-2.157947528362274,-0.011684259702451526,0.011826515197753906,261.27557373046875,140,0.3,0.01657964,0.0003
4,200.0,16,-418.5,941,4096,134.3992790222168,0.16796875,-2.1554758667945864,-0.03407645733095706,-0.002292633056640625,32.7438850402832,150,0.3,0.05430799,0.0003
4,200.0,17,-389.5238095238095,938,4352,443.8305809020996,0.0,-2.0943071842193604,-0.005449381144717336,0.013242006301879883,150.74169921875,160,0.3,0.0065773865,0.0003
4,200.0,18,-401.30434782608694,936,4608,797.0725357055665,0.0,-2.0333303689956663,0.0006116479460615664,0.032374560832977295,484.5279541015625,170,0.3,0.0011295781,0.0003
5,200.0,19,-404.1666666666667,926,4864,111.99449796676636,0.0,-2.0251618027687073,-0.003933226969093084,-0.008438587188720703,61.87139892578125,180,0.3,0.0041892976,0.0003
5,200.0,20,-408.4,929,5120,185.809228515625,0.0,-2.0188581585884093,-0.008289007761050016,-0.033487677574157715,109.8664779663086,190,0.3,0.0063654277,0.0003
5,200.0,21,-409.61538461538464,930,5376,104.3836877822876,0.005859375,-1.9879154682159423,-0.018226505443453788,-0.07785642147064209,32.123779296875,200,0.3,0.023745835,0.0003
6,200.0,22,-381.07142857142856,934,5632,128.296236038208,0.25078125,-1.9265531718730926,-0.02056216513738036,0.004714906215667725,30.782100677490234,210,0.3,0.04863452,0.0003
6,200.0,23,-379.6551724137931,937,5888,789.8839416503906,0.0,-1.9532588064670562,0.0003533772425726056,-0.000794529914855957,570.7189331054688,220,0.3,0.0016718234,0.0003
6,200.0,24,-383.0,940,6144,480.38912811279295,0.0,-1.9243208527565003,-0.010354453092440962,0.0009499788284301758,258.68817138671875,230,0.3,0.004473704,0.0003
6,200.0,25,-369.6875,942,6400,398.9501560211182,0.003125,-1.9685203373432159,-0.012121328606735916,-0.004776954650878906,265.01220703125,240,0.3,0.012884146,0.0003
7,200.0,26,-367.27272727272725,945,6656,337.8713291168213,0.00078125,-2.0756138443946837,-0.012306121457368136,0.0025379061698913574,255.37477111816406,250,0.3,0.013885512,0.0003
7,200.0,27,-370.88235294117646,947,6912,407.7610748291016,0.025390625,-2.1209113001823425,-0.006862703361548483,0.006987333297729492,139.9174041748047,260,0.3,0.016077407,0.0003
7,200.0,28,-374.2857142857143,951,7168,160.9016580581665,0.0,-2.175169813632965,-0.0037962245172820986,0.02251112461090088,84.76676177978516,270,0.3,0.0035359138,0.0003
7,200.0,29,-367.02702702702703,952,7424,581.6245307922363,0.0,-2.2231910943984987,0.0016262233606539668,0.016899168491363525,246.7792510986328,280,0.3,0.00053053163,0.0003
8,200.0,30,-367.36842105263156,953,7680,467.1032035827637,0.0,-2.2451059818267822,-0.006253485608613119,0.022098541259765625,131.06687927246094,290,0.3,0.0024167262,0.0003
8,200.0,31,-371.02564102564105,956,7936,120.8568603515625,0.021875,-2.2713653802871705,-0.008729312452487648,0.03496426343917847,62.69087600708008,300,0.3,0.025206234,0.0003
8,200.0,32,-371.0,957,8192,439.42719955444335,0.0,-2.364525628089905,0.003325153514742851,0.05105358362197876,157.11105346679688,310,0.3,0.0035921172,0.0003
8,200.0,33,-366.42857142857144,958,8448,153.17046127319335,0.0,-2.376841056346893,-0.005448303767479956,-0.039824724197387695,66.61602783203125,320,0.3,0.0017749465,0.0003
9,200.0,34,-357.90697674418607,957,8704,394.9121520996094,0.0,-2.38674054145813,-0.006697553163394332,0.040209054946899414,134.2056884765625,330,0.3,0.0029781964,0.0003
9,200.0,35,-359.54545454545456,961,8960,847.2241058349609,0.0,-2.330842435359955,-0.001464243745431304,-0.0028083324432373047,493.2530212402344,340,0.3,0.0013320493,0.0003
9,200.0,36,-354.1304347826087,957,9216,382.0346282958984,0.0,-2.3267514586448668,-0.0021849051467143,0.03587806224822998,194.8254852294922,350,0.3,0.0008409729,0.0003
9,200.0,37,-357.4468085106383,958,9472,183.00849380493165,0.0,-2.3041377544403074,-0.002998408814892173,-0.05775415897369385,91.81118774414062,360,0.3,0.0014865696,0.0003
