time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/approx_kl,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/clip_range
1,1022,0,200.0,256,-740.0,,,,,,,,,,
2,1032,0,200.0,512,-815.0,460.5587326049805,0.0003,0.0022498744,161.55062866210938,-2.5642138004302977,-0.01216439981944859,0.0,-0.0033850669860839844,10,0.3
3,1010,0,200.0,768,-823.3333333333334,767.4441589355469,0.0003,0.0015796451,370.6095275878906,-2.559805679321289,-0.006914136186242104,0.0,0.0016906261444091797,20,0.3
4,996,1,200.0,1024,-714.0,758.3057098388672,0.0003,0.00044339383,362.1591796875,-2.5587409496307374,-0.0030926840379834177,0.0,0.0055730342864990234,30,0.3
5,976,1,200.0,1280,-736.6666666666666,308.2805114746094,0.0003,0.0008236673,166.60299682617188,-2.5579885125160216,-0.004364684736356139,0.0,0.0014209747314453125,40,0.3
6,992,1,200.0,1536,-745.7142857142857,504.09286041259764,0.0003,0.0018305299,222.18809509277344,-2.549647879600525,-0.006079300655983388,0.0,0.0002416372299194336,50,0.3
7,1008,1,200.0,1792,-731.25,323.36012268066406,0.0003,0.0043704323,167.62962341308594,-2.5385698199272158,-0.011290874931728468,0.0,0.0010250210762023926,60,0.3
8,1009,2,200.0,2048,-709.0,707.9613159179687,0.0003,0.006314723,498.7257995605469,-2.521536135673523,-0.011532254610210657,0.0,0.0011702775955200195,70,0.3
9,1015,2,200.0,2304,-701.8181818181819,300.1260360717773,0.0003,0.0048698783,111.4964370727539,-2.4964343070983888,-0.005059370491653681,0.0,0.00016611814498901367,80,0.3
10,1027,2,200.0,2560,-624.1666666666666,561.9986892700196,0.0003,0.012379568,247.97828674316406,-2.4792876839637756,-0.01744815045967698,0.0265625,0.0030193328857421875,90,0.3
11,1031,2,200.0,2816,-589.2857142857143,1297.4171783447266,0.0003,0.0043341257,787.2763061523438,-2.44185733795166,-0.005770356673747301,0.0,0.017069876194000244,100,0.3
12,1035,2,200.0,3072,-577.3333333333334,648.6203140258789,0.0003,0.001441332,410.52545166015625,-2.4377713918685915,-0.001880831504240632,0.0,0.16753166913986206,110,0.3
13,1041,3,200.0,3328,-578.75,600.9199699401855,0.0003,0.0014749018,240.77236938476562,-2.451155090332031,-0.0033797475043684244,0.0,0.0959852933883667,120,0.3
14,1041,3,200.0,3584,-577.6470588235294,308.49510498046874,0.0003,0.0016526696,136.8964385986328,-2.4425875902175904,-0.0043467777781188485,0.0,-0.012034416198730469,130,0.3
15,1044,3,200.0,3840,-576.3157894736842,155.31926078796386,0.0003,0.006980804,40.41950225830078,-2.459443986415863,-0.008410510327666997,0.00390625,-0.14141321182250977,140,0.3
16,1046,3,200.0,4096,-575.0,199.20397338867187,0.0003,0.0073506245,106.9044418334961,-2.4620088934898376,-0.0051692953333258625,0.015625,0.006020605564117432,150,0.3
17,1049,4,200.0,4352,-572.8571428571429,152.43259544372557,0.0003,0.005624353,70.33403015136719,-2.4400310635566713,-0.005716634239070118,0.0,-9.047985076904297e-05,160,0.3
18,1051,4,200.0,4608,-579.5652173913044,269.3787467956543,0.0003,0.0057059554,138.02333068847656,-2.4583386421203612,-0.00801826948300004,0.0,-0.00018835067749023438,170,0.3
19,1047,4,200.0,4864,-570.4166666666666,156.45376777648926,0.0003,0.008566004,93.98304748535156,-2.4499528050422668,-0.007673072896432131,0.0,0.0018080472946166992,180,0.3
20,1046,4,200.0,5120,-568.0,585.8585159301758,0.0003,0.04135372,303.85516357421875,-2.413641166687012,-0.02748119568932452,0.106640625,0.0014463067054748535,190,0.3
21,1050,5,200.0,5376,-568.8461538461538,84.11336574554443,0.0003,0.02451314,45.124053955078125,-2.370091986656189,-0.01645027061458677,0.06015625,-0.003715991973876953,200,0.3
22,1050,5,200.0,5632,-559.6428571428571,196.98586349487306,0.0003,0.004471116,89.48501586914062,-2.4097530245780945,-0.00613717851229012,0.00234375,-0.0041561126708984375,210,0.3
23,1051,5,200.0,5888,-570.6896551724138,489.06506271362304,0.0003,0.0014126115,290.8381042480469,-2.3839854836463927,-0.003588721086271107,0.0,0.05121809244155884,220,0.3
24,1053,5,200.0,6144,-559.0,786.8841247558594,0.0003,0.00071871886,261.2559814453125,-2.362106204032898,-0.002783272950910032,0.0,0.059060871601104736,230,0.3
25,1053,6,200.0,6400,-542.8125,136.73441963195802,0.0003,0.00034682383,31.481916427612305,-2.388145053386688,-0.0013960705138742924,0.0,-1.8811616897583008,240,0.3
26,1054,6,200.0,6656,-529.6969696969697,534.7746368408203,0.0003,0.01458185,341.551025390625,-2.417195165157318,-0.018082153890281914,0.007421875,-0.04875671863555908,250,0.3
27,1055,6,200.0,6912,-535.5882352941177,1144.5538757324218,0.0003,0.0067241723,541.8729248046875,-2.4827648758888246,-0.012432457902468741,0.000390625,0.002102792263031006,260,0.3
28,1056,6,200.0,7168,-538.8571428571429,232.3026222229004,0.0003,0.007631384,126.21607208251953,-2.3886573791503904,-0.012046109361108392,0.003515625,0.005678355693817139,270,0.3
29,1055,7,200.0,7424,-539.1891891891892,176.7751194000244,0.0003,0.0013084575,68.48976135253906,-2.4050591468811033,-0.002665515663102269,0.0,0.005291104316711426,280,0.3
30,1056,7,200.0,7680,-540.5263157894736,601.3596496582031,0.0003,0.009952952,417.7488098144531,-2.4324273824691773,-0.013567740283906459,0.00703125,0.020019054412841797,290,0.3
31,1056,7,200.0,7936,-535.8974358974359,85.7178295135498,0.0003,0.011517003,41.12052536010742,-2.4287400364875795,-0.01239990433678031,0.015234375,-0.004464983940124512,300,0.3
32,1055,7,200.0,8192,-534.25,607.2440414428711,0.0003,0.003676403,401.6222839355469,-2.4721417307853697,0.0011158927576616407,0.0,0.06992471218109131,310,0.3
33,1055,8,200.0,8448,-516.4285714285714,937.2098266601563,0.0003,0.0004944552,329.7757263183594,-2.452779197692871,-0.0025066561298444866,0.0,0.10408365726470947,320,0.3
34,1054,8,200.0,8704,-505.8139534883721,473.2501953125,0.0003,0.002785769,273.4668273925781,-2.4745141744613646,-0.00648904429981485,0.0015625,0.10460036993026733,330,0.3
35,1053,8,200.0,8960,-507.95454545454544,815.653076171875,0.0003,0.0010718936,411.3089599609375,-2.4734612584114073,-0.0010045479983091354,0.0,0.24255001544952393,340,0.3
36,1052,8,200.0,9216,-507.60869565217394,486.2912292480469,0.0003,0.00027437555,154.72047424316406,-2.475563979148865,-0.0008597970940172672,0.0,0.21999317407608032,350,0.3
37,1052,9,200.0,9472,-508.0851063829787,292.8705711364746,0.0003,0.00044931937,107.49781036376953,-2.4782369136810303,-0.000874279357958585,0.0,-0.22297263145446777,360,0.3
38,1050,9,200.0,9728,-501.6666666666667,141.77686233520507,0.0003,0.003403711,76.92697143554688,-2.475956666469574,-0.005144172534346581,0.0,-0.18745505809783936,370,0.3
39,1048,9,200.0,9984,-498.7755102040816,907.0018508911132,0.0003,0.0037521657,548.5274658203125,-2.449185335636139,-0.004530979716219008,0.000390625,0.08511978387832642,380,0.3
40,1047,9,200.0,10240,-483.921568627451,967.5582855224609,0.0003,0.0056844214,569.6009521484375,-2.4892491817474367,-0.007713973429054022,0.0171875,0.005501508712768555,390,0.3
1,1323,0,200.0,256,-283.0,956.7434600830078,0.0003,0.00032706652,514.6259155273438,-2.4703518986701964,0.00040218704380095004,0.0,0.0822150707244873,400,0.3
2,1165,0,200.0,512,-328.0,1151.516827392578,0.0003,0.00087842066,603.3206176757812,-2.564683711528778,-0.006247834744863212,0.0,0.0035820603370666504,10,0.3
3,1139,0,200.0,768,-312.0,418.4784511566162,0.0003,0.00059162034,153.55380249023438,-2.563682997226715,-0.0038512747269123793,0.0,0.02427142858505249,20,0.3
4,1132,0,200.0,1024,-290.0,1099.39189453125,0.0003,0.0027898494,431.46221923828125,-2.560988891124725,-0.010689345025457441,0.0,0.013814270496368408,30,0.3
5,1116,1,200.0,1280,-306.1666666666667,1298.2589752197266,0.0003,0.0007316349,702.3596801757812,-2.55593855381012,-0.0010852735256776213,0.0,0.02956986427307129,40,0.3
6,1095,1,200.0,1536,-367.85714285714283,607.314793395996,0.0003,0.0006974945,275.9828796386719,-2.554200553894043,-0.004545932309702039,0.0,0.08665484189987183,50,0.3
7,1088,1,200.0,1792,-405.75,434.6410903930664,0.0003,0.0006696163,191.57138061523438,-2.5498934030532836,-0.0029584691394120453,0.0,0.01238250732421875,60,0.3
8,1082,1,200.0,2048,-474.5,153.83776245117187,0.0003,0.0007691933,62.02467346191406,-2.5480900049209594,-0.0031926642870530484,0.0,0.07303720712661743,70,0.3
9,1080,2,200.0,2304,-437.45454545454544,417.8011505126953,0.0003,0.0013081266,205.1215057373047,-2.5498534202575684,-0.005047918751370162,0.0,0.0012211203575134277,80,0.3
10,1075,2,200.0,2560,-441.4166666666667,917.1277328491211,0.0003,0.0028471628,458.64178466796875,-2.5448620676994325,-0.0068410822656005624,0.0,0.004607677459716797,90,0.3
11,1077,2,200.0,2816,-467.14285714285717,206.1958740234375,0.0003,0.00089027756,64.96347045898438,-2.536911642551422,-0.0019449134822934866,0.0,0.11251550912857056,100,0.3
12,1074,2,200.0,3072,-483.6666666666667,773.2012939453125,0.0003,0.0013602509,467.6442565917969,-2.540868139266968,-0.005163079034537077,0.0,0.019022107124328613,110,0.3
13,1074,3,200.0,3328,-459.0,662.3206497192383,0.0003,0.0045574154,432.2788391113281,-2.544120121002197,-0.011286210641264916,0.000390625,0.0040280818939208984,120,0.3
14,1070,3,200.0,3584,-458.3529411764706,973.01318359375,0.0003,0.0049139233,471.9141540527344,-2.541788899898529,-0.009659029077738523,0.0,0.008089900016784668,130,0.3
15,1070,3,200.0,3840,-453.63157894736844,221.64539260864257,0.0003,0.0055137295,81.66336822509766,-2.532752513885498,-0.013231821730732918,0.0,-0.06659948825836182,140,0.3
16,1071,3,200.0,4096,-468.4,571.6359619140625,0.0003,0.0088720955,223.3747100830078,-2.5231202483177184,-0.012703944905661046,0.001953125,-0.01633763313293457,150,0.3
17,1074,4,200.0,4352,-469.0952380952381,253.57230758666992,0.0003,0.005051702,113.11540222167969,-2.4899834632873534,-0.003597820969298482,0.0,0.008079111576080322,160,0.3
18,1071,4,200.0,4608,-470.04347826086956,461.3918403625488,0.0003,0.0071829883,355.814208984375,-2.4947100400924684,-0.012643439567182214,0.001171875,0.0206947922706604,170,0.3
19,1070,4,200.0,4864,-470.6666666666667,632.9195434570313,0.0003,0.01418308,334.85888671875,-2.4742080330848695,-0.018518899218179286,0.02734375,0.015454530715942383,180,0.3
