time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate
1,200.0,256,-640.0,586,0,,,,,,,,,,
2,200.0,512,-715.0,600,0,0.0,624.8243408203125,0.001429724,10,-0.0019506216049194336,0.3,-0.007909459271468222,1538.2387634277343,-2.5644693851470945,0.0003
3,200.0,768,-706.6666666666666,628,1,0.0,1036.900390625,0.0005608103,20,0.002187967300415039,0.3,-0.002438234316650778,2078.451031494141,-2.5621499896049498,0.0003
4,200.0,1024,-570.0,643,1,0.0,727.4312744140625,0.00047651865,30,0.006238222122192383,0.3,-0.0032787092961370943,1593.419854736328,-2.561395263671875,0.0003
5,200.0,1280,-525.0,634,2,0.0,816.072998046875,0.00086324406,40,0.0014074444770812988,0.3,-0.004298346908763051,1664.356982421875,-2.561210334300995,0.0003
6,200.0,1536,-505.7142857142857,639,2,0.0,856.90087890625,0.0004921204,50,0.0092812180519104,0.3,-0.003762587916571647,1588.7180297851562,-2.561366605758667,0.0003
7,200.0,1792,-502.5,642,2,0.0,996.739990234375,0.00038571446,60,0.012265384197235107,0.3,-0.0032543420034926384,1531.4347778320312,-2.5612905621528625,0.0003
8,200.0,2048,-468.0,644,3,0.0,767.951904296875,0.0016319652,70,0.017864584922790527,0.3,-0.008120205719023943,1456.7021789550781,-2.5584409832954407,0.0003
9,200.0,2304,-454.54545454545456,646,3,0.0,1081.5604248046875,0.0009950837,80,0.07912701368331909,0.3,-0.004524249769747257,2581.9396728515626,-2.5531625628471373,0.0003
10,200.0,2560,-440.0,648,3,0.0,899.70849609375,0.00047088903,90,0.024015188217163086,0.3,-0.0027879921719431875,1876.9968383789062,-2.550213134288788,0.0003
11,200.0,2816,-445.7142857142857,650,4,0.0,657.0252075195312,0.00036609708,100,0.06269276142120361,0.3,-0.0027070379815995692,1258.992169189453,-2.547456967830658,0.0003
12,200.0,3072,-448.6666666666667,651,4,0.0,683.1956176757812,0.0018084086,110,0.06657356023788452,0.3,-0.006975224753841758,1411.0081176757812,-2.545717251300812,0.0003
13,200.0,3328,-436.875,654,5,0.0,1001.8545532226562,0.00057635526,120,0.005408525466918945,0.3,-0.001787185063585639,2168.778704833984,-2.536667275428772,0.0003
14,200.0,3584,-447.05882352941177,655,5,0.0,767.2738647460938,0.0010012935,130,-0.00012695789337158203,0.3,-0.0036033768206834792,1575.4605224609375,-2.5325404047966003,0.0003
