time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/approx_kl,train/clip_range
0,930,-40.0,256,200.0,1,,,,,,,,,,
0,934,-265.0,512,200.0,2,212.97702026367188,-2.564626097679138,0.0003,854.3423858642578,2.9265880584716797e-05,-0.0074744572455529125,0.0,10,0.0010699423,0.3
0,921,-240.0,768,200.0,3,184.3892822265625,-2.5628451466560365,0.0003,360.8843086242676,0.019736111164093018,-0.005529461614787579,0.0,20,0.0012994402,0.3
1,926,-376.0,1024,200.0,4,37.19198989868164,-2.55930153131485,0.0003,125.05515670776367,-0.06796503067016602,-0.002691564313136041,0.0,30,0.00075263414,0.3
1,917,-290.0,1280,200.0,5,71.80603790283203,-2.557703363895416,0.0003,179.7028015136719,-0.017068982124328613,-0.0037586092017591,0.0,40,0.0008308701,0.3
1,922,-314.2857142857143,1536,200.0,6,667.4043579101562,-2.555071997642517,0.0003,1126.1574844360352,0.02109450101852417,-0.003342732205055654,0.0,50,0.0007635448,0.3
1,927,-342.5,1792,200.0,7,59.895050048828125,-2.554177927970886,0.0003,137.30058631896972,0.030677735805511475,-0.004274817137047649,0.0,60,0.0009476524,0.3
2,929,-373.0,2048,200.0,8,37.824520111083984,-2.5492387413978577,0.0003,54.220116233825685,0.012524187564849854,-0.007897232379764318,0.0,70,0.004654807,0.3
2,931,-358.1818181818182,2304,200.0,9,44.995635986328125,-2.5296725630760193,0.0003,52.157446193695066,0.005930006504058838,-0.005526783893583342,0.0,80,0.0042762766,0.3
2,931,-348.3333333333333,2560,200.0,10,155.9222869873047,-2.535171890258789,0.0003,413.52142639160155,0.011693954467773438,-0.013315906398929656,0.005078125,90,0.0039251773,0.3
3,932,-383.57142857142856,2816,200.0,11,225.8120880126953,-2.5373745441436766,0.0003,427.50337677001954,0.037818193435668945,-0.003537406917894259,0.0,100,0.0010785924,0.3
3,933,-397.3333333333333,3072,200.0,12,64.9982681274414,-2.5298473477363586,0.0003,125.20649108886718,-0.05138826370239258,-0.005586780933663249,0.0,110,0.0018750674,0.3
3,934,-405.625,3328,200.0,13,33.313499450683594,-2.5228310346603395,0.0003,139.60713958740234,-0.006237387657165527,-0.0041214740369468926,0.0,120,0.0015859499,0.3
3,935,-412.94117647058823,3584,200.0,14,18.188920974731445,-2.5051502346992494,0.0003,71.68227958679199,0.0005373358726501465,-0.011879161791875958,0.008203125,130,0.012033006,0.3
4,934,-373.1578947368421,3840,200.0,15,7.734348297119141,-2.468147909641266,0.0003,46.94075994491577,-0.8069139719009399,-0.0005214267410337925,0.0,140,0.0048034154,0.3
4,937,-381.5,4096,200.0,16,309.9627990722656,-2.443795084953308,0.0003,1100.9937866210937,0.049572646617889404,0.0025126182474195955,0.0,150,0.0026897127,0.3
4,937,-384.2857142857143,4352,200.0,17,42.98899841308594,-2.428919732570648,0.0003,81.84217224121093,0.0009146928787231445,-0.005779257044196129,0.0,160,0.00422559,0.3
4,938,-378.2608695652174,4608,200.0,18,121.57374572753906,-2.423453176021576,0.0003,327.05902633666994,0.14817500114440918,-0.009758286364376544,0.0,170,0.003628225,0.3
5,940,-370.4166666666667,4864,200.0,19,12.636726379394531,-2.4369176030158997,0.0003,28.143901109695435,-0.027806639671325684,-0.01195076908916235,0.0,180,0.017596979,0.3
5,944,-350.4,5120,200.0,20,174.4604034423828,-2.4499751567840575,0.0003,639.5952095031738,0.22534024715423584,-0.01341972784139216,0.00703125,190,0.016794503,0.3
5,946,-353.84615384615387,5376,200.0,21,176.0381622314453,-2.4284976959228515,0.0003,458.8560676574707,0.026656150817871094,-0.006366001814603806,0.0,200,0.0035689208,0.3
5,948,-355.7142857142857,5632,200.0,22,23.212574005126953,-2.430826950073242,0.0003,51.066104125976565,-2.021116018295288,-0.005724011710844934,0.0,210,0.0038146619,0.3
6,949,-355.86206896551727,5888,200.0,23,44.42753601074219,-2.415884530544281,0.0003,84.54421787261963,-0.10789251327514648,-0.009009967418387532,0.009375,220,0.0102373855,0.3
6,950,-355.0,6144,200.0,24,49.94594955444336,-2.3580864310264587,0.0003,151.5644739151001,-2.3814640045166016,-0.0009350597858428956,0.0,230,0.004279715,0.3
6,951,-353.125,6400,200.0,25,5.687915325164795,-2.3589270949363708,0.0003,15.265278863906861,-1.2271502017974854,-0.019856254989281296,0.065234375,240,0.034315012,0.3
6,953,-353.030303030303,6656,200.0,26,7.682934284210205,-2.35861132144928,0.0003,19.157647037506102,-0.9604592323303223,-0.0041229045949876305,0.0,250,0.0074784365,0.3
7,953,-352.3529411764706,6912,200.0,27,5.7869367599487305,-2.3162787199020385,0.0003,14.88280897140503,-0.04909384250640869,-0.013856935733929276,0.021875,260,0.021421485,0.3
7,954,-351.14285714285717,7168,200.0,28,7.615085601806641,-2.2364049911499024,0.0003,14.754123115539551,-0.022906899452209473,-0.013656073668971657,0.102734375,270,0.03638898,0.3
7,954,-351.8918918918919,7424,200.0,29,3.6074864864349365,-2.083843636512756,0.0003,13.05430178642273,-0.011820673942565918,-0.025582373887300492,0.330859375,280,0.06660265,0.3
8,954,-327.36842105263156,7680,200.0,30,14.611464500427246,-1.8908336400985717,0.0003,43.863951587677,-0.0001233816146850586,-0.02184034816455096,0.0984375,290,0.04849396,0.3
8,955,-310.7692307692308,7936,200.0,31,1005.3764038085938,-1.8189283072948457,0.0003,1938.6976257324218,2.7477741241455078e-05,-0.001637679571285844,0.0,300,0.003957715,0.3
8,954,-312.5,8192,200.0,32,311.119140625,-1.8450801193714141,0.0003,790.251252746582,0.00010007619857788086,-0.0014893953455612063,0.0,310,0.00043172925,0.3
8,953,-293.0952380952381,8448,200.0,33,6.166805744171143,-1.9791018128395081,0.0003,12.947683191299438,-0.0010939836502075195,-0.01478043207898736,0.11640625,320,0.03527178,0.3
9,950,-295.5813953488372,8704,200.0,34,793.7860717773438,-1.9882958710193634,0.0003,1518.347314453125,0.0004438161849975586,-0.00045879140961915257,0.0,330,0.0065328665,0.3
9,947,-296.8181818181818,8960,200.0,35,25.934375762939453,-1.9568564534187316,0.0003,44.40950264930725,-0.00015032291412353516,-0.004508812644053251,0.0,340,0.0015477517,0.3
9,945,-299.7826086956522,9216,200.0,36,1.367456316947937,-1.9392806112766265,0.0003,3.7500715136528013,-0.005978226661682129,-0.002315990440547466,0.0,350,0.0019728187,0.3
10,945,-285.9574468085106,9472,200.0,37,5.807270050048828,-1.9200958013534546,0.0003,12.457428312301635,-0.002128124237060547,-0.02022089387755841,0.135546875,360,0.045926783,0.3
10,943,-287.2916666666667,9728,200.0,38,565.2822265625,-1.8155803740024568,0.0003,1157.8230514526367,3.2782554626464844e-06,0.004909979132935405,0.009375,370,0.0026795815,0.3
10,943,-285.1020408163265,9984,200.0,39,2.530082941055298,-1.824634611606598,0.0003,8.171969032287597,-0.0015903711318969727,-0.011179868225008249,0.0,380,0.009285039,0.3
10,945,-287.6470588235294,10240,200.0,40,248.78359985351562,-1.8043197572231293,0.0003,387.156388092041,-2.014636993408203e-05,-0.0026070755207911133,0.0,390,0.0033505417,0.3
11,946,-288.65384615384613,10496,200.0,41,7.870337009429932,-1.7238165080547332,0.0003,15.764595937728881,-0.002614259719848633,-0.025426901038736106,0.2578125,400,0.04831168,0.3
11,946,-289.4339622641509,10752,200.0,42,3.504711627960205,-1.7620718240737916,0.0003,9.868488955497742,-2.09808349609375e-05,-0.0027072586352005603,0.019140625,410,0.016886447,0.3
11,946,-292.1818181818182,11008,200.0,43,2.423570394515991,-1.874172216653824,0.0003,8.67232323884964,0.00012862682342529297,-0.00813968456350267,0.020703125,420,0.027201723,0.3
11,947,-292.85714285714283,11264,200.0,44,4.604273796081543,-1.8181180119514466,0.0003,6.238028085231781,0.0019177794456481934,-0.01436858349479735,0.042578125,430,0.019177023,0.3
12,947,-290.87719298245617,11520,200.0,45,5.144199848175049,-1.7617129027843474,0.0003,8.504940819740295,-0.001064300537109375,-0.01224820241332054,0.019140625,440,0.010569347,0.3
12,948,-291.55172413793105,11776,200.0,46,278.1707763671875,-1.7661619544029237,0.0003,423.7839099884033,-0.0002124309539794922,-0.003258295590057969,0.0,450,0.0032395201,0.3
12,948,-290.5,12032,200.0,47,205.35848999023438,-1.7713700890541078,0.0003,424.3851837158203,0.00018596649169921875,-0.0012412740616127849,0.0,460,0.00033948454,0.3
