rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,train/approx_kl,train/value_loss,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/learning_rate,train/loss,train/explained_variance
-313.72093023255815,12,200.0,34,707,8704,0.010620196,7.212398648262024,0.01171875,330,-0.010132169513963164,0.3,-2.018567132949829,0.0003,3.8287978172302246,-0.0704648494720459
-315.45454545454544,12,200.0,35,708,8960,0.01746664,1.492614284157753,0.00546875,340,-0.008047685329802334,0.3,-1.9972435414791108,0.0003,0.6665067672729492,-0.002595186233520508
-312.60869565217394,12,200.0,36,709,9216,0.020646634,6.877460527420044,0.034765625,350,-0.013191467616707087,0.3,-1.8929838478565215,0.0003,2.7400801181793213,-0.0004374980926513672
-314.468085106383,13,200.0,37,707,9472,0.0008542454,404.94887886047366,0.0,360,0.00016666839364916087,0.3,-1.9114879429340363,0.0003,302.6433410644531,7.68899917602539e-06
-315.8333333333333,13,200.0,38,708,9728,0.011484865,3.414453423023224,0.001171875,370,-0.009495946869719774,0.3,-1.9745408833026885,0.0003,1.043769121170044,-0.00028395652770996094
-307.14285714285717,14,200.0,39,708,9984,0.0054513514,790.89287109375,0.0,380,-0.00553532587364316,0.3,-2.0287807106971742,0.0003,426.5559387207031,0.00022673606872558594
-310.5882352941176,14,200.0,40,708,10240,0.0003152967,25.84806385040283,0.0,390,-0.0015794726903550326,0.3,-2.108704423904419,0.0003,9.069602012634277,0.00020802021026611328
-312.11538461538464,14,200.0,41,708,10496,0.00793981,7.934832346439362,0.001953125,400,-0.009730165661312639,0.3,-2.1460366368293764,0.0003,2.9363131523132324,-0.0005919933319091797
-313.58490566037733,15,200.0,42,708,10752,0.01081684,1.6242534905672072,0.001171875,410,-0.00641474116127938,0.3,-1.8826899528503418,0.0003,0.4515346586704254,-0.005423545837402344
-306.90909090909093,15,200.0,43,710,11008,0.022916773,6.623926970362663,0.00625,420,-0.014679626282304525,0.3,-1.7203835666179657,0.0003,4.252106666564941,0.0007336139678955078
-308.2142857142857,15,200.0,44,711,11264,0.004833702,798.230456161499,0.001953125,430,0.0006224242970347404,0.3,-1.698569756746292,0.0003,428.61590576171875,0.00010687112808227539
-309.64912280701753,16,200.0,45,713,11520,0.0011283406,2.2916680812835692,0.0,440,-0.003145677363499999,0.3,-1.5956440329551698,0.0003,1.2068157196044922,0.0009194612503051758
-311.2068965517241,16,200.0,46,715,11776,0.006656233,0.6699864402413368,0.00546875,450,-0.00406580762937665,0.3,-1.7557794272899627,0.0003,0.239447221159935,-0.001028895378112793
-313.0,16,200.0,47,715,12032,0.02575065,7.1845698118209835,0.11484375,460,-0.004687186283990741,0.3,-2.145314371585846,0.0003,2.771606922149658,0.0008132457733154297
-310.327868852459,17,200.0,48,714,12288,0.0020256487,397.38571243286134,0.0,470,0.0008673399686813354,0.3,-2.111915874481201,0.0003,80.5871810913086,0.00015819072723388672
-311.7741935483871,17,200.0,49,712,12544,0.00047049997,0.9016317933797836,0.0,480,-0.0019013168988749386,0.3,-1.742359322309494,0.0003,0.3557545840740204,-0.0004696846008300781
-314.21875,17,200.0,50,711,12800,0.016023608,1.4614191800355911,0.005859375,490,-0.004664873378351331,0.3,-1.6140608847141267,0.0003,1.1227134466171265,-0.002761244773864746
